patch_idx,ra,dec,anomaly_score,is_top1pct
11982,202.91599130585732,15.837102019321506,0.7790364027023315,1
1793,214.23893907899162,32.92509895182327,0.7786940336227417,1
5050,192.62540298747973,-25.942612537186648,0.7785270810127258,1
7551,344.70723700350294,-11.056024492579859,0.7784630060195923,1
7076,229.1617656594051,-61.32517058755871,0.7783185839653015,1
17747,218.32797626361068,2.424889595480252,0.7779096364974976,1
7755,359.5665306033592,32.13898582558524,0.7778368592262268,1
19792,356.55091058135224,-57.89026808171091,0.7776230573654175,1
5166,103.29074344298955,0.3019675152326471,0.7774121761322021,1
2805,240.9527085050333,65.81806303584557,0.7768123149871826,1
8457,301.24272862778173,28.12537635187978,0.7767438888549805,1
935,31.455274273747108,5.294214489139563,0.7766216993331909,1
6038,343.7135419732717,57.04588266512394,0.7765161395072937,1
11170,24.41061005084436,-49.220004468503056,0.7764396667480469,1
12899,82.44844325040043,-4.140593619291749,0.7764207124710083,1
3843,2.1642475543869777,39.942988335991615,0.7763099670410156,1
13907,76.15253364363384,-39.37046116668995,0.7762734889984131,1
702,253.46307393707687,24.090838739667234,0.7762492895126343,1
18779,325.05545296952306,-27.560012622303645,0.7762176990509033,1
18144,178.9601099484439,37.21964735203376,0.7758924961090088,1
9638,113.01366899224176,-32.615791797776645,0.7757263779640198,1
16043,120.98800833860902,22.650274425772096,0.7755805253982544,1
15558,191.47776945232442,-4.291175070357582,0.7755799293518066,1
8535,131.96187945044522,-3.147450225420215,0.7755286693572998,1
4962,345.31993525852874,-45.3529524968653,0.7752485275268555,1
8220,222.40139026215886,59.64753382269117,0.7751401662826538,1
16006,279.5136137521241,-38.12265467374545,0.7746431827545166,1
96,312.3409480389959,35.05798453684213,0.7741409540176392,1
13597,298.4889904653966,45.60483431188388,0.7740516662597656,1
9818,170.3800350000615,-55.27824149109475,0.7738505005836487,1
2119,319.77316820013993,11.397829048391202,0.7737551927566528,1
2795,181.72574632629556,25.707587137737207,0.7736242413520813,1
6167,268.7834612399052,12.03950856935468,0.773496150970459,1
12445,220.22425782398258,-50.89915450413967,0.7726469039916992,1
1610,270.7637622446142,64.29349543935115,0.7725439667701721,1
6552,101.20738477271277,16.292198474016743,0.7723177075386047,1
6285,15.58346450738101,-6.5400149977407125,0.7722654342651367,1
14568,149.65957478216384,64.95562145664215,0.7722338438034058,1
8067,19.130750822267785,62.998991024515476,0.7719902992248535,1
8851,242.4873959732763,41.08926952325092,0.7715267539024353,1
12378,244.83470198835653,36.630960297560705,0.7711805105209351,1
512,228.33732079809633,8.169125342599571,0.7708943486213684,1
15884,304.12915221590765,-63.253308332684455,0.7707805633544922,1
1230,23.237063153841788,-1.0924643216264514,0.7705001831054688,1
2224,304.1805359501992,-31.94251974562554,0.7699539661407471,1
6029,0.3774703314320327,64.25913093541007,0.7699021100997925,1
18210,311.1561960050878,-41.938908857787524,0.7698564529418945,1
16481,338.65804101525504,5.55213629004146,0.7693504095077515,1
17320,228.36126607854968,60.82143799120192,0.769214928150177,1
12847,224.11636674896425,16.433349770306577,0.7690234184265137,1
18429,352.6437708653102,-39.257509217441196,0.7688732147216797,1
6028,313.5567899702809,-53.958586541080706,0.7688482403755188,1
18610,326.9002076069308,-22.35202862146793,0.7686004042625427,1
2151,91.65767113909872,47.06336455905041,0.7684904336929321,1
5482,130.04177647415557,13.96232387236185,0.7683838605880737,1
10959,230.33610533002587,53.038948738953806,0.7680468559265137,1
8970,335.563472024647,32.97657870642074,0.767981767654419,1
19648,211.48309403137594,-65.16383925994299,0.7679249048233032,1
2522,34.47037814632697,27.356377947072332,0.7678253650665283,1
16734,174.4934898834759,45.75845543653861,0.7675931453704834,1
9595,88.47066949908582,46.615360980475984,0.7672052383422852,1
19194,215.17715763656906,31.701255830915017,0.7667735815048218,1
923,178.9209434282687,-66.87840589005125,0.7666467428207397,1
9640,173.8821934698926,-63.53609263357148,0.7665772438049316,1
13158,306.9602904473909,1.8051970895886598,0.7664346694946289,1
17130,280.8366777288765,-30.544543879006874,0.766414999961853,1
3986,134.8355824179038,-56.42660169345905,0.7663260102272034,1
4004,65.4565518712939,-17.52798119393227,0.766264796257019,1
3821,188.21123319379996,6.121697403912961,0.7661648392677307,1
1407,253.80265192412233,-15.229738917176235,0.7659273147583008,1
12714,7.51173688530522,-17.076053586514313,0.7654126286506653,1
12253,351.7987543796699,-43.40655082823681,0.7654006481170654,1
7574,243.8633975300137,-38.58041758630135,0.7652798891067505,1
17100,130.70035017483505,34.482976589813475,0.7650996446609497,1
13466,147.22892287701023,-2.0079148952447383,0.7650104761123657,1
3423,73.39347186901477,65.64980087874872,0.7649999856948853,1
17662,69.3948312486931,63.428066519136195,0.764988899230957,1
4989,312.58670345055793,49.51261887397614,0.7648141384124756,1
11585,52.67525029353206,-15.110009075439706,0.764735758304596,1
4016,31.528927801568404,3.5979709428876703,0.7645944356918335,1
13450,221.85829909513282,-32.23673691623742,0.7643776535987854,1
16090,84.66546156232835,-6.686479033149794,0.7642565965652466,1
16587,1.4294891095972728,-6.516406155063365,0.764238715171814,1
2755,293.1832910818584,61.4452968826437,0.764171838760376,1
9182,233.53315848823453,-46.04208806012146,0.764065146446228,1
15998,67.19934792150835,-41.0906131184943,0.7638717889785767,1
12708,260.96878670182747,-8.357568271288237,0.7638440132141113,1
19908,172.76386280790902,-65.87930643802025,0.7636584043502808,1
2381,26.518671900935033,-7.04014299374527,0.7633603811264038,1
15340,332.49063832821923,30.049050937766083,0.7630788683891296,1
17087,150.6520140085099,-21.508665740597763,0.7630589008331299,1
12410,84.04178702303707,-36.4907558071674,0.7630226016044617,1
7546,323.9064092914506,-60.67803694202606,0.7629777193069458,1
11760,269.22848569426765,68.91603365696207,0.7626843452453613,1
1402,219.4937038019286,-43.07455734475708,0.7626841068267822,1
15737,329.3218808484309,21.02545217574834,0.7625957727432251,0
4603,175.70743275741265,13.674266975610777,0.7625681161880493,0
12435,271.2447000855251,-39.19102814400358,0.7625368237495422,0
18827,42.84259708765513,-62.76505286765512,0.7625076770782471,0
2391,328.9880119995688,44.298650951569684,0.762404203414917,0
2951,104.2057162317277,-18.670166443975106,0.7623037099838257,0
15258,179.84844757087131,-64.63941002324282,0.7621537446975708,0
3579,162.3478065416833,-38.41062456198563,0.7620183229446411,0
7008,350.5330294936327,19.37897759372251,0.7618122100830078,0
3542,160.58473336274233,-45.622821987364205,0.7617391347885132,0
7908,257.12654285628673,-47.059958900896575,0.7617372274398804,0
19199,210.21535275840714,-49.832163068882046,0.7617157697677612,0
13239,92.17590923753237,0.5820652314028649,0.7616863250732422,0
9538,234.67916329361964,-39.09753692232442,0.7612196207046509,0
3306,36.038160565178075,-39.14365274429076,0.7610936164855957,0
9852,78.77480300603075,4.553191651105891,0.7610749006271362,0
2537,81.1668519419864,6.580341153713249,0.7609320878982544,0
15219,354.6844039559011,-64.06198028546407,0.760729968547821,0
13023,316.9655026136604,-50.223416996804104,0.7606664896011353,0
13683,260.0078533126086,63.6063097592145,0.7605282068252563,0
3229,341.9869997239506,-17.563715492727418,0.7602077126502991,0
9994,153.63275236228463,41.887723892184596,0.7595844268798828,0
5403,253.79463587213388,11.893337609288622,0.7595606446266174,0
19978,177.21148842972002,-52.039353428782164,0.7593162059783936,0
7113,99.15194612922896,58.60773770032995,0.759290874004364,0
17696,185.80063370989575,-1.7244079555663347,0.7592145204544067,0
16503,155.04375681681307,42.39601452440262,0.7590840458869934,0
12093,257.7836392679088,-59.58930505729009,0.7590412497520447,0
8530,73.48984009112321,-38.64788300717027,0.7589010000228882,0
18653,325.8973333260046,39.811701217292224,0.7588261365890503,0
13970,97.91089726220835,5.920363017828947,0.7587899565696716,0
2778,332.56594366334525,58.2534961805099,0.7585139274597168,0
5256,131.1455555158189,13.481012718730952,0.7582932114601135,0
6802,238.81980231781262,-53.26627993676395,0.7581415176391602,0
10060,306.57793127555806,-16.036976651886697,0.7581118941307068,0
7774,327.7972396815515,10.619324213824456,0.7579619884490967,0
9716,71.31000862846768,-59.646575152132975,0.7576878070831299,0
10586,127.84552498783721,20.043900621991625,0.7576631307601929,0
17134,13.186636263096663,56.29467949905589,0.7574213743209839,0
5592,101.70414298986996,-15.474431763521984,0.7573480010032654,0
16610,248.12099013353773,-28.11584759059393,0.7573197484016418,0
9231,123.40164840725089,-64.06158700086432,0.7572934627532959,0
13575,300.77197491810114,12.534554865523546,0.7572119235992432,0
15678,103.09242448191789,10.839753119984792,0.7571191787719727,0
12501,278.244271307261,16.024545477173476,0.7570161819458008,0
15364,6.999936739567083,-13.602556360930777,0.7567407488822937,0
16307,337.33789913565494,58.3364393015199,0.7567012906074524,0
951,156.86409292040207,69.96395539349672,0.7566146850585938,0
83,276.69157794835695,48.09212121085426,0.7566057443618774,0
15894,11.315750534471718,58.129389762968174,0.75630784034729,0
18561,126.33045950497922,67.93301224555387,0.7562943696975708,0
1532,337.5857238300714,-22.256586153474423,0.7562460899353027,0
832,156.804151965534,39.80205988223048,0.7561992406845093,0
19957,194.95273505047695,-35.576891550102985,0.7561424970626831,0
3839,12.007880181288897,-62.08581581916975,0.756027102470398,0
10496,181.5967534070405,-4.230171082161846,0.7559660077095032,0
18927,114.56268816650439,-60.943656610167245,0.755908727645874,0
4764,42.43207126913583,-39.206038231482424,0.7558765411376953,0
18479,124.67327017047484,-34.991356611785314,0.7557410597801208,0
17877,295.3149462712499,-0.9662100835360974,0.7557204961776733,0
3061,306.572319663003,-22.38087109500357,0.7556977272033691,0
2340,251.82169397981286,28.205675365382945,0.7556443810462952,0
3698,202.24468262649373,57.467354741329174,0.7556259632110596,0
17176,173.77170323739884,24.084882515910195,0.7556114196777344,0
6885,22.63796153849708,43.01727652824631,0.7555410265922546,0
17812,43.80134850261471,-48.44092967446216,0.7554224133491516,0
5784,54.723965177981285,-49.42062428710422,0.7553460597991943,0
16253,284.7699363525122,-64.68666817986737,0.7553262710571289,0
13829,83.99453340837101,-12.966349094275614,0.7552930116653442,0
17402,325.6856602536612,-18.802079033592662,0.7551497220993042,0
6854,115.16812328803664,56.052350977386126,0.7550864815711975,0
3966,338.79277827244374,23.18544901472778,0.7550805807113647,0
3731,249.47558935030582,-44.19358208892431,0.7549970149993896,0
9111,130.24881358334622,52.386556916002576,0.7549759149551392,0
13244,174.2968509286053,56.09651583725277,0.7549220323562622,0
1104,120.55898324464158,56.87492484530709,0.7547981142997742,0
19100,95.02985152719792,-35.11289709300388,0.7547246217727661,0
14297,258.8480013954586,0.7611465139037108,0.754706859588623,0
11270,323.9586549497032,-66.66607734731458,0.7546501755714417,0
4578,152.94469955369374,64.3767721097449,0.7546116709709167,0
17011,255.29799502947802,34.343053110712006,0.7545881867408752,0
4904,143.82016369564104,-20.79209842829561,0.7545300126075745,0
7926,143.2367447911806,-29.087180571613416,0.7544717192649841,0
5018,277.7041282217453,52.274493312762075,0.7543925046920776,0
5874,296.0739558228823,62.47714749588164,0.7542471885681152,0
19467,191.61006098236675,41.66443541208936,0.754127562046051,0
4283,236.8499938672441,65.63163836939853,0.754008412361145,0
8847,50.52120206956324,40.69569556566955,0.7540070414543152,0
13113,338.7927235711485,65.25914669514341,0.7539582252502441,0
1954,303.71567743912794,-55.55021418252595,0.7538526058197021,0
9473,153.66342428199997,43.22979183413939,0.753764271736145,0
18553,233.61910770135955,-46.015840754094214,0.7537045478820801,0
3660,49.10827713839529,38.285172932497204,0.7536909580230713,0
7836,142.78489270373916,-0.2879524896350034,0.7536396980285645,0
14035,119.9053025441678,-61.14463564869589,0.7535008788108826,0
7218,53.96501585890129,41.8575469778263,0.7534905672073364,0
305,295.0508578185634,62.11976644774529,0.7532542943954468,0
5088,191.45184837213395,58.236376423327016,0.7530555129051208,0
6636,70.61303409566386,55.32697625557499,0.7530065178871155,0
2392,88.31254041784716,19.81289798585398,0.7529476881027222,0
4800,318.03272268552803,-17.023864887347806,0.7528443336486816,0
18714,114.56062791053007,26.131617248706803,0.7526419162750244,0
13211,301.3179146757504,23.137757099723927,0.7524644136428833,0
13938,250.647873966114,5.0108935281422475,0.7524210214614868,0
12925,334.54081372417505,-54.62042196626737,0.7522220611572266,0
16902,132.212552744666,9.982446973981197,0.7522175312042236,0
18257,200.52480505040617,60.05473569239413,0.7519717216491699,0
12483,21.60397052324317,57.24879564730695,0.751849889755249,0
6166,177.60437118120734,45.42574855646801,0.7518330216407776,0
15466,154.55064372292702,-11.292513662423353,0.7514326572418213,0
10890,305.6048088054402,34.51451477161332,0.751431405544281,0
4722,271.1141115895831,-17.425210664096838,0.7514002323150635,0
11037,243.33731909520677,22.677696858391002,0.7512379884719849,0
17789,137.5906566779265,1.7028749709568274,0.7512350082397461,0
10800,122.16044352993063,-47.304271686211834,0.7508751153945923,0
11290,172.81865505339027,-34.42783407864366,0.7508666515350342,0
16591,202.39376793679162,-46.00185339846006,0.7507806420326233,0
4612,347.7946099088018,-47.60664354324649,0.7507271766662598,0
4156,124.50770981069095,51.80185876942183,0.7506871223449707,0
9613,236.8752669213745,-27.298575391770903,0.7506544589996338,0
19841,267.58326993475816,-48.22695342247705,0.7506309747695923,0
12188,195.93418428595936,69.62847859619046,0.7506240010261536,0
10771,121.0763955710989,-55.859934913706496,0.7505621314048767,0
15130,140.96644704444103,2.9572136799133375,0.7505019903182983,0
19275,254.0989543539297,-67.86490323486575,0.7504913806915283,0
5279,37.59377257018594,-1.5687775933829897,0.7503567934036255,0
15238,278.94464709539193,69.20208401581567,0.7502536773681641,0
7641,277.7199700486859,-41.67378503468194,0.7501698732376099,0
10296,279.0708913366225,-36.121011060071005,0.7501249313354492,0
17365,350.4553312156423,-61.80621535534573,0.7500898241996765,0
2996,125.15690567297999,64.30360476389879,0.7500249147415161,0
3215,297.39703101635286,-68.51114756052428,0.7498874068260193,0
2658,336.4038259653452,-60.603512285178894,0.7498159408569336,0
13501,191.8260177108077,22.440367745888068,0.7497203946113586,0
14218,216.37403372706544,-61.505801839301114,0.749713659286499,0
12902,299.50475686312467,-14.05194613699743,0.7497056126594543,0
7517,72.48999150153614,24.714129527504397,0.7497055530548096,0
3343,91.9376923448531,38.15339171966612,0.7495056390762329,0
14270,246.59938405370082,-59.66453610690052,0.7494772672653198,0
9049,65.37827407076765,-22.702484497508188,0.7494454383850098,0
9836,203.76193334814423,-59.66100435528789,0.7494423389434814,0
5394,87.72299043443734,-44.29334778942025,0.7494117021560669,0
10498,335.7145232766638,-41.5518770378386,0.7491841316223145,0
11442,278.8065188119666,65.64918788738035,0.7491803169250488,0
11079,149.31653785637593,-25.663989754069547,0.7490809559822083,0
17007,77.16798295994694,68.07459529220503,0.7490606904029846,0
399,267.5233378826157,49.791364924957534,0.7490463256835938,0
4068,53.06513370951146,-37.47741845609718,0.7490429878234863,0
9109,151.33966887515308,17.208064371064438,0.7490158677101135,0
17195,183.8534086951265,7.886395531851321,0.7488971948623657,0
16758,163.72283164521673,-43.63935843341521,0.7488763928413391,0
9372,282.9093505872857,-58.52343086265349,0.7487719655036926,0
16504,30.013855294823266,-12.54281360024246,0.7487107515335083,0
17845,28.013790268378283,15.876748104184344,0.7486881017684937,0
34,341.3638558238129,-42.7718863967681,0.7485997676849365,0
19157,354.763429449019,39.659954158652084,0.7482980489730835,0
8503,125.68592726795498,-0.1341902009944249,0.7481998205184937,0
4045,224.75100157734954,-65.38029806874749,0.7481959462165833,0
8681,323.7170696687307,-42.54185756545503,0.7481729984283447,0
6187,259.35823944596183,18.412347870537772,0.7480195164680481,0
5617,337.7360439513513,4.920100194147793,0.7479174137115479,0
8516,44.48815924436398,-60.73846791874237,0.7479104995727539,0
8959,221.1989524263262,-2.53418996904837,0.747861385345459,0
3103,222.36411324688927,-67.15328924281823,0.7478468418121338,0
8118,310.358156275401,-24.63236749445469,0.7478058338165283,0
4376,144.41786616387685,-20.31197152800528,0.7477561235427856,0
16682,174.19951563082864,22.71700568828257,0.7476553916931152,0
14664,102.8738851319603,-16.21691043100573,0.7475582957267761,0
7608,295.9879369146706,-52.695494601776005,0.7473763823509216,0
1626,11.881813577689675,-64.51219568199848,0.7473354339599609,0
263,138.2789744099891,-15.147373453039407,0.7471439242362976,0
10904,189.8393554628039,-14.69653167093459,0.7469104528427124,0
366,245.54517727634675,-33.637484678505004,0.7468729019165039,0
13008,51.71310346748243,68.42597566672535,0.7468076944351196,0
15111,338.37216148963876,-34.605295262316545,0.7467135190963745,0
1305,293.5565832428956,-52.73241216698605,0.7466248273849487,0
8281,126.628564021375,38.999490860141634,0.7466171979904175,0
5539,43.04193478744237,-35.42382426059112,0.7465143203735352,0
19439,130.28699638790187,51.23831555275842,0.746354341506958,0
19180,309.0880579662821,-15.961443179833651,0.7461780309677124,0
11553,339.79925213788266,31.681729616669003,0.7460834980010986,0
1914,340.6703873331274,-37.27550545241724,0.7460097074508667,0
11589,196.78232469442509,41.48143873615727,0.7459663152694702,0
9798,179.30052781481953,-68.07978666470656,0.7458543181419373,0
4620,85.8862459690213,-11.834889282374021,0.7458145022392273,0
2117,311.99465123996725,-57.78958243518934,0.7457841038703918,0
1054,29.61553132670984,25.545995159558316,0.745644211769104,0
12911,98.78844079836318,-35.561448718140916,0.745510995388031,0
6977,243.0872892488591,17.88377890977489,0.7454932332038879,0
8576,75.3885228182662,-0.07411667194509164,0.7454303503036499,0
7604,148.21483713103913,-4.109115553878482,0.7454278469085693,0
10132,309.076269095904,-11.35647732896173,0.7453951835632324,0
1859,135.49132041231206,-44.41817609992573,0.7452704906463623,0
11130,348.3902380308976,-41.12742112567205,0.7452483177185059,0
14494,221.27236227863557,31.270034590638858,0.7451821565628052,0
10253,6.027614056422066,-11.610862948890272,0.7450796365737915,0
9153,85.65618283356025,-52.79733301488303,0.7450025677680969,0
3355,250.10823722542764,12.708100914764614,0.744965136051178,0
16670,149.1888014792702,53.35894093352397,0.7449498176574707,0
687,20.912102337056496,45.48295508688808,0.7448890209197998,0
12211,19.403857404687383,24.794049523119213,0.7448822259902954,0
9054,112.42630467435853,-19.8107215524159,0.7447768449783325,0
18439,255.8465830238002,-34.53412439252731,0.7447332143783569,0
19922,154.5875299599284,-55.13207394095032,0.7447227239608765,0
18336,354.8950650244875,-7.083330587929147,0.744688868522644,0
17625,152.89274895068226,29.586718201811635,0.7446013689041138,0
87,99.6449896720312,-23.569165163436367,0.7445759773254395,0
18358,357.81296638502346,-43.40475691192709,0.7445229291915894,0
11203,117.04029376732068,11.660929390711345,0.7444207072257996,0
2012,17.43756819364334,-61.2298054591985,0.7443577647209167,0
12512,14.172444043987618,-60.92759711562483,0.7443240880966187,0
6632,345.14939474440894,52.12457538944166,0.744322657585144,0
18438,352.4979741876802,42.36786955537113,0.7442758083343506,0
18798,183.86461069822164,-8.43770295954399,0.7442693710327148,0
5564,126.60186993551672,-66.9973760593356,0.7441649436950684,0
10130,307.7549031612277,-16.926939418204192,0.7440748810768127,0
15239,204.09950458178983,8.686360419687844,0.7440661787986755,0
9486,288.2786062590321,24.34902315449979,0.744022786617279,0
2385,71.1617768328817,-49.81245995258313,0.7439295053482056,0
2448,206.66198153555496,-33.48912411021389,0.7439147233963013,0
8966,295.1690329694743,-53.74948793547027,0.7436280250549316,0
72,158.74241526819367,-44.94921905093596,0.7435522079467773,0
7440,18.520240269749202,-14.48147480386335,0.7435094118118286,0
11759,61.4598088529162,-24.485511547356083,0.7434136867523193,0
6875,135.46922025368397,22.746237931159698,0.7432739734649658,0
275,52.29817068466341,12.759512710972785,0.7432405948638916,0
3830,290.00844239771317,-15.52531964031381,0.7432273030281067,0
13283,186.99973836959876,55.97952976508698,0.7431665658950806,0
6551,160.97289607197303,-3.8686673986040603,0.74302738904953,0
16612,352.46659265522464,33.638263682582405,0.7429284453392029,0
11843,77.59987350327145,-27.32659061064352,0.7428466081619263,0
12010,328.7982887047668,5.292899392073906,0.7427728176116943,0
18729,271.13835065630775,0.21406089296229425,0.7426233291625977,0
13208,267.02294898977107,-37.4544653017271,0.7425848841667175,0
9562,51.23936172009118,-39.559443921072415,0.7425735592842102,0
7188,170.59521591338168,-52.65878346502679,0.7425652146339417,0
1227,57.4908707617464,-61.21977658652475,0.7424942255020142,0
9669,67.43669864491994,-4.843645670913006,0.7424521446228027,0
10781,252.92176353723397,-57.32266482981271,0.7424392104148865,0
17255,58.310111906051375,9.335530457848947,0.7422792911529541,0
15828,65.79051421593006,-23.254545114811002,0.7420499324798584,0
5987,233.77867928525103,32.37575782278782,0.7419953942298889,0
7612,155.2298023198065,24.60048758497743,0.74198979139328,0
5876,141.03480704033308,58.08997961282802,0.7419379949569702,0
14206,316.81533088865837,33.74287277998556,0.7419177293777466,0
12124,43.23174014001092,29.589439497007106,0.7419089078903198,0
4049,24.67871072818051,-46.515741949983266,0.7418947219848633,0
4461,285.2863235960843,-24.599914347286273,0.7416452765464783,0
5806,348.95321267746795,-23.79395177389904,0.7416306734085083,0
14942,272.00178443110923,53.34288541310164,0.7415615320205688,0
15289,22.765468861469227,37.50164631624369,0.7414177656173706,0
14854,344.53894586604537,-13.809966606506109,0.7413833737373352,0
1401,25.92701709873034,-26.303585387839668,0.7413648962974548,0
1321,321.5663839041684,3.6514419184061637,0.7413644194602966,0
18770,261.0927454628741,44.500298683041834,0.7413457036018372,0
2574,250.25684839816455,59.73654231104419,0.741307258605957,0
2078,44.956554744800286,-55.82722779076918,0.7412508726119995,0
12938,116.98595344666938,-30.629588532254274,0.7412494421005249,0
