rank,index,true_label,combined_score,ae_error,if_score,DM,scattering_time_ms,fluence_Jy_ms,spectral_index,sub_burst_count,rotation_measure
31,903,periodic_repeater,0.29012351021550575,8.81728744506836,0.7116169182566092,1296.694694117921,0.49964780024300365,40.85046267441324,-0.7798226618209234,19,-119.26524516161874
32,806,periodic_repeater,0.28667194953559394,9.471033096313477,0.6805225689235472,461.8641981637849,0.06137198589200678,65.65597715773357,-1.3144618148208267,18,94.0859969941571
33,399,periodic_repeater,0.28445074292109157,9.22903823852539,0.6837465102833974,327.6035344041793,0.1074154787620486,30.098757275908554,-1.6835145754713006,17,92.94975928670746
34,4443,dm_scatter_outlier,0.2795289834638172,13.980082511901855,0.5700559566725655,117.19165933290677,23.169747465841226,7.660979387769295,-1.1232792125050661,2,1555.3911064335712
35,4873,periodic_repeater,0.27910301741526533,9.407844543457031,0.6663270137581597,243.52067899311808,0.029774465989165423,30.629333143254726,-1.460270297223331,19,-72.54277362918822
36,3746,periodic_repeater,0.2785646979231239,8.52043628692627,0.6959223398410825,183.92964836026619,0.05043448598927282,95.77450679232135,-0.907559467603262,13,-164.0516700306908
37,2807,dm_scatter_outlier,0.27822083944341874,13.825950622558594,0.5703974570342746,157.41975014211891,33.13104919373693,7.533292098837617,-1.6962721540594188,1,967.7263121853146
38,2067,periodic_repeater,0.27580033151415,8.855998039245605,0.6773858244596775,490.3923707020792,0.036803763872287086,42.462377814618165,-2.2300905518417156,16,97.00462513723244
39,4753,periodic_repeater,0.2714838769933961,8.729995727539062,0.6721426329603026,212.06846176710283,0.042629901668606966,70.09084916639182,-1.6216616539733826,14,-84.95460268010373
40,1886,periodic_repeater,0.26867845831131226,8.605111122131348,0.670227728735802,264.1381497442663,0.04030832361255722,88.20547688325888,-1.4432659350204737,16,19.061262137108116
41,4798,periodic_repeater,0.2677273528258041,8.239225387573242,0.6813425628758571,382.27105135057093,0.09997869911879748,46.294792682241464,-0.9889359158403205,16,134.3492600531073
42,4843,ultra_high_dm,0.2665309497555169,9.751341819763184,0.6307307558966011,6584.712827479883,0.24014215657889162,19.81922653927448,-1.1251623977881073,1,-130.66232435404237
43,1959,ultra_high_dm,0.26613736351744366,17.37896728515625,0.5159195823280338,9954.980007501783,0.28453351848350694,2.3372435155679896,-1.0928395277873675,2,86.1939654125602
44,401,periodic_repeater,0.2651537645584845,8.061209678649902,0.6821314770570353,562.658997532076,0.19240212897690054,46.24516230672306,-1.4892249901868329,18,-50.506653855045414
45,434,dm_scatter_outlier,0.262274443326457,11.668450355529785,0.5810110055475846,236.70144571807737,32.757058955938746,0.323770990061894,-1.5024864048469997,2,580.1986203610045
46,2365,ultra_high_dm,0.26061218772448175,11.789813041687012,0.5762034138433078,8465.05127385891,0.03421577658345013,3.515550212759897,-1.4987737711158011,3,-222.3396924050133
47,3677,dm_scatter_outlier,0.2594772591272466,13.797268867492676,0.5446897430106008,209.33106682826394,20.19261706052211,0.9813426660311549,-1.0626681462701963,1,1618.025067442245
48,952,periodic_repeater,0.257530577023753,7.687905788421631,0.6787463802709299,665.8908050936676,0.06957720563039925,89.98545611191959,-1.6231791011288565,13,-90.68208441135037
49,1708,dm_scatter_outlier,0.25719248825304597,11.909744262695312,0.5688106295974322,129.15826573892952,29.399608891946233,3.517432407912612,-1.2960902915258465,2,1016.4872896811127
50,4568,periodic_repeater,0.25577678630906164,7.4494781494140625,0.684303910472151,735.0215876998711,0.2738094982694101,39.377087453684325,-1.7194769226542395,15,13.885545651235502
