recon_error,ir_error_frac,label,predicted
0.0052140825,0.524327,normal,normal
0.013783317,0.63500994,normal,normal
0.007617382,0.5280877,normal,normal
0.008036805,0.3646893,normal,normal
0.05460404,0.6160702,normal,normal
0.021079024,0.54222894,normal,normal
0.0017010059,0.3032051,normal,normal
0.026311126,0.55552256,normal,normal
0.014745773,0.18354791,normal,normal
0.03481276,0.48485595,normal,normal
0.0058318055,0.27710494,normal,normal
0.00474607,0.5393807,normal,normal
0.019208468,0.5942657,normal,normal
0.0009033565,0.17340654,normal,normal
0.014073645,0.7305631,normal,normal
0.00321683,0.5604883,normal,normal
0.0012410958,0.47795662,normal,normal
0.00036223605,0.42819354,normal,normal
0.0020750873,0.31780493,normal,normal
0.00115805,0.73240286,normal,normal
0.04308001,0.5685645,normal,normal
0.009495108,0.64450413,normal,normal
0.021752786,0.47370717,normal,normal
0.0070902887,0.5645855,normal,normal
0.002650933,0.53196317,normal,normal
0.0054454287,0.41326347,normal,normal
0.015983168,0.04116112,normal,normal
0.004099741,0.5341844,normal,normal
0.010792747,0.56484526,normal,normal
0.03121581,0.5614189,normal,normal
0.04761603,0.6114118,normal,normal
0.010990814,0.5489284,normal,normal
0.01322516,0.47616237,normal,normal
0.023945462,0.5979598,normal,normal
0.0005599996,0.46978796,normal,normal
0.0020646218,0.12647271,normal,normal
0.00065556826,0.29222998,normal,normal
0.0020525747,0.7735275,normal,normal
0.0072719334,0.28232473,normal,normal
0.002584031,0.40992054,normal,normal
0.014843474,0.516463,normal,normal
0.009883797,0.063657664,normal,normal
0.0149325365,0.5892209,normal,normal
0.0078116464,0.42376497,normal,normal
0.011344318,0.4511089,normal,normal
0.0033869133,0.0552627,normal,normal
0.00575576,0.5924563,normal,normal
0.057499085,0.56187207,normal,normal
0.042223968,0.55900574,normal,normal
0.0056913462,0.37012842,normal,normal
0.0053111296,0.044711906,normal,normal
0.027725818,0.58304435,normal,normal
0.022487197,0.62367105,normal,normal
0.0015627411,0.37023658,normal,normal
0.0033197878,0.5120011,normal,normal
0.024681171,0.5664737,normal,normal
0.03138903,0.5165313,normal,normal
0.013926907,0.44450575,normal,normal
0.0018604709,0.22435187,normal,normal
0.001988392,0.49455783,normal,normal
0.04105632,0.59165645,normal,normal
0.0012485496,0.2882195,normal,normal
0.034794684,0.46528748,normal,normal
0.004376125,0.5926763,normal,normal
0.012780343,0.5389683,normal,normal
0.009385762,0.48921713,normal,normal
0.007251163,0.5821483,normal,normal
0.004068009,0.62200993,normal,normal
0.0060297595,0.67869824,normal,normal
0.018409638,0.5755732,normal,normal
0.0028615156,0.44343507,normal,normal
0.011138648,0.28457618,normal,normal
0.008226797,0.503914,normal,normal
0.0013299454,0.34748372,normal,normal
0.0049854466,0.36227244,normal,normal
0.0037348485,0.6397887,normal,normal
0.0015511345,0.54195833,normal,normal
0.019204838,0.5740378,normal,normal
0.012012451,0.49202943,normal,normal
0.0616007,0.5820622,normal,normal
0.02603868,0.3955723,normal,normal
0.0026474071,0.18033569,normal,normal
0.08427056,0.59259474,normal,normal
0.0021404724,0.17223637,normal,normal
0.004587642,0.049463056,normal,normal
0.017371962,0.31025454,normal,normal
0.026801962,0.56045395,normal,normal
0.007464708,0.4982166,normal,normal
0.0005467854,0.15035571,normal,normal
0.020914009,0.56461316,normal,normal
0.014735543,0.528887,normal,normal
0.0017822579,0.09989682,normal,normal
0.0090885665,0.5166165,normal,normal
0.007273427,0.6358978,normal,normal
0.026897473,0.45051143,normal,normal
0.001974957,0.58955,normal,normal
0.0018913568,0.14059253,normal,normal
0.0006847807,0.33153632,normal,normal
0.01230005,0.60163844,normal,normal
0.0058717113,0.40095502,normal,normal
0.0015136462,0.253592,normal,normal
0.026130823,0.6633908,normal,normal
0.010785056,0.5277785,normal,normal
0.0027407298,0.07743476,normal,normal
0.00045891816,0.3883212,normal,normal
0.013149628,0.6351378,normal,normal
0.006294123,0.5699759,normal,normal
0.008673855,0.4014031,normal,normal
0.011694321,0.5349313,normal,normal
0.009776092,0.42067504,normal,normal
0.014048482,0.5693255,normal,normal
0.0054291273,0.35311884,normal,normal
0.0060113347,0.31323144,normal,normal
0.0014298843,0.08608658,normal,normal
0.023526378,0.5607516,normal,normal
0.026325133,0.58239657,normal,normal
0.009757612,0.5749518,normal,normal
0.02453309,0.6403448,normal,normal
0.025762502,0.5515856,normal,normal
0.0017727079,0.2583278,normal,normal
0.001557341,0.31338075,normal,normal
0.004214337,0.5187287,normal,normal
0.034967057,0.52093047,normal,normal
0.005318034,0.15035494,normal,normal
0.00690756,0.49127635,normal,normal
0.013604358,0.50716895,normal,normal
0.010401992,0.17886655,normal,normal
0.0008937796,0.37942818,normal,normal
0.010347417,0.3586747,normal,normal
0.034325466,0.5425791,normal,normal
0.0018815377,0.20796424,normal,normal
0.007483651,0.5090801,normal,normal
0.001621633,0.0823988,normal,normal
0.012051435,0.38300842,normal,normal
0.0073448066,0.6170558,normal,normal
0.010114462,0.30869627,normal,normal
0.00035167715,0.57145756,normal,normal
0.0072894404,0.4851131,normal,normal
0.0019744018,0.60360193,normal,normal
0.008454399,0.11031803,normal,normal
0.02459535,0.60915405,normal,normal
0.061591092,0.58530545,normal,normal
0.006498597,0.39073336,normal,normal
0.0035921447,0.6890623,normal,normal
0.014446014,0.5380578,normal,normal
0.004818349,0.57302696,normal,normal
0.0031552338,0.28434083,normal,normal
0.008480481,0.064618304,normal,normal
0.03301863,0.49704513,normal,normal
0.011952603,0.54972494,normal,normal
0.0022984038,0.4670775,normal,normal
0.0045301835,0.4729548,normal,normal
0.019839417,0.57190275,normal,normal
0.0011485212,0.5029363,normal,normal
0.017489187,0.6146865,normal,normal
0.0014403237,0.30417314,normal,normal
0.010452853,0.73941725,normal,normal
0.025985207,0.57153946,normal,normal
0.0063073616,0.5797507,normal,normal
0.017896872,0.6154455,normal,normal
0.00832119,0.7594412,normal,normal
0.000679962,0.39420044,normal,normal
0.0014488428,0.10912859,normal,normal
0.010185001,0.46484527,normal,normal
3.2593935,0.66416115,debris_disk,debris_disk
0.013062357,0.48750943,normal,normal
0.010165608,0.2780094,normal,normal
0.03878397,0.62065905,normal,normal
0.013466735,0.5366432,normal,normal
0.029706879,0.5575592,normal,normal
0.04892018,0.5632993,normal,normal
0.020359071,0.49464297,normal,normal
0.049082335,0.6269089,normal,normal
0.0067562247,0.42712575,normal,normal
0.006337446,0.34716937,normal,normal
0.002288946,0.5886808,normal,normal
0.016061652,0.5747412,normal,normal
0.054914035,0.5864647,normal,normal
0.021550126,0.47269517,normal,normal
0.0042824666,0.3833456,normal,normal
0.0016747763,0.26417214,normal,normal
0.00959016,0.55546397,normal,normal
0.011490006,0.1561677,normal,normal
0.005059316,0.5204467,normal,normal
0.0038553146,0.2577815,normal,normal
0.006604342,0.677512,normal,normal
0.011917849,0.5510915,normal,normal
0.0017680196,0.31344715,normal,normal
0.05379824,0.5808769,normal,normal
0.00610674,0.05948804,normal,normal
0.07782832,0.5906039,normal,normal
0.0025480364,0.17434315,normal,normal
0.004814392,0.14882608,normal,normal
0.03089113,0.5979277,normal,normal
0.025755865,0.3958037,normal,normal
0.0040175603,0.25519326,normal,normal
0.0025833275,0.53801495,normal,normal
0.017753478,0.5328666,normal,normal
0.004645689,0.50082886,normal,normal
0.0021419486,0.67778313,normal,normal
0.00056681724,0.76464057,normal,normal
0.003529793,0.53167397,normal,normal
0.0003235058,0.5456283,normal,normal
0.0060514086,0.55401814,normal,normal
0.017335178,0.56962174,normal,normal
0.0032051369,0.34107208,normal,normal
0.02210414,0.6464336,normal,normal
0.00819318,0.50511026,normal,normal
0.012441899,0.597615,normal,normal
0.002629273,0.34369195,normal,normal
0.0057145646,0.6006117,normal,normal
0.0039524166,0.8770614,normal,normal
0.025000105,0.58856946,normal,normal
0.0026526174,0.1557233,normal,normal
0.0042925966,0.4585305,normal,normal
0.011604792,0.5802725,normal,normal
7.6276135,0.84039307,agb,agb
0.0019472649,0.08757036,normal,normal
0.0049599265,0.68433166,normal,normal
0.017143376,0.59826845,normal,normal
0.01450382,0.34373507,normal,normal
0.0017524564,0.2330647,normal,normal
0.006011949,0.37991625,normal,normal
0.02753387,0.61816853,normal,normal
0.014990336,0.41051129,normal,normal
0.0015432977,0.04880994,normal,normal
0.003963679,0.5829306,normal,normal
0.005184331,0.42714888,normal,normal
0.08308638,0.6048606,normal,normal
0.024208002,0.50958157,normal,normal
0.0006079723,0.20614512,normal,normal
0.01569726,0.53537583,normal,normal
0.021273278,0.49689957,normal,normal
0.00068720616,0.13519749,normal,normal
0.0014403898,0.040408306,normal,normal
0.0036044605,0.375181,normal,normal
0.002524426,0.101937436,normal,normal
0.006181908,0.21151042,normal,normal
0.0032157588,0.6918062,normal,normal
0.012925758,0.4738757,normal,normal
0.004412227,0.48888576,normal,normal
0.04185995,0.5841066,normal,normal
0.0030731158,0.10677865,normal,normal
0.013635626,0.57637644,normal,normal
0.0049237004,0.6608956,normal,normal
0.001314902,0.5517765,normal,normal
0.0068334993,0.49882746,normal,normal
0.0044978675,0.51735336,normal,normal
0.009411931,0.55734724,normal,normal
0.0018245189,0.36152607,normal,normal
0.0010996583,0.3820038,normal,normal
0.005635964,0.538117,normal,normal
0.00303111,0.47873297,normal,normal
0.0034268792,0.07223582,normal,normal
0.02363092,0.30785742,normal,normal
0.017630631,0.2683086,normal,normal
0.0019251197,0.5125725,normal,normal
0.00586242,0.3839479,normal,normal
0.0058859596,0.0779669,normal,normal
0.016752843,0.607556,normal,normal
0.050559185,0.60957384,normal,normal
0.0013109687,0.25552297,normal,normal
0.02462743,0.5737355,normal,normal
0.0139258895,0.4661912,normal,normal
0.0037749684,0.35734153,normal,normal
0.06068945,0.5832661,normal,normal
0.0026607667,0.5158694,normal,normal
0.031222532,0.57469463,normal,normal
0.098673254,0.58340526,normal,normal
0.0049308166,0.2674282,normal,normal
0.031134846,0.5293822,normal,normal
0.0019452872,0.41460472,normal,normal
0.008974315,0.14587924,normal,normal
0.011044563,0.112318866,normal,normal
0.011096997,0.5873794,normal,normal
0.0030651467,0.585295,normal,normal
0.00282416,0.32456914,normal,normal
0.008889395,0.59839934,normal,normal
0.0081817005,0.17327382,normal,normal
0.044899628,0.58286256,normal,normal
0.007974666,0.35004482,normal,normal
0.015130665,0.53714305,normal,normal
0.0025928405,0.32916033,normal,normal
0.054202296,0.5894081,normal,normal
0.020099657,0.50975233,normal,normal
0.005980158,0.36717877,normal,normal
0.0113219675,0.5727795,normal,normal
0.03770477,0.48892215,normal,normal
0.044309907,0.59631985,normal,normal
0.005774182,0.40907937,normal,normal
0.007472235,0.51415706,normal,normal
0.0028953205,0.5604521,normal,normal
0.012441019,0.4455442,normal,normal
0.043413743,0.59823614,normal,normal
0.019570623,0.6479249,normal,normal
0.004280441,0.25843042,normal,normal
0.003489832,0.45279354,normal,normal
0.03119664,0.5011081,normal,normal
0.04171147,0.6137541,normal,normal
0.012509496,0.53531367,normal,normal
0.010424997,0.5274442,normal,normal
0.005056319,0.5353658,normal,normal
0.0031463047,0.3963086,normal,normal
0.068826236,0.5841772,normal,normal
0.011669546,0.5620874,normal,normal
0.0030302012,0.7504183,normal,normal
0.0033885348,0.41555434,normal,normal
0.001985354,0.18673244,normal,normal
0.007405353,0.5020616,normal,normal
0.043111093,0.630308,normal,normal
0.0149536375,0.49885792,normal,normal
0.0005420481,0.34642872,normal,normal
0.006217087,0.10295708,normal,normal
0.0036581608,0.16655736,normal,normal
0.0035492254,0.4023251,normal,normal
0.003215477,0.050903525,normal,normal
0.0108152125,0.24725829,normal,normal
0.003439,0.5674132,normal,normal
0.0042562056,0.5934571,normal,normal
0.0065852706,0.63909185,normal,normal
0.004246863,0.73106337,normal,normal
0.0021805314,0.14337428,normal,normal
0.018460667,0.17407364,normal,normal
0.049985364,0.59710324,normal,normal
0.0048452565,0.48786733,normal,normal
0.0494988,0.54965824,normal,normal
0.027472189,0.64016265,normal,normal
0.0012255096,0.36785752,normal,normal
0.0029123079,0.39727837,normal,normal
0.02701369,0.6368368,normal,normal
0.0015413258,0.07602548,normal,normal
0.0021487752,0.13214311,normal,normal
0.006819931,0.2778612,normal,normal
0.0001008734,0.2282059,normal,normal
0.011824587,0.6014381,normal,normal
0.03160686,0.47395155,normal,normal
0.00503097,0.81845295,normal,normal
0.00047107163,0.60850394,normal,normal
0.0120989485,0.15973623,normal,normal
0.0038394397,0.04993496,normal,normal
0.0020424458,0.15158488,normal,normal
0.0011613392,0.49723753,normal,normal
0.0074687307,0.5810479,normal,normal
0.005866865,0.60388815,normal,normal
0.0052727433,0.53168553,normal,normal
0.014593279,0.5683363,normal,normal
0.005880112,0.07303344,normal,normal
0.010513544,0.45369092,normal,normal
0.020505805,0.60728204,normal,normal
0.0067810374,0.59586143,normal,normal
0.07492075,0.5603978,normal,normal
0.03593417,0.48945552,normal,normal
0.0010851551,0.19648434,normal,normal
0.0012396692,0.21129692,normal,normal
0.024519196,0.6414563,normal,normal
0.004557302,0.3579257,normal,normal
0.001603312,0.4652571,normal,normal
0.001290627,0.09659052,normal,normal
0.0043500564,0.7402371,normal,normal
0.031010471,0.5702566,normal,normal
0.007398487,0.5420277,normal,normal
0.040738765,0.56606525,normal,normal
0.0010673646,0.561904,normal,normal
0.00059070834,0.4698434,normal,normal
0.010210966,0.46104488,normal,normal
0.023104789,0.5728093,normal,normal
0.00039099713,0.3611507,normal,normal
0.009164288,0.54361695,normal,normal
0.014250245,0.5418746,normal,normal
0.0009625125,0.1499631,normal,normal
0.018137887,0.5232328,normal,normal
2.086428,0.6544101,debris_disk,debris_disk
0.075200304,0.59603786,normal,normal
0.008706516,0.37218717,normal,normal
0.0073025036,0.4957898,normal,normal
0.025491426,0.5411428,normal,normal
0.012433971,0.5344243,normal,normal
3.7960992,0.6648552,debris_disk,debris_disk
0.0076945256,0.586545,normal,normal
0.0012970056,0.31288853,normal,normal
0.004607968,0.60901046,normal,normal
0.0077298675,0.14631942,normal,normal
0.0012263949,0.5117439,normal,normal
0.05344785,0.5664291,normal,normal
0.009121822,0.47912627,normal,normal
0.0038940033,0.5032918,normal,normal
0.0058649974,0.6008989,normal,normal
0.00937907,0.58220387,normal,normal
0.0038903158,0.55615044,normal,normal
0.0012575687,0.5911358,normal,normal
0.000559945,0.25536585,normal,normal
0.019013366,0.43740022,normal,normal
0.0017528473,0.34389207,normal,normal
0.025665287,0.5639993,normal,normal
0.08465291,0.5846114,normal,normal
0.054116763,0.6103674,normal,normal
0.007672528,0.14263016,normal,normal
0.02232039,0.55672,normal,normal
0.0062372023,0.5550097,normal,normal
0.00312154,0.12128768,normal,normal
0.008873772,0.2978968,normal,normal
0.002200597,0.41925055,normal,normal
0.0019553276,0.17228892,normal,normal
0.0022728068,0.18653421,normal,normal
0.00040349207,0.61455023,normal,normal
0.0024320623,0.06534581,normal,normal
0.0015984022,0.29968056,normal,normal
0.022491433,0.5731854,normal,normal
0.0015915975,0.41185778,normal,normal
0.0014119907,0.40566668,normal,normal
0.025075477,0.54936045,normal,normal
0.0013486029,0.1539055,normal,normal
0.0025209647,0.3174875,normal,normal
0.009125537,0.39295846,normal,normal
0.029933708,0.598298,normal,normal
0.0013010236,0.34466976,normal,normal
0.0033717153,0.30396885,normal,normal
0.0036533566,0.25694835,normal,normal
0.0005197587,0.38379768,normal,normal
0.0073671984,0.2627754,normal,normal
0.0059560803,0.41793594,normal,normal
0.0059778937,0.58957803,normal,normal
0.03945083,0.5878355,normal,normal
0.002474338,0.44604605,normal,normal
0.0012535665,0.19553919,normal,normal
0.0072671673,0.46334812,normal,normal
0.038852707,0.5675375,normal,normal
0.028705843,0.40923792,normal,normal
0.0047232592,0.21556441,normal,normal
0.0058623785,0.62367743,normal,normal
0.0048537254,0.34647748,normal,normal
0.015112268,0.49862698,normal,normal
0.00050175993,0.3809998,normal,normal
0.00036248457,0.51451516,normal,normal
0.01923589,0.5769105,normal,normal
0.0053381966,0.10575539,normal,normal
0.018568005,0.5520871,normal,normal
0.003777118,0.35887027,normal,normal
0.008288552,0.31104794,normal,normal
0.044043764,0.5858088,normal,normal
0.003803706,0.3494406,normal,normal
0.002655959,0.5291437,normal,normal
0.0005928748,0.23421451,normal,normal
0.00091796234,0.30789614,normal,normal
0.000541707,0.48667443,normal,normal
0.0067341533,0.28963104,normal,normal
0.0040539224,0.4929916,normal,normal
0.0048901048,0.40464708,normal,normal
0.0005631972,0.49483675,normal,normal
0.0006363127,0.58274966,normal,normal
0.0036713085,0.2903013,normal,normal
0.0051524383,0.48151913,normal,normal
0.020860953,0.5593031,normal,normal
0.0020922276,0.264801,normal,normal
0.03664495,0.57217234,normal,normal
0.008239572,0.78983706,normal,normal
0.017555393,0.62385726,normal,normal
0.05189351,0.5829918,normal,normal
0.02862472,0.5436432,normal,normal
0.0024716333,0.42455927,normal,normal
0.0018044921,0.4134911,normal,normal
0.0065943766,0.4118942,normal,normal
0.015139876,0.58352214,normal,normal
0.0029690166,0.086440146,normal,normal
0.0016962492,0.33043253,normal,normal
0.022614684,0.56547487,normal,normal
0.0033522593,0.073075436,normal,normal
0.0016867603,0.42200422,normal,normal
0.009780783,0.556263,normal,normal
0.0008746532,0.25828412,normal,normal
0.00606452,0.034970704,normal,normal
0.0018072769,0.45890778,normal,normal
0.0045501483,0.5257265,normal,normal
0.07953826,0.58672047,normal,normal
0.04133329,0.5788079,normal,normal
0.010946166,0.45513195,normal,normal
0.0051724412,0.105813794,normal,normal
0.010675991,0.23897879,normal,normal
0.00796459,0.5347476,normal,normal
0.0016655254,0.56620634,normal,normal
0.003424127,0.5564179,normal,normal
0.004741921,0.43427882,normal,normal
0.0014159388,0.3519125,normal,normal
0.011857862,0.508433,normal,normal
0.0072850543,0.4213348,normal,normal
0.0027641542,0.43119162,normal,normal
0.028231837,0.5761986,normal,normal
0.0048362385,0.2719298,normal,normal
0.13444321,0.57410455,normal,normal
0.012391155,0.5463824,normal,normal
0.0089661945,0.60716504,normal,normal
0.0010744738,0.66472495,normal,normal
0.011705319,0.5848351,normal,normal
0.09850686,0.58730704,normal,normal
0.021551408,0.48693368,normal,normal
0.006164531,0.5457911,normal,normal
0.0050543393,0.47887784,normal,normal
0.027582668,0.5535296,normal,normal
0.004139341,0.6664385,normal,normal
0.006137978,0.06372061,normal,normal
0.016250264,0.34638855,normal,normal
0.018164435,0.5773772,normal,normal
0.012201549,0.5354558,normal,normal
0.0046484694,0.4915675,normal,normal
0.0054005454,0.11589851,normal,normal
0.0045865816,0.07084989,normal,normal
0.007960873,0.46430656,normal,normal
0.0062401467,0.55989474,normal,normal
0.014384241,0.20426136,normal,normal
0.008098395,0.08701674,normal,normal
0.0043868674,0.092295885,normal,normal
0.0019542743,0.23576602,normal,normal
0.003523809,0.25941727,normal,normal
0.00304463,0.03452613,normal,normal
0.02019962,0.57158846,normal,normal
0.0026493445,0.26901233,normal,normal
0.00060210086,0.426262,normal,normal
0.012986226,0.49611416,normal,normal
0.010195001,0.47786897,normal,normal
0.036120813,0.58718556,normal,normal
0.0028093872,0.07863159,normal,normal
0.0024681059,0.2933344,normal,normal
0.0014721794,0.83961016,normal,normal
0.0063810074,0.588798,normal,normal
0.0225793,0.601937,normal,normal
0.024320045,0.57827497,normal,normal
0.00072565116,0.12625119,normal,normal
0.00094686844,0.42578682,normal,normal
0.0042071673,0.49982646,normal,normal
0.0010423424,0.3025805,normal,normal
0.004238055,0.43882397,normal,normal
0.0071550836,0.5275195,normal,normal
0.0011169782,0.2910412,normal,normal
0.0009339462,0.35858485,normal,normal
0.017164998,0.69368553,normal,normal
0.019171866,0.41141233,normal,normal
0.00024000037,0.494606,normal,normal
0.011795319,0.5398945,normal,normal
0.004244764,0.7505682,normal,normal
0.039846122,0.57495666,normal,normal
0.005214773,0.59798396,normal,normal
0.01849664,0.27683312,normal,normal
0.010750556,0.35795546,normal,normal
0.00060475344,0.3809705,normal,normal
0.0035820152,0.15850717,normal,normal
0.008524596,0.44610086,normal,normal
0.016252816,0.3962718,normal,normal
0.0034571995,0.6272888,normal,normal
0.010648293,0.24856971,normal,normal
0.0043955343,0.122075334,normal,normal
0.010050903,0.488427,normal,normal
0.007938118,0.5164019,normal,normal
0.019599842,0.5951985,normal,normal
0.003136154,0.070750244,normal,normal
0.0048735673,0.5150146,normal,normal
0.009396071,0.3811216,normal,normal
0.0019149327,0.66935426,normal,normal
0.0051314333,0.56119657,normal,normal
0.0060619386,0.13722096,normal,normal
0.040610965,0.57569206,normal,normal
0.005526548,0.49414855,normal,normal
0.002827372,0.579966,normal,normal
0.0018860197,0.79421055,normal,normal
0.00680273,0.56997573,normal,normal
0.019952606,0.5666024,normal,normal
0.0045209555,0.07102174,normal,normal
0.010539945,0.24082536,normal,normal
0.052925937,0.6105027,normal,normal
0.0020473292,0.6153012,normal,normal
0.005164697,0.6045458,normal,normal
0.008437282,0.48089734,normal,normal
0.01334241,0.30147284,normal,normal
0.0027382353,0.32334986,normal,normal
0.006778908,0.45416677,normal,normal
0.0009901245,0.21658655,normal,normal
0.008617423,0.6101012,normal,normal
0.004638716,0.6344869,normal,normal
0.003535392,0.051260266,normal,normal
0.012372958,0.6648734,normal,normal
0.00096597156,0.16456698,normal,normal
0.028230438,0.52930456,normal,normal
0.010450675,0.5196861,normal,normal
0.000908642,0.6771749,normal,normal
0.0020043023,0.37761348,normal,normal
0.0008028093,0.66927123,normal,normal
0.009810094,0.114548564,normal,normal
0.0052231424,0.46727014,normal,normal
0.031659313,0.52590275,normal,normal
0.0020148205,0.1771638,normal,normal
0.018073948,0.57323486,normal,normal
0.0013101681,0.3860712,normal,normal
0.0058440436,0.57074845,normal,normal
0.08159209,0.56917864,normal,normal
0.013384963,0.276482,normal,normal
0.010248497,0.5312004,normal,normal
0.04939783,0.5716217,normal,normal
0.011334245,0.46256727,normal,normal
0.0032082738,0.13886736,normal,normal
0.0014053507,0.42783365,normal,normal
0.004637275,0.6434449,normal,normal
0.032972105,0.5728991,normal,normal
0.014537325,0.48481095,normal,normal
0.0018528295,0.37886545,normal,normal
0.0042782133,0.30074266,normal,normal
0.00054452225,0.39809722,normal,normal
0.002191202,0.46807,normal,normal
0.0033668561,0.17001662,normal,normal
0.0014347027,0.21855901,normal,normal
0.015562365,0.42693412,normal,normal
0.018169682,0.5566665,normal,normal
0.0016951947,0.434104,normal,normal
0.0016593708,0.43365678,normal,normal
0.010580759,0.4758862,normal,normal
0.013419096,0.56134665,normal,normal
0.001210044,0.61972857,normal,normal
0.0065338262,0.5875181,normal,normal
0.0011298179,0.22714077,normal,normal
0.017964065,0.4331626,normal,normal
0.00034839055,0.20151056,normal,normal
0.012002183,0.5591097,normal,normal
0.00941333,0.6109826,normal,normal
0.00045792636,0.1553747,normal,normal
0.00034594818,0.19914569,normal,normal
0.023561273,0.38270637,normal,normal
0.036449566,0.59202963,normal,normal
0.004396353,0.6539492,normal,normal
0.020430373,0.59636503,normal,normal
0.014712489,0.39575833,normal,normal
0.0040773037,0.49641484,normal,normal
0.0032158666,0.36207268,normal,normal
0.032440368,0.5631224,normal,normal
0.003498294,0.3724459,normal,normal
0.005434854,0.36597246,normal,normal
0.012341166,0.5593052,normal,normal
0.034064826,0.5800905,normal,normal
0.0037613835,0.46892604,normal,normal
0.002920963,0.2554578,normal,normal
0.024437116,0.5776789,normal,normal
0.009525459,0.35930753,normal,normal
0.05250025,0.5914948,normal,normal
0.01843994,0.6337016,normal,normal
0.013309696,0.5783636,normal,normal
0.0007708534,0.43666428,normal,normal
0.022736292,0.5933758,normal,normal
0.10845612,0.6114319,normal,normal
0.019108262,0.5252067,normal,normal
0.0057669263,0.7779298,normal,normal
0.003992053,0.18269631,normal,normal
0.024101378,0.61695445,normal,normal
0.022877358,0.46934393,normal,normal
0.048344374,0.5725081,normal,normal
0.011726802,0.046912543,normal,normal
0.015514856,0.47785333,normal,normal
0.004539377,0.5253807,normal,normal
0.0019012666,0.57528675,normal,normal
0.037781224,0.5373134,normal,normal
0.010745982,0.60837,normal,normal
0.009660647,0.4048041,normal,normal
