index,label,anomaly_type,obj_type,err_joint,err_spectral,err_photometry,anom_joint,anom_spectral,anom_photometry,joint_only,single_only
90,1,color_mismatch,elliptical,0.25107294,0.0070069665,0.0053287777,1,0,0,1,0
91,1,spectral_outlier,starburst,12.684059,3.9302466,0.0042646276,1,1,0,0,0
92,1,spectral_outlier,spiral,1.8058237,1.5373763,0.008418172,1,1,0,0,0
93,1,hybrid_subtle,spiral,0.107917555,0.1433737,0.05402937,1,1,1,0,0
94,1,spectral_outlier,spiral,3.564788,0.564731,0.0052781478,1,1,0,0,0
95,1,color_mismatch,starburst,0.16699344,0.026800182,0.043498363,1,0,1,0,0
96,1,spectral_outlier,spiral,3.0895362,1.0987123,0.006160572,1,1,0,0,0
97,1,spectral_outlier,elliptical,3.0951068,0.973481,0.032296877,1,1,0,0,0
98,1,cross_modal_break,elliptical,0.10977402,0.006301366,0.20263043,1,0,1,0,0
99,1,spectral_outlier,star,2.5264382,1.201565,0.0028388547,1,1,0,0,0
100,1,cross_modal_break,star,0.07454016,0.017272633,0.026449168,1,0,0,1,0
101,1,color_mismatch,starburst,0.25062928,0.034902856,0.0011975466,1,0,0,1,0
102,1,hybrid_subtle,spiral,0.23283054,0.05917552,0.037235744,1,1,1,0,0
103,1,cross_modal_break,star,0.14592054,0.019139841,0.13737543,1,0,1,0,0
104,1,spectral_outlier,agn,11.723925,5.7407274,0.00082403683,1,1,0,0,0
105,1,color_mismatch,agn,0.20275535,0.04251107,0.023959955,1,1,0,0,0
106,1,cross_modal_break,spiral,0.028577195,0.008416371,0.021036029,0,0,0,0,0
107,1,hybrid_subtle,spiral,0.115662575,0.08247299,0.08019437,1,1,1,0,0
108,1,spectral_outlier,elliptical,5.2884307,0.94876075,0.0031042087,1,1,0,0,0
109,1,spectral_outlier,star,3.026544,1.4468867,0.019805638,1,1,0,0,0
110,1,spectral_outlier,spiral,6.4842553,0.9244016,0.010274961,1,1,0,0,0
111,1,cross_modal_break,elliptical,0.15698278,0.012934346,0.15713467,1,0,1,0,0
112,1,color_mismatch,spiral,0.024163311,0.0086995615,0.02519369,0,0,0,0,0
113,1,color_mismatch,starburst,0.13048922,0.018993644,0.056574237,1,0,1,0,0
114,1,hybrid_subtle,elliptical,0.42511305,0.20947178,0.0040955683,1,1,0,0,0
115,1,spectral_outlier,star,10.527593,6.8382573,0.0018966077,1,1,0,0,0
116,1,color_mismatch,agn,0.27397195,0.050320778,0.04272261,1,1,1,0,0
117,1,color_mismatch,agn,0.082235105,0.011423681,0.029468516,1,0,0,1,0
118,1,hybrid_subtle,spiral,0.42267126,0.26037905,0.12088982,1,1,1,0,0
119,1,spectral_outlier,starburst,4.719322,1.4927313,0.0027306392,1,1,0,0,0
120,1,hybrid_subtle,starburst,0.20631483,0.12719314,0.017619506,1,1,0,0,0
121,1,cross_modal_break,starburst,0.26572558,0.02225981,0.21367161,1,0,1,0,0
122,1,cross_modal_break,elliptical,0.047827415,0.0086072935,0.07372743,0,0,1,0,1
123,1,color_mismatch,spiral,0.09605268,0.030622829,0.02945586,1,0,0,1,0
124,1,cross_modal_break,elliptical,0.061793137,0.005976427,0.1391568,1,0,1,0,0
125,1,cross_modal_break,spiral,0.09605469,0.020271322,0.008480739,1,0,0,1,0
126,1,spectral_outlier,spiral,8.429981,2.837951,0.0029475205,1,1,0,0,0
127,1,color_mismatch,elliptical,0.11637046,0.021635719,0.07006351,1,0,1,0,0
128,1,color_mismatch,elliptical,0.26766747,0.017122779,0.062084354,1,0,1,0,0
129,1,color_mismatch,starburst,0.15686604,0.033034466,0.060891535,1,0,1,0,0
130,1,spectral_outlier,elliptical,4.02824,1.4939907,0.0006679245,1,1,0,0,0
131,1,spectral_outlier,star,11.10674,7.2089167,0.0036894984,1,1,0,0,0
132,1,hybrid_subtle,starburst,0.19291456,0.10834883,0.039100263,1,1,1,0,0
133,1,color_mismatch,spiral,0.15454203,0.015173869,0.06301953,1,0,1,0,0
134,1,hybrid_subtle,starburst,0.11599224,0.08047264,0.02232871,1,1,0,0,0
135,1,color_mismatch,elliptical,0.28165936,0.012812679,0.0116101345,1,0,0,1,0
136,1,cross_modal_break,star,0.13899991,0.014073687,0.123116784,1,0,1,0,0
137,1,hybrid_subtle,spiral,0.16862018,0.039547883,0.21673386,1,1,1,0,0
138,1,hybrid_subtle,agn,0.13895737,0.1092209,0.011362579,1,1,0,0,0
139,1,spectral_outlier,elliptical,3.733644,2.1179488,0.0037633085,1,1,0,0,0
140,1,color_mismatch,spiral,0.11543059,0.017169427,0.023132157,1,0,0,1,0
141,1,hybrid_subtle,spiral,0.17242163,0.048551314,0.059412252,1,1,1,0,0
142,1,hybrid_subtle,star,0.74203753,1.0946894,0.028669233,1,1,0,0,0
143,1,hybrid_subtle,starburst,0.030398833,0.019452412,0.0054959827,0,0,0,0,0
144,1,color_mismatch,spiral,0.13158193,0.016982615,0.002726433,1,0,0,1,0
145,1,hybrid_subtle,spiral,0.39859912,0.21058863,0.048803356,1,1,1,0,0
146,1,cross_modal_break,spiral,0.062953584,0.011794521,0.019429801,1,0,0,1,0
147,1,color_mismatch,spiral,0.14223258,0.02134205,0.014291792,1,0,0,1,0
148,1,cross_modal_break,spiral,0.059184577,0.011829041,0.009948764,1,0,0,1,0
149,1,cross_modal_break,elliptical,0.12745255,0.012223754,0.09708706,1,0,1,0,0
150,1,color_mismatch,agn,0.12225113,0.015990218,0.003660831,1,0,0,1,0
151,1,color_mismatch,star,0.08505539,0.023643564,0.0020817718,1,0,0,1,0
152,1,hybrid_subtle,elliptical,0.16772708,0.049229823,0.035532907,1,1,1,0,0
153,1,spectral_outlier,starburst,5.2307305,4.517862,0.006251252,1,1,0,0,0
154,1,color_mismatch,elliptical,0.1079248,0.017955337,0.02372109,1,0,0,1,0
155,1,color_mismatch,starburst,0.29124168,0.021497991,0.0038589195,1,0,0,1,0
156,1,spectral_outlier,spiral,2.733366,1.4226112,0.002208828,1,1,0,0,0
157,1,spectral_outlier,starburst,6.542026,1.5763913,0.0037833117,1,1,0,0,0
158,1,spectral_outlier,agn,5.37228,2.6980171,0.0010351,1,1,0,0,0
159,1,color_mismatch,agn,0.25039807,0.015137418,0.0054502683,1,0,0,1,0
160,1,hybrid_subtle,elliptical,0.30144298,0.3325628,0.11633749,1,1,1,0,0
161,1,cross_modal_break,star,0.087508895,0.01955536,0.14948337,1,0,1,0,0
162,1,spectral_outlier,elliptical,2.0767074,0.83604956,0.027911713,1,1,0,0,0
163,1,color_mismatch,elliptical,0.33576614,0.010169193,0.015609604,1,0,0,1,0
164,1,color_mismatch,starburst,0.12997949,0.021641577,0.01800571,1,0,0,1,0
165,1,hybrid_subtle,spiral,0.23089716,0.12205917,0.026056454,1,1,0,0,0
166,1,color_mismatch,agn,0.09053807,0.017848374,0.0045875884,1,0,0,1,0
167,1,spectral_outlier,agn,4.1293626,0.6824665,0.0033072263,1,1,0,0,0
168,1,hybrid_subtle,spiral,0.12922747,0.051491182,0.329365,1,1,1,0,0
169,1,cross_modal_break,star,0.2635715,0.028038431,0.04773834,1,0,1,0,0
170,1,cross_modal_break,spiral,0.097404115,0.013973277,0.039232004,1,0,1,0,0
171,1,color_mismatch,spiral,0.14148556,0.013148693,0.011163502,1,0,0,1,0
172,1,spectral_outlier,spiral,5.4428043,1.6552076,0.030130684,1,1,0,0,0
173,1,color_mismatch,star,0.22354814,0.027769823,0.039141987,1,0,1,0,0
174,1,hybrid_subtle,elliptical,0.14666687,0.045224797,0.25673324,1,1,1,0,0
175,1,cross_modal_break,elliptical,0.0453719,0.009362182,0.05748221,0,0,1,0,1
176,1,color_mismatch,spiral,0.04565367,0.009776363,0.005389298,0,0,0,0,0
177,1,hybrid_subtle,star,0.12068271,0.12046151,0.073502205,1,1,1,0,0
178,1,color_mismatch,star,0.07268198,0.018698176,0.04191225,1,0,1,0,0
179,1,cross_modal_break,agn,0.110557884,0.030390617,0.09756254,1,0,1,0,0
180,1,color_mismatch,star,0.09190755,0.02999492,0.014656911,1,0,0,1,0
181,1,hybrid_subtle,star,0.32986414,0.26597476,0.04632916,1,1,1,0,0
182,1,cross_modal_break,spiral,0.06317326,0.028638124,0.036690783,1,0,1,0,0
183,1,hybrid_subtle,spiral,0.18149948,0.2461226,0.038455486,1,1,1,0,0
184,1,hybrid_subtle,agn,0.24880119,0.099389106,0.14961676,1,1,1,0,0
185,1,color_mismatch,starburst,0.111770295,0.00850006,0.025215829,1,0,0,1,0
186,1,hybrid_subtle,spiral,0.108288236,0.024978312,0.088375814,1,0,1,0,0
187,1,color_mismatch,elliptical,0.20024365,0.007967121,0.017815603,1,0,0,1,0
188,1,spectral_outlier,agn,5.2569036,2.6392019,0.0030518186,1,1,0,0,0
189,1,hybrid_subtle,spiral,0.5440469,0.49532655,0.15581807,1,1,1,0,0
190,1,cross_modal_break,star,0.37239018,0.053973023,0.21215414,1,1,1,0,0
191,1,cross_modal_break,elliptical,0.22311924,0.021950847,0.17322366,1,0,1,0,0
192,1,color_mismatch,elliptical,0.26790404,0.014097233,0.03412891,1,0,1,0,0
193,1,hybrid_subtle,agn,0.6151668,0.42592478,0.011502467,1,1,0,0,0
194,1,cross_modal_break,elliptical,0.1160596,0.009141386,0.025132058,1,0,0,1,0
195,1,cross_modal_break,elliptical,0.13621776,0.026128888,0.047562663,1,0,1,0,0
196,1,color_mismatch,starburst,0.09823574,0.014032269,0.012676996,1,0,0,1,0
197,1,color_mismatch,star,0.039862916,0.036256265,0.0019004161,0,1,0,0,1
198,1,color_mismatch,elliptical,0.077355355,0.0063662846,0.020405557,1,0,0,1,0
199,1,hybrid_subtle,spiral,0.38868403,0.14348194,0.11003859,1,1,1,0,0
200,1,color_mismatch,agn,0.089928955,0.034285367,0.0026254635,1,0,0,1,0
201,1,cross_modal_break,star,0.17066115,0.042284444,0.06393154,1,1,1,0,0
202,1,cross_modal_break,spiral,0.08656893,0.011687946,0.007783774,1,0,0,1,0
203,1,cross_modal_break,elliptical,0.12344888,0.012997743,0.120289676,1,0,1,0,0
204,1,cross_modal_break,elliptical,0.10108259,0.017549722,0.09046765,1,0,1,0,0
205,1,spectral_outlier,elliptical,5.493487,1.1675701,0.026814094,1,1,0,0,0
206,1,hybrid_subtle,elliptical,0.1662029,0.102574795,0.014774582,1,1,0,0,0
207,1,hybrid_subtle,starburst,0.20041695,0.060172375,0.034539998,1,1,1,0,0
208,1,cross_modal_break,elliptical,0.06359112,0.020441651,0.09045728,1,0,1,0,0
209,1,spectral_outlier,spiral,5.752189,1.0036298,0.008553012,1,1,0,0,0
210,1,spectral_outlier,starburst,4.4078255,0.531181,0.014431702,1,1,0,0,0
211,1,hybrid_subtle,starburst,0.33866322,0.2034525,0.2754037,1,1,1,0,0
212,1,cross_modal_break,elliptical,0.09666905,0.011076912,0.045777556,1,0,1,0,0
213,1,spectral_outlier,agn,10.561416,0.5963492,0.0018333476,1,1,0,0,0
214,1,spectral_outlier,agn,3.9162388,0.93386376,0.0138298,1,1,0,0,0
215,1,cross_modal_break,agn,0.30476457,0.02232718,0.16520469,1,0,1,0,0
216,1,color_mismatch,elliptical,0.13873309,0.007546511,0.021245092,1,0,0,1,0
217,1,cross_modal_break,elliptical,0.2033933,0.02349864,0.17108515,1,0,1,0,0
218,1,hybrid_subtle,star,0.20565535,0.1261489,0.0145739345,1,1,0,0,0
219,1,spectral_outlier,spiral,6.406245,1.8722649,0.0058042714,1,1,0,0,0
220,1,spectral_outlier,spiral,9.90846,2.9582033,0.0072202417,1,1,0,0,0
221,1,color_mismatch,spiral,0.1556564,0.023046779,0.019115964,1,0,0,1,0
222,1,color_mismatch,starburst,0.26476294,0.038027294,0.012468151,1,1,0,0,0
223,1,color_mismatch,star,0.15467419,0.028884932,0.028046558,1,0,0,1,0
224,1,spectral_outlier,spiral,4.913735,1.6633999,0.003675133,1,1,0,0,0
225,1,cross_modal_break,star,0.39775348,0.023032587,0.13510136,1,0,1,0,0
226,1,hybrid_subtle,elliptical,0.24428783,0.052537993,0.5084409,1,1,1,0,0
227,1,color_mismatch,starburst,0.29512492,0.042871736,0.08226091,1,1,1,0,0
228,1,cross_modal_break,starburst,0.36693835,0.047822695,0.022966629,1,1,0,0,0
229,1,hybrid_subtle,elliptical,0.29868263,0.12737565,0.03044231,1,1,0,0,0
230,1,hybrid_subtle,elliptical,0.21132086,0.073490426,0.0011751059,1,1,0,0,0
231,1,cross_modal_break,spiral,0.13003501,0.015999679,0.036496945,1,0,1,0,0
232,1,spectral_outlier,star,2.144848,1.535791,0.01784385,1,1,0,0,0
233,1,hybrid_subtle,starburst,0.3471465,0.33744675,0.006902789,1,1,0,0,0
234,1,color_mismatch,star,0.12734763,0.012102189,0.008144028,1,0,0,1,0
235,1,cross_modal_break,agn,0.3817421,0.017604917,0.13488735,1,0,1,0,0
236,1,spectral_outlier,spiral,10.536765,6.2865834,0.0010942079,1,1,0,0,0
237,1,hybrid_subtle,agn,1.4398373,1.2687753,0.03287122,1,1,0,0,0
238,1,hybrid_subtle,elliptical,0.081249274,0.025127135,0.059581745,1,0,1,0,0
239,1,hybrid_subtle,elliptical,0.119436614,0.096059084,0.009326505,1,1,0,0,0
240,1,color_mismatch,agn,0.14941199,0.03913371,0.009805695,1,1,0,0,0
241,1,color_mismatch,agn,0.10720164,0.058730967,0.016046457,1,1,0,0,0
242,1,spectral_outlier,elliptical,5.706593,1.3324323,0.03797861,1,1,1,0,0
243,1,cross_modal_break,spiral,0.03464358,0.016455594,0.07702471,0,0,1,0,1
244,1,color_mismatch,starburst,0.08994832,0.023650447,0.021470118,1,0,0,1,0
245,1,color_mismatch,star,0.13852575,0.041870616,0.0050408426,1,1,0,0,0
246,1,cross_modal_break,starburst,0.22351564,0.016383966,0.1357855,1,0,1,0,0
247,1,cross_modal_break,spiral,0.051640507,0.006605473,0.0309515,0,0,0,0,0
248,1,spectral_outlier,spiral,5.2560873,0.7765381,0.02281772,1,1,0,0,0
249,1,color_mismatch,spiral,0.10031432,0.014066894,0.09414446,1,0,1,0,0
250,1,hybrid_subtle,starburst,0.27626666,0.26457918,0.023250578,1,1,0,0,0
251,1,hybrid_subtle,star,0.64900017,0.25144047,0.09742807,1,1,1,0,0
252,1,color_mismatch,spiral,0.14612281,0.017025426,0.067289375,1,0,1,0,0
253,1,color_mismatch,elliptical,0.29170558,0.018131115,0.0040810183,1,0,0,1,0
254,1,hybrid_subtle,elliptical,0.06821701,0.029225681,0.05159281,1,0,1,0,0
255,1,color_mismatch,agn,0.16678494,0.019212753,0.027795691,1,0,0,1,0
256,1,color_mismatch,agn,0.11926328,0.023991626,0.0073953033,1,0,0,1,0
257,1,hybrid_subtle,elliptical,0.2642881,0.19150145,0.10551625,1,1,1,0,0
258,1,hybrid_subtle,elliptical,0.36148956,0.3239993,0.15854815,1,1,1,0,0
259,1,color_mismatch,starburst,0.3402652,0.031873655,0.00809942,1,0,0,1,0
260,1,spectral_outlier,elliptical,9.097202,2.3079808,0.012327612,1,1,0,0,0
261,1,color_mismatch,agn,0.21881424,0.014866175,0.020891935,1,0,0,1,0
262,1,cross_modal_break,spiral,0.038635515,0.0076575885,0.008720939,0,0,0,0,0
263,1,hybrid_subtle,elliptical,0.35621175,0.22558941,0.23332901,1,1,1,0,0
264,1,hybrid_subtle,star,0.37745366,0.1512911,0.32238084,1,1,1,0,0
265,1,hybrid_subtle,elliptical,0.5110326,0.35423362,0.11865785,1,1,1,0,0
266,1,hybrid_subtle,spiral,0.14044711,0.015116163,0.045115788,1,0,1,0,0
267,1,cross_modal_break,elliptical,0.10430015,0.011739515,0.07171031,1,0,1,0,0
268,1,hybrid_subtle,elliptical,0.21474218,0.18738894,0.8233722,1,1,1,0,0
269,1,hybrid_subtle,elliptical,0.47477967,0.29657078,0.22643697,1,1,1,0,0
270,1,hybrid_subtle,elliptical,0.20145462,0.17531873,0.05966723,1,1,1,0,0
271,1,cross_modal_break,elliptical,0.07187213,0.012059571,0.08124562,1,0,1,0,0
272,1,spectral_outlier,elliptical,2.120374,1.0697755,0.014036896,1,1,0,0,0
273,1,hybrid_subtle,starburst,0.39630902,0.2759482,0.0023336208,1,1,0,0,0
274,1,color_mismatch,starburst,0.12241623,0.025450516,0.0043044887,1,0,0,1,0
275,1,cross_modal_break,spiral,0.05007226,0.015448496,0.07147311,0,0,1,0,1
276,1,cross_modal_break,spiral,0.074059136,0.030343758,0.04682547,1,0,1,0,0
277,1,hybrid_subtle,spiral,0.607355,0.48230946,0.15162353,1,1,1,0,0
278,1,spectral_outlier,star,9.217532,4.655968,0.007484411,1,1,0,0,0
279,1,color_mismatch,star,0.10688157,0.033138603,0.038089924,1,0,1,0,0
280,1,spectral_outlier,elliptical,7.117021,4.8039436,0.0014706844,1,1,0,0,0
281,1,cross_modal_break,elliptical,0.023699224,0.005672739,0.020418389,0,0,0,0,0
282,1,cross_modal_break,elliptical,0.18540098,0.006680005,0.033658963,1,0,0,1,0
283,1,hybrid_subtle,elliptical,0.13939157,0.033540823,0.20807986,1,0,1,0,0
284,1,color_mismatch,starburst,0.15596887,0.018815715,0.0033282058,1,0,0,1,0
285,1,color_mismatch,spiral,0.13783382,0.036140665,0.03606375,1,1,1,0,0
286,1,spectral_outlier,elliptical,5.353908,0.5135263,0.008383244,1,1,0,0,0
287,1,cross_modal_break,spiral,0.09868042,0.030322308,0.029597715,1,0,0,1,0
288,1,spectral_outlier,spiral,3.8201246,1.0542619,0.003379151,1,1,0,0,0
289,1,hybrid_subtle,elliptical,0.23080055,0.2027451,0.06373793,1,1,1,0,0
290,1,spectral_outlier,agn,2.903695,0.9108571,0.0012930803,1,1,0,0,0
291,1,cross_modal_break,elliptical,0.10230882,0.02030975,0.09551888,1,0,1,0,0
292,1,color_mismatch,star,0.17148273,0.016118456,0.040310152,1,0,1,0,0
293,1,spectral_outlier,elliptical,4.560119,1.2284238,0.00432704,1,1,0,0,0
294,1,cross_modal_break,agn,0.21848202,0.015118139,0.1805235,1,0,1,0,0
295,1,color_mismatch,star,0.12898968,0.017723054,0.02739647,1,0,0,1,0
296,1,hybrid_subtle,star,0.68236905,0.52890325,0.14739159,1,1,1,0,0
297,1,cross_modal_break,agn,0.21228512,0.0123421885,0.10822294,1,0,1,0,0
298,1,spectral_outlier,agn,6.5122557,5.5958533,0.0062293606,1,1,0,0,0
299,1,color_mismatch,starburst,0.098291725,0.027099133,0.0062895226,1,0,0,1,0
300,1,color_mismatch,agn,0.25599048,0.017103579,0.01794607,1,0,0,1,0
301,1,cross_modal_break,elliptical,0.11887651,0.019016212,0.07964331,1,0,1,0,0
302,1,cross_modal_break,spiral,0.13860478,0.015857138,0.01659983,1,0,0,1,0
303,1,color_mismatch,spiral,0.22316569,0.048315436,0.020883352,1,1,0,0,0
304,1,color_mismatch,star,0.11454624,0.016507898,0.0075908015,1,0,0,1,0
305,1,hybrid_subtle,spiral,0.16407783,0.11648995,0.036242377,1,1,1,0,0
306,1,hybrid_subtle,spiral,0.10174347,0.028023317,0.013270492,1,0,0,1,0
307,1,color_mismatch,starburst,0.28424016,0.020330343,0.00940782,1,0,0,1,0
308,1,cross_modal_break,spiral,0.024129782,0.024339557,0.008648928,0,0,0,0,0
309,1,hybrid_subtle,elliptical,0.2926208,0.15233268,0.40068492,1,1,1,0,0
310,1,hybrid_subtle,spiral,0.1825872,0.08712671,0.18943499,1,1,1,0,0
311,1,color_mismatch,spiral,0.045336645,0.011691351,0.04771931,0,0,1,0,1
312,1,hybrid_subtle,elliptical,0.39906758,0.44542122,0.00424804,1,1,0,0,0
313,1,hybrid_subtle,spiral,0.069869414,0.048656754,0.02973201,1,1,0,0,0
314,1,spectral_outlier,spiral,2.428214,1.0472255,0.046928093,1,1,1,0,0
315,1,color_mismatch,spiral,0.09353563,0.021424217,0.040746816,1,0,1,0,0
