ra,dec,g,r,i,z,Y,type,g-r,r-i,i-z,z-Y,ae_error,iso_score,ensemble_score,known_variable_match,known_qso_match,known_galaxy_match,uncataloged
29.00111,-43.624,16.2298,13.0695,10.6717,8.4034,6.4682,anomaly,3.160300000000001,2.3978,2.2683,1.9351999999999991,0.36546913,0.04076052297289734,99801.5,False,False,False,True
66.50948,-44.87104,23.2657,19.204,15.2839,14.1038,12.059,anomaly,4.061699999999998,3.9201000000000015,1.1800999999999995,2.0448000000000004,0.3749152,0.03745034979650297,99799.0,False,False,False,True
22.18131,-35.02581,17.2509,13.7355,9.819,7.8601,7.311,anomaly,3.5154000000000014,3.916499999999999,1.9589000000000008,0.5491000000000001,0.40006754,0.03258009653714378,99789.5,False,False,True,False
70.52514,-60.29436,24.0041,19.395,15.8254,12.9602,11.1819,anomaly,4.6091000000000015,3.5695999999999994,2.8651999999999997,1.7782999999999998,0.33174568,0.0458870101350044,99788.5,False,False,False,True
84.74624,-47.05077,20.1173,15.7433,11.7979,8.9402,7.4176,anomaly,4.3740000000000006,3.9453999999999994,2.8576999999999995,1.5226000000000006,0.36139292,0.03746215303070688,99784.5,False,True,False,False
8.37745,-39.00224,16.179,11.5206,9.1908,7.3511,6.4681,anomaly,4.6583999999999985,2.3298000000000005,1.8396999999999997,0.883,0.30110994,0.05787083949082328,99783.5,False,False,False,True
22.38836,-54.14827,21.2769,16.6617,12.9228,10.2064,8.21,anomaly,4.6152000000000015,3.7388999999999992,2.7164,1.9963999999999995,0.36256683,0.036923455700110464,99782.5,False,False,True,False
16.89508,-50.44815,16.0532,11.5692,8.0762,7.0657,5.3416,anomaly,4.484,3.4930000000000003,1.0105000000000004,1.7241,0.27903834,0.08401905954027666,99782.0,True,False,False,False
25.51171,-50.39132,23.9749,20.9122,17.2223,15.2736,13.6412,anomaly,3.062700000000003,3.689899999999998,1.9487000000000005,1.6324000000000005,0.3702911,0.035395541911336315,99781.5,False,False,False,True
85.51953,-64.83023,17.0884,13.7201,11.6476,9.2471,7.4689,anomaly,3.3682999999999996,2.0725,2.400500000000001,1.7782,0.5004309,0.02425837892706073,99781.0,False,True,False,False
65.9392,-49.50965,21.005,16.6671,14.5955,11.629,9.6772,anomaly,4.337899999999998,2.071600000000002,2.9665,1.9518000000000004,0.38274837,0.03257566520981203,99778.5,False,False,True,False
86.07076,-40.92681,23.937,20.249,16.4514,15.1121,13.2123,anomaly,3.6880000000000024,3.797599999999999,1.3392999999999997,1.899799999999999,0.371693,0.034289483398568965,99778.0,False,False,False,True
19.25071,-49.65128,19.3562,16.324,12.4207,9.851,8.2837,anomaly,3.0321999999999996,3.9033000000000015,2.569699999999999,1.5673000000000012,0.41742364,0.02770996362112088,99774.5,False,True,False,False
29.65167,-63.12096,23.8703,20.0165,17.9284,15.0686,13.7992,anomaly,3.8537999999999997,2.0881000000000007,2.8598,1.2693999999999992,0.35244274,0.03689485848248519,99773.0,False,False,False,True
43.87152,-30.2945,23.2077,18.3264,14.6198,12.2172,10.6608,anomaly,4.8812999999999995,3.7066,2.4025999999999996,1.5564,0.4168398,0.027477709724521016,99771.5,False,False,False,True
55.64316,-32.94109,17.021,12.6231,10.3488,7.5449,5.9194,anomaly,4.3979,2.2743,2.8039000000000005,1.6254999999999997,0.32057446,0.04525505544754849,99771.5,False,False,False,True
36.72376,-31.3535,22.3256,17.6558,13.8383,10.9487,9.8681,anomaly,4.669800000000002,3.817499999999999,2.8895999999999997,1.0806000000000004,0.37541792,0.03236641547065611,99771.0,False,False,False,True
47.222,-57.38728,19.5474,14.6393,10.7768,9.2189,7.7265,anomaly,4.908099999999999,3.8625000000000007,1.5579,1.4924,0.43717936,0.025605695821508845,99769.0,False,False,False,True
48.43569,-64.91627,16.6527,13.1102,9.1424,6.1676,4.7719,anomaly,3.5424999999999986,3.9678000000000004,2.9748,1.3957000000000006,0.27300408,0.07640505369608841,99768.5,False,False,True,False
4.96391,-35.75946,21.7902,16.777,13.0091,11.106,10.2429,anomaly,5.013199999999998,3.767900000000001,1.9031000000000002,0.8630999999999993,0.4710354,0.022993069443949632,99765.0,False,False,False,True
51.98402,-55.73653,17.4372,13.5927,9.6281,6.8414,6.2538,anomaly,3.8445,3.964600000000001,2.7866999999999997,0.5876000000000001,0.29563403,0.05242266034034937,99764.5,False,False,False,True
20.33883,-51.96544,22.8263,18.5228,14.6043,12.9213,10.947,anomaly,4.3035,3.9185,1.6829999999999998,1.9743000000000013,0.41387883,0.02659974080942351,99764.0,False,False,True,False
46.93593,-38.23176,18.4591,13.8987,9.9958,7.3066,6.4062,anomaly,4.5604,3.9029000000000007,2.6891999999999987,0.9004000000000003,0.30712977,0.04657411574628301,99762.0,False,True,False,False
86.37966,-37.9884,17.1055,13.6331,11.3938,8.5624,7.7368,anomaly,3.4723999999999986,2.2393,2.8314000000000004,0.8256000000000006,0.37859482,0.03044550340280716,99761.5,False,True,False,False
56.98195,-34.49575,19.6399,16.5539,12.58,10.1124,9.0137,anomaly,3.086000000000002,3.9738999999999987,2.467600000000001,1.0986999999999991,0.47340462,0.021828079602775108,99757.5,False,False,True,False
3.51278,-64.54653,20.6766,17.7085,13.9588,11.0531,9.3744,anomaly,2.9680999999999997,3.7497000000000007,2.9056999999999995,1.678700000000001,0.3209287,0.040771743105665226,99755.0,False,False,False,True
49.16917,-51.67938,16.8124,12.352,8.5749,7.5895,6.4979,anomaly,4.4604,3.777100000000001,0.9853999999999994,1.0916000000000006,0.29504687,0.04902747066135338,99753.5,False,False,False,True
30.60111,-38.79193,23.6629,18.9013,16.5994,13.915,12.0173,anomaly,4.761600000000001,2.3019,2.6844,1.8976999999999986,0.32430992,0.03904890738229816,99752.5,False,False,False,True
61.83313,-57.08261,24.0153,20.3054,16.6155,15.0856,14.3788,anomaly,3.709900000000001,3.689899999999998,1.5299000000000014,0.7067999999999994,0.4534327,0.021705743620506257,99747.5,False,False,False,True
3.12262,-59.42596,21.9538,17.3855,13.4948,11.0641,9.3266,anomaly,4.568300000000001,3.8907000000000007,2.4307,1.7375000000000007,0.4336044,0.02261115955166848,99747.0,False,False,True,False
3.03297,-58.13903,17.3831,12.8152,8.9684,7.6226,5.5706,anomaly,4.567899999999998,3.8468,1.3458000000000006,2.0520000000000005,0.26552656,0.062170592316729834,99745.5,False,False,True,False
48.89416,-53.61605,16.8094,12.5249,10.4815,9.1129,8.1316,anomaly,4.2844999999999995,2.0434,1.3686000000000007,0.9812999999999992,0.41458526,0.024226490040651805,99744.5,True,True,False,False
64.49084,-64.82149,16.9615,12.8941,9.267,8.2354,7.6231,anomaly,4.067400000000001,3.6271000000000004,1.0315999999999992,0.6123000000000003,0.35374108,0.0317334294094046,99742.5,False,False,False,True
74.57912,-46.94561,20.3225,15.4387,13.0747,10.2084,8.4603,anomaly,4.883800000000001,2.3640000000000008,2.8663000000000007,1.748099999999999,0.3439192,0.03302910548290516,99741.0,False,False,False,True
29.77345,-55.5014,16.7664,13.1356,10.9393,8.0505,7.4899,anomaly,3.6308000000000007,2.196300000000001,2.8888,0.5606,0.3012332,0.04315009957046623,99741.0,False,False,False,True
40.37126,-47.076,22.9028,18.8518,14.827,12.5664,12.0169,anomaly,4.050999999999998,4.024800000000001,2.2606,0.5495000000000001,0.6907385,0.018188847949470954,99740.5,False,False,False,True
7.22724,-53.80496,22.6472,19.4616,15.7295,12.8093,12.2845,anomaly,3.185600000000001,3.732100000000001,2.9201999999999995,0.5248000000000008,0.38205412,0.026312974594031924,99740.0,False,False,False,True
31.91577,-34.41587,20.9434,16.9939,13.0154,10.3419,8.7194,anomaly,3.9495000000000005,3.9785000000000004,2.673499999999999,1.6225000000000005,0.3618918,0.028863770004060707,99736.0,False,False,False,True
72.82104,-46.93752,18.6899,14.6504,10.6621,7.9254,6.9167,anomaly,4.039500000000002,3.988299999999999,2.736700000000001,1.0087000000000002,0.31155673,0.03819959727885369,99734.5,False,False,False,True
73.77112,-35.24843,18.2693,14.2494,10.2235,9.0781,7.4733,anomaly,4.019900000000002,4.0259,1.1454000000000004,1.6047999999999991,0.37546894,0.025873129256023475,99734.0,False,False,False,True
82.58107,-39.67857,17.743,12.813,9.0436,7.5036,6.4674,anomaly,4.929999999999998,3.769400000000001,1.54,1.0362,0.31210384,0.037533923660527324,99732.5,False,True,False,False
13.25252,-51.079,18.0125,15.0195,11.3165,8.2934,7.0487,anomaly,2.9929999999999986,3.703000000000001,3.0230999999999995,1.2447,0.2940581,0.04292566158972266,99730.0,False,False,False,True
56.10284,-58.47404,22.9517,17.9395,15.2833,12.3541,11.1503,anomaly,5.0122,2.6561999999999983,2.9292,1.203800000000001,0.34123555,0.03162375064908052,99727.0,False,False,False,True
58.68807,-33.87936,18.8451,13.9906,10.3582,7.4606,5.9836,anomaly,4.854499999999998,3.6324000000000005,2.8975999999999997,1.4770000000000003,0.26543015,0.0525547736305374,99723.5,False,False,False,True
77.02662,-32.24617,23.8889,19.2697,15.6376,13.4691,11.7352,anomaly,4.619199999999999,3.6320999999999994,2.1685000000000016,1.7338999999999984,0.36967298,0.02564487729741205,99722.0,False,False,False,True
53.36008,-38.12748,22.0316,17.9808,14.1002,11.7399,9.8403,anomaly,4.050800000000002,3.8805999999999994,2.3602999999999987,1.8996000000000013,0.37192622,0.02513890211392711,99720.5,False,False,False,True
18.32702,-51.16805,21.4741,17.2523,13.2775,11.4072,9.8009,anomaly,4.221799999999998,3.974800000000002,1.8703000000000003,1.6062999999999992,0.435111,0.019884909076261392,99717.5,True,False,False,False
4.3536,-60.06453,16.1779,11.2451,8.6601,6.3727,4.6898,anomaly,4.9328,2.585000000000001,2.2874,1.6829,0.23734191,0.09489158390213681,99715.0,False,False,False,True
29.71079,-44.06438,17.4727,12.5993,10.3765,8.9757,7.735,anomaly,4.8734,2.2227999999999994,1.4008000000000003,1.2406999999999995,0.32594025,0.032264634644972645,99715.0,False,False,True,False
22.22599,-32.43022,21.3816,16.76,12.9078,10.119,9.3017,anomaly,4.621599999999997,3.8522000000000016,2.7888,0.8172999999999995,0.37924463,0.02255106966844067,99711.5,False,False,False,True
69.96554,-45.12095,19.9326,15.3059,11.4831,9.1671,8.5693,anomaly,4.626700000000001,3.822799999999999,2.3160000000000007,0.5977999999999994,0.42522234,0.019742307045676366,99711.0,False,False,True,False
45.04835,-61.00309,23.5243,19.9805,15.9908,13.5964,12.5297,anomaly,3.543800000000001,3.989699999999999,2.394400000000001,1.066699999999999,0.40612975,0.020825352810029396,99710.5,True,False,True,False
1.89082,-63.7949,19.586,16.3253,12.316,10.9692,10.1659,anomaly,3.2607,4.009299999999998,1.3468,0.8033000000000001,0.53301674,0.016961481602886352,99709.5,False,False,False,True
42.34631,-35.97101,17.8909,13.4193,11.3784,9.373,7.5463,anomaly,4.471599999999999,2.0409000000000006,2.0054,1.8266999999999998,0.43093228,0.019478490107115443,99709.0,False,False,False,True
82.05171,-53.42512,18.9324,15.765,12.0554,9.5133,7.5456,anomaly,3.1674000000000007,3.7096,2.5421000000000014,1.967699999999999,0.29838508,0.03677682776523972,99708.5,False,False,False,True
63.05933,-51.63915,20.6732,15.8569,13.6462,10.9335,9.178,anomaly,4.816300000000002,2.210699999999999,2.7127,1.7554999999999996,0.39352056,0.021267288981117516,99708.0,False,False,False,True
66.90949,-31.45182,19.2479,14.9469,11.0264,8.2914,7.4399,anomaly,4.301000000000002,3.9204999999999988,2.735000000000001,0.8514999999999997,0.31670654,0.0320546753241886,99703.5,False,False,False,True
34.3225,-62.74112,18.2501,14.3936,10.3958,8.5692,6.9236,anomaly,3.8565000000000005,3.9978,1.8265999999999991,1.6456,0.39406562,0.02061941612091467,99701.0,True,False,False,False
85.6362,-64.90869,17.2687,12.4586,8.813,6.5034,6.0123,anomaly,4.8100999999999985,3.6456,2.3096000000000005,0.4911000000000003,0.24266164,0.05988001209973581,99699.5,False,False,False,True
7.58984,-39.60825,20.2963,15.2151,11.5253,9.1486,7.7978,anomaly,5.081199999999999,3.6898,2.3766999999999996,1.3508000000000004,0.35688075,0.02435617105192578,99699.5,False,False,False,True
87.69525,-46.70778,17.8225,13.2238,9.416,7.9531,7.2419,anomaly,4.598700000000001,3.8078000000000003,1.4629000000000003,0.7111999999999998,0.3486692,0.02546545229630659,99699.5,False,False,False,True
55.64185,-32.97182,22.7516,17.7697,14.1817,11.6224,10.3523,anomaly,4.9818999999999996,3.588000000000001,2.5592999999999986,1.2701000000000011,0.3372475,0.026723411202569602,99698.5,False,False,False,True
82.79468,-39.02896,17.2465,12.4372,8.7265,7.5175,6.0087,anomaly,4.8093,3.710700000000001,1.2089999999999996,1.5088,0.263963,0.04562699771500689,99697.5,False,False,False,True
1.63209,-35.0271,23.0738,18.145,15.7135,12.8748,11.2424,anomaly,4.928799999999999,2.4314999999999998,2.8386999999999993,1.6324000000000005,0.31995583,0.029985062655196626,99696.0,False,False,False,True
86.83561,-37.48429,17.4435,13.277,11.1612,9.0158,7.112,anomaly,4.166500000000001,2.1158,2.1453999999999986,1.9038000000000004,0.36653075,0.022146430117063187,99695.5,False,False,False,True
31.09917,-33.65041,17.1199,12.9499,9.1509,6.9717,6.5139,anomaly,4.170000000000002,3.7989999999999995,2.1792,0.45780000000000065,0.29448712,0.0353657587092755,99694.5,False,False,True,False
69.49368,-48.17434,22.6197,18.1507,14.3284,12.0992,10.189,anomaly,4.469000000000001,3.8223000000000003,2.2292000000000005,1.9101999999999997,0.40386882,0.019597610041143798,99693.0,False,False,False,True
34.08553,-31.69065,16.1894,12.8885,10.3691,7.6131,5.959,anomaly,3.3008999999999986,2.519400000000001,2.7559999999999993,1.6541000000000006,0.26796153,0.04236522695154443,99693.0,False,False,True,False
34.90691,-56.56493,22.5507,17.6352,13.9629,11.8313,11.2288,anomaly,4.915499999999998,3.6723000000000017,2.131599999999999,0.6025000000000009,0.53412944,0.015206552377554416,99692.5,False,False,True,False
74.12507,-32.75029,17.2243,13.7785,11.5929,9.976,7.9687,anomaly,3.4458,2.185599999999999,1.6168999999999993,2.0073000000000008,0.48109496,0.01602366754710438,99689.5,False,False,False,True
62.9537,-54.5941,19.5253,15.0885,13.1399,10.5234,9.1507,anomaly,4.436800000000002,1.948599999999999,2.6165000000000003,1.3727,0.55575234,0.01466493669736646,99688.0,False,False,False,True
73.44705,-46.01884,19.463,14.6497,12.2367,9.3552,7.6807,anomaly,4.813300000000002,2.4129999999999985,2.881500000000001,1.6745,0.29181504,0.03440311027307974,99685.0,True,False,False,False
11.59965,-45.01982,23.0967,18.2585,14.9165,11.9619,10.2455,anomaly,4.838199999999997,3.3420000000000023,2.9545999999999992,1.7164000000000001,0.2502903,0.0477416897116667,99684.5,False,False,True,False
6.32095,-63.86551,20.1959,17.1136,13.3302,11.303,9.4247,anomaly,3.0823,3.783400000000002,2.027199999999999,1.8783000000000012,0.40037575,0.019196437848796433,99684.0,False,False,False,True
13.01664,-59.81311,20.8439,16.608,12.6987,9.8993,9.0572,anomaly,4.235900000000001,3.9093,2.7994000000000003,0.8421000000000003,0.3341281,0.024983454287395013,99680.5,False,False,False,True
26.77826,-43.89566,18.1964,13.7838,11.6633,8.9595,8.135,anomaly,4.412600000000001,2.1205,2.7037999999999993,0.8245000000000005,0.39418718,0.018984379486914005,99678.0,False,False,False,True
15.31839,-63.22037,16.0254,12.2331,8.3584,6.7478,5.6396,anomaly,3.792300000000001,3.8747000000000007,1.6105999999999998,1.1082,0.23043574,0.06257993074040535,99676.0,False,False,False,True
29.71064,-42.25419,23.5499,19.5569,15.6782,13.7295,11.9487,anomaly,3.993000000000002,3.8786999999999985,1.9487000000000005,1.7807999999999993,0.4388133,0.016247615622484668,99675.5,False,True,False,False
58.71767,-46.22213,16.9686,12.4159,8.5044,5.5802,4.4483,anomaly,4.552699999999998,3.9115,2.924200000000001,1.1319,0.2216979,0.09468471296338765,99675.0,False,False,True,False
80.3133,-42.36068,17.2409,12.6925,10.575,8.4162,7.1007,anomaly,4.548399999999999,2.1175000000000015,2.1587999999999994,1.3155000000000001,0.4161539,0.017339795482312015,99674.5,False,False,True,False
