index,label,plate_id,spec_type,err_sdss_native,err_desi_transfer,anom_sdss,anom_desi,sdss_only,desi_only
47035,0,1,galaxy,0.006254523,0.00680843,0,1,0,1
22840,0,49,galaxy,0.0062538446,0.0068081315,0,1,0,1
9498,0,45,galaxy,0.0062034205,0.0068070847,0,1,0,1
31097,0,37,galaxy,0.0063901,0.0068063447,0,1,0,1
8837,0,0,galaxy,0.0063902033,0.0068052826,0,1,0,1
6753,0,0,galaxy,0.0060508572,0.0068043265,0,1,0,1
21749,0,49,galaxy,0.0061064847,0.006803537,0,1,0,1
1050,1,25,galaxy,0.0033615772,0.006803261,0,1,0,1
8994,0,1,galaxy,0.0063616284,0.0067999423,0,1,0,1
31555,0,49,galaxy,0.006325009,0.006798905,0,1,0,1
19347,0,26,galaxy,0.0061811307,0.006798046,0,1,0,1
20240,0,0,galaxy,0.006435218,0.0067965654,0,1,0,1
23637,0,2,qso,0.006458569,0.0067934855,0,1,0,1
11454,0,49,galaxy,0.0059472756,0.006791278,0,1,0,1
25063,0,27,galaxy,0.006284528,0.0067904876,0,1,0,1
15626,0,30,galaxy,0.006258805,0.006788385,0,1,0,1
38826,0,0,galaxy,0.0063666147,0.006786608,0,1,0,1
33012,0,48,galaxy,0.0062793815,0.0067838067,0,1,0,1
9549,0,0,galaxy,0.0062231068,0.0067834007,0,1,0,1
6876,0,22,galaxy,0.006198665,0.00677485,0,1,0,1
36666,0,12,galaxy,0.006147499,0.006771539,0,1,0,1
33570,0,24,galaxy,0.0063988175,0.006770694,0,1,0,1
1978,0,2,galaxy,0.006402605,0.0067698807,0,1,0,1
40084,0,30,galaxy,0.0061711427,0.0067679123,0,1,0,1
4775,0,2,galaxy,0.0063385526,0.0067676054,0,1,0,1
29632,0,26,galaxy,0.0060295314,0.006767188,0,1,0,1
17041,0,30,galaxy,0.0063080867,0.006766353,0,1,0,1
16839,0,4,qso,0.006390361,0.006765962,0,1,0,1
14598,0,19,galaxy,0.006442248,0.0067644063,0,1,0,1
36622,0,9,galaxy,0.0061395783,0.006761519,0,1,0,1
20553,0,37,star,0.0064237225,0.006760221,0,1,0,1
33950,0,32,galaxy,0.006428824,0.0067582326,0,1,0,1
37446,0,37,galaxy,0.0064324895,0.0067560445,0,1,0,1
20452,0,42,galaxy,0.0063313916,0.0067560202,0,1,0,1
29,1,22,qso,0.004272473,0.0067559276,0,1,0,1
13688,0,12,galaxy,0.0063972725,0.006755714,0,1,0,1
16106,0,37,galaxy,0.0063038343,0.006755355,0,1,0,1
38472,0,32,galaxy,0.006333143,0.006749707,0,1,0,1
935,1,47,galaxy,0.0057699676,0.0067472467,0,1,0,1
6004,0,23,galaxy,0.006391837,0.006746613,0,1,0,1
11877,0,32,star,0.0063904193,0.0067446567,0,1,0,1
34892,0,16,star,0.0064411443,0.0067429864,0,1,0,1
4820,0,26,star,0.0064433627,0.0067427424,0,1,0,1
10612,0,1,galaxy,0.0064470773,0.0067402483,0,1,0,1
28116,0,12,galaxy,0.006308758,0.0067387642,0,1,0,1
2321,0,1,galaxy,0.0062518474,0.0067382366,0,1,0,1
1073,1,26,galaxy,0.0049446146,0.006736741,0,1,0,1
22169,0,15,galaxy,0.0061305766,0.006735236,0,1,0,1
2776,0,26,galaxy,0.0059046578,0.006733004,0,1,0,1
32369,0,1,galaxy,0.0064608646,0.006732998,0,1,0,1
14636,0,1,galaxy,0.0062786792,0.006732864,0,1,0,1
14101,0,48,star,0.0063851215,0.0067316713,0,1,0,1
33774,0,0,star,0.006444811,0.0067315507,0,1,0,1
45991,0,19,galaxy,0.0062318225,0.0067315297,0,1,0,1
2341,0,19,galaxy,0.0062447926,0.006730105,0,1,0,1
1347,0,35,galaxy,0.006257392,0.006724626,0,1,0,1
28226,0,22,galaxy,0.006337998,0.0067234617,0,1,0,1
2028,0,26,star,0.0064665424,0.006722786,0,1,0,1
