index,label,plate_id,spec_type,err_sdss_native,err_desi_transfer,anom_sdss,anom_desi,sdss_only,desi_only
46,1,22,galaxy,0.0070072454,0.009831268,1,1,0,0
47,1,44,galaxy,0.00019180274,0.0017518937,0,0,0,0
48,1,33,galaxy,0.0004906138,0.0016208771,0,0,0,0
49,1,38,qso,0.00040279265,0.0033189552,0,0,0,0
50,1,37,star,0.0002934,0.0013848051,0,0,0,0
51,1,9,qso,0.0011816832,0.0021039844,0,0,0,0
52,1,18,galaxy,0.0005590063,0.0020691452,0,0,0,0
53,1,23,galaxy,0.0007767262,0.0044834767,0,0,0,0
54,1,24,star,0.0054123527,0.005639436,0,0,0,0
55,1,2,galaxy,0.0002918355,0.0010472545,0,0,0,0
56,1,27,qso,0.002642244,0.003776348,0,0,0,0
57,1,7,galaxy,0.00040566476,0.00092509086,0,0,0,0
58,1,37,qso,0.0018115871,0.003801322,0,0,0,0
59,1,34,galaxy,0.0011417267,0.0029513738,0,0,0,0
60,1,46,galaxy,0.0010249803,0.004340341,0,0,0,0
61,1,37,star,0.008202863,0.008569966,1,1,0,0
62,1,18,galaxy,0.00021215946,0.0004338251,0,0,0,0
63,1,48,qso,0.0006019475,0.0020109767,0,0,0,0
64,1,20,galaxy,0.004119251,0.005290849,0,0,0,0
65,1,16,galaxy,0.0010156557,0.0022327811,0,0,0,0
66,1,45,galaxy,0.0041146213,0.0069374056,0,1,0,1
67,1,18,galaxy,0.00022071699,0.0013803896,0,0,0,0
68,1,3,star,0.005052269,0.005144837,0,0,0,0
69,1,23,galaxy,0.00074443774,0.002851861,0,0,0,0
70,1,39,galaxy,0.0010283001,0.0023609789,0,0,0,0
71,1,9,qso,0.00036274942,0.0012486149,0,0,0,0
72,1,23,star,0.0024465919,0.0026335113,0,0,0,0
73,1,6,galaxy,0.00093001453,0.0023827378,0,0,0,0
74,1,34,qso,0.00034484902,0.0017755501,0,0,0,0
75,1,23,galaxy,0.0022858144,0.0029784318,0,0,0,0
76,1,16,galaxy,0.0024141555,0.0028346046,0,0,0,0
77,1,11,galaxy,0.003925692,0.0051739207,0,0,0,0
78,1,28,star,0.00011074581,0.0011508358,0,0,0,0
79,1,33,star,0.00013081626,0.0014625165,0,0,0,0
80,1,47,star,0.0026638329,0.0032834604,0,0,0,0
81,1,21,galaxy,0.00056592975,0.0010989845,0,0,0,0
82,1,8,galaxy,0.00024942294,0.00067795767,0,0,0,0
83,1,41,qso,0.000896843,0.0014937875,0,0,0,0
84,1,31,galaxy,0.0013098812,0.0040088557,0,0,0,0
85,1,35,galaxy,0.0018585962,0.002224077,0,0,0,0
86,1,4,galaxy,0.0012502538,0.0016857944,0,0,0,0
87,1,15,galaxy,0.0013848115,0.0021292693,0,0,0,0
88,1,38,star,0.0019376698,0.0021604039,0,0,0,0
89,1,41,galaxy,0.0005179333,0.0017037771,0,0,0,0
90,1,21,qso,0.00028856797,0.0026198588,0,0,0,0
91,1,40,galaxy,0.0019576428,0.0045562373,0,0,0,0
92,1,42,galaxy,0.0026559287,0.003293284,0,0,0,0
93,1,19,galaxy,0.0013725183,0.0035470424,0,0,0,0
94,1,44,qso,0.00024656986,0.0010991886,0,0,0,0
95,1,14,qso,0.00026315157,0.00043359332,0,0,0,0
96,1,11,qso,0.0005550825,0.001745366,0,0,0,0
97,1,34,galaxy,0.00032570979,0.0016691616,0,0,0,0
98,1,31,galaxy,0.00048225312,0.0016197504,0,0,0,0
99,1,6,star,0.00020706978,0.0012817339,0,0,0,0
100,1,41,qso,0.00060505833,0.0016749516,0,0,0,0
101,1,9,star,0.0061045806,0.0065937876,0,0,0,0
102,1,40,star,0.002028554,0.0030368224,0,0,0,0
103,1,0,qso,0.0037567553,0.0053592552,0,0,0,0
104,1,39,galaxy,0.0011833268,0.0020552934,0,0,0,0
105,1,39,galaxy,0.0014025994,0.004057037,0,0,0,0
106,1,39,galaxy,0.002685361,0.0048783114,0,0,0,0
107,1,33,galaxy,0.0020865556,0.0028620935,0,0,0,0
108,1,23,galaxy,0.0005640193,0.00233947,0,0,0,0
109,1,35,star,0.0023824798,0.00843138,0,1,0,1
110,1,13,galaxy,0.00030681267,0.0014089872,0,0,0,0
111,1,39,galaxy,0.0038329076,0.010377516,0,1,0,1
112,1,27,galaxy,0.002319439,0.0030706099,0,0,0,0
113,1,22,star,0.0008432859,0.0021400247,0,0,0,0
114,1,25,galaxy,0.002520268,0.0034050758,0,0,0,0
115,1,28,galaxy,0.0002817253,0.0007090296,0,0,0,0
116,1,1,galaxy,0.00060731254,0.0024233125,0,0,0,0
117,1,6,galaxy,0.0002626675,0.0012835272,0,0,0,0
118,1,12,qso,0.00074245944,0.00093070633,0,0,0,0
119,1,5,star,0.0032901585,0.005683691,0,0,0,0
120,1,21,galaxy,0.00340619,0.0054460373,0,0,0,0
121,1,33,galaxy,0.000661642,0.0012529374,0,0,0,0
122,1,32,star,0.0071409284,0.008448633,1,1,0,0
123,1,23,star,0.0037446367,0.0042281747,0,0,0,0
124,1,42,star,0.0011807784,0.0024854827,0,0,0,0
125,1,28,galaxy,0.00024265246,0.0009809514,0,0,0,0
126,1,3,galaxy,0.0033595928,0.004236256,0,0,0,0
127,1,38,galaxy,0.0003043506,0.0017746589,0,0,0,0
128,1,28,galaxy,0.0021369027,0.0035796224,0,0,0,0
129,1,31,galaxy,0.00034859212,0.0020016965,0,0,0,0
130,1,28,galaxy,0.0014791978,0.0021055453,0,0,0,0
131,1,27,galaxy,0.00079687446,0.0013080789,0,0,0,0
132,1,4,galaxy,0.0006458322,0.0016617203,0,0,0,0
133,1,27,galaxy,0.0009813517,0.0013395649,0,0,0,0
134,1,39,star,0.0003760061,0.0014674371,0,0,0,0
135,1,15,galaxy,0.0035878837,0.0053165695,0,0,0,0
136,1,30,galaxy,0.005072506,0.009690892,0,1,0,1
137,1,1,galaxy,0.0049391696,0.0077411216,0,1,0,1
138,1,17,star,0.0026128073,0.0045746965,0,0,0,0
139,1,21,galaxy,0.0008606565,0.0038917651,0,0,0,0
140,1,49,galaxy,0.0046603265,0.0055995276,0,0,0,0
141,1,10,galaxy,0.0035908534,0.006047964,0,0,0,0
142,1,13,galaxy,0.0018655175,0.004724247,0,0,0,0
143,1,20,galaxy,0.002427621,0.0034617418,0,0,0,0
144,1,49,star,0.0049659363,0.005115103,0,0,0,0
145,1,42,star,0.0054700994,0.0057181222,0,0,0,0
146,1,1,galaxy,0.00037295473,0.0009940807,0,0,0,0
147,1,11,galaxy,0.0004368038,0.001130482,0,0,0,0
148,1,41,galaxy,0.0017599482,0.0029218905,0,0,0,0
149,1,2,galaxy,0.004181735,0.0068713706,0,1,0,1
150,1,42,galaxy,0.0016937162,0.0022785175,0,0,0,0
151,1,14,star,0.0023524482,0.0023755566,0,0,0,0
152,1,45,galaxy,0.0043204585,0.006968235,0,1,0,1
153,1,14,galaxy,0.0014646044,0.0032424647,0,0,0,0
154,1,21,star,0.006705357,0.0080474885,1,1,0,0
155,1,33,star,0.005180852,0.005626659,0,0,0,0
156,1,6,qso,0.001894868,0.0031257593,0,0,0,0
157,1,27,galaxy,0.00040985734,0.0005968819,0,0,0,0
158,1,25,galaxy,0.0023508894,0.0038671405,0,0,0,0
159,1,39,galaxy,0.0002963619,0.0012568558,0,0,0,0
160,1,49,galaxy,0.00034854276,0.0022001634,0,0,0,0
161,1,33,star,0.0029107572,0.004581612,0,0,0,0
162,1,20,galaxy,0.0014463273,0.0017495471,0,0,0,0
163,1,20,qso,0.005507364,0.008983807,0,1,0,1
164,1,20,star,0.0053147823,0.0060289144,0,0,0,0
165,1,40,qso,0.0033090427,0.0060650655,0,0,0,0
166,1,16,qso,0.0007225536,0.0010768081,0,0,0,0
167,1,8,qso,0.0011432429,0.00181844,0,0,0,0
168,1,16,star,0.0037403123,0.0060528433,0,0,0,0
169,1,1,star,0.00017564725,0.0010570808,0,0,0,0
170,1,5,galaxy,0.0004788601,0.0023371035,0,0,0,0
171,1,4,star,0.0038049784,0.0038975012,0,0,0,0
172,1,38,star,0.001593599,0.0103083765,0,1,0,1
173,1,36,galaxy,0.0017017755,0.0021473041,0,0,0,0
174,1,34,galaxy,0.0014886323,0.0039230445,0,0,0,0
175,1,23,galaxy,0.0019378565,0.0041859746,0,0,0,0
176,1,35,galaxy,0.00027399012,0.0019646576,0,0,0,0
177,1,8,galaxy,0.0030518307,0.0042248443,0,0,0,0
178,1,45,galaxy,0.0011690159,0.001656823,0,0,0,0
179,1,25,galaxy,0.0030749426,0.0069310125,0,1,0,1
180,1,46,galaxy,0.0005700108,0.0010139822,0,0,0,0
181,1,7,galaxy,0.005434096,0.0062796664,0,0,0,0
182,1,24,galaxy,0.0023227856,0.0031934916,0,0,0,0
183,1,34,galaxy,0.0003758234,0.0010057158,0,0,0,0
184,1,24,galaxy,0.001932555,0.0026485466,0,0,0,0
185,1,22,qso,0.0003950453,0.0020180913,0,0,0,0
186,1,8,star,0.006069315,0.0066199135,0,0,0,0
187,1,19,galaxy,0.0016499098,0.0034545967,0,0,0,0
188,1,11,galaxy,0.00076837925,0.0017581813,0,0,0,0
189,1,15,star,0.005233437,0.005685379,0,0,0,0
190,1,34,star,0.0025242884,0.0067107347,0,0,0,0
191,1,31,galaxy,0.0006589295,0.001741604,0,0,0,0
192,1,30,star,0.0005402037,0.0021090657,0,0,0,0
193,1,18,galaxy,0.0005006873,0.0008366257,0,0,0,0
194,1,47,qso,0.0018119839,0.0026258104,0,0,0,0
195,1,4,qso,0.00050540065,0.00087501283,0,0,0,0
196,1,17,galaxy,0.0006183932,0.0009918937,0,0,0,0
197,1,5,galaxy,0.0013257707,0.0016922205,0,0,0,0
198,1,16,star,0.0006747947,0.0022740408,0,0,0,0
199,1,48,galaxy,0.0043634293,0.0046823313,0,0,0,0
200,1,18,galaxy,0.0017171055,0.0042232964,0,0,0,0
201,1,45,galaxy,0.0013037549,0.0017876722,0,0,0,0
202,1,24,galaxy,0.002525075,0.0033465659,0,0,0,0
203,1,34,galaxy,0.0012754821,0.0017115375,0,0,0,0
204,1,22,qso,0.0020785483,0.006967169,0,1,0,1
205,1,13,qso,0.0006626404,0.001172514,0,0,0,0
206,1,38,galaxy,0.0008479667,0.0026288342,0,0,0,0
207,1,48,star,0.0064735874,0.0065675844,0,0,0,0
208,1,13,star,0.0031750044,0.003279017,0,0,0,0
209,1,38,star,0.0016371099,0.004949075,0,0,0,0
210,1,13,galaxy,0.0013870855,0.0021652195,0,0,0,0
211,1,35,qso,0.0014083626,0.0017996914,0,0,0,0
212,1,39,galaxy,0.0013380419,0.008181587,0,1,0,1
213,1,22,galaxy,0.0036932686,0.005581223,0,0,0,0
214,1,36,galaxy,0.0010350173,0.0021765344,0,0,0,0
215,1,13,galaxy,0.00025147435,0.0005445711,0,0,0,0
216,1,3,galaxy,0.0009917575,0.0021342784,0,0,0,0
217,1,4,star,0.006117908,0.00738658,0,1,0,1
218,1,22,galaxy,0.0027588925,0.00517706,0,0,0,0
219,1,45,qso,0.0017565212,0.0031447106,0,0,0,0
220,1,6,galaxy,0.00067304244,0.002663413,0,0,0,0
221,1,22,star,0.006427415,0.0065755583,0,0,0,0
222,1,35,star,0.0066144443,0.007133655,1,1,0,0
223,1,10,galaxy,0.00035528702,0.0011407525,0,0,0,0
224,1,36,galaxy,0.0057152184,0.012202691,0,1,0,1
225,1,15,galaxy,0.004232777,0.004707654,0,0,0,0
226,1,40,galaxy,0.00064090133,0.0023294985,0,0,0,0
227,1,28,star,0.00059069996,0.0023045961,0,0,0,0
228,1,27,star,0.0066019082,0.006665132,1,0,1,0
229,1,8,galaxy,0.00057892146,0.0012157781,0,0,0,0
230,1,23,galaxy,0.00014880147,0.0018448853,0,0,0,0
231,1,42,star,0.0031733166,0.004275643,0,0,0,0
232,1,0,galaxy,0.003934212,0.0044048103,0,0,0,0
233,1,37,galaxy,0.0028752217,0.0046676104,0,0,0,0
234,1,24,galaxy,0.005714949,0.0060926434,0,0,0,0
235,1,35,galaxy,0.0023625055,0.004752853,0,0,0,0
236,1,33,qso,0.00096288655,0.0021223566,0,0,0,0
237,1,21,galaxy,0.00058912433,0.0024065112,0,0,0,0
238,1,15,galaxy,0.002236939,0.0027327863,0,0,0,0
239,1,31,galaxy,0.0006020017,0.0038512407,0,0,0,0
240,1,7,galaxy,0.001856217,0.0029047602,0,0,0,0
241,1,29,qso,0.002117729,0.0034508398,0,0,0,0
242,1,4,star,0.0009794936,0.0021551729,0,0,0,0
243,1,32,galaxy,0.00025964668,0.0011174969,0,0,0,0
244,1,31,qso,0.0015455465,0.0029909946,0,0,0,0
245,1,4,galaxy,0.0034731093,0.0053312485,0,0,0,0
246,1,37,galaxy,0.00029971733,0.00188477,0,0,0,0
247,1,20,galaxy,0.0035245216,0.0038308045,0,0,0,0
248,1,39,star,0.0010148489,0.0016838063,0,0,0,0
249,1,2,galaxy,0.0035502773,0.006164986,0,0,0,0
250,1,8,galaxy,0.0008111067,0.0023362385,0,0,0,0
251,1,24,galaxy,0.0036173393,0.004495061,0,0,0,0
252,1,9,star,0.0002809562,0.0013008078,0,0,0,0
253,1,16,galaxy,0.0004019925,0.0017500133,0,0,0,0
254,1,33,galaxy,0.0030652408,0.004306509,0,0,0,0
255,1,7,star,0.0076647084,0.008024716,1,1,0,0
256,1,33,qso,0.0034033803,0.0074051223,0,1,0,1
257,1,5,galaxy,0.002102136,0.0054746806,0,0,0,0
258,1,8,galaxy,0.00018991852,0.00043621744,0,0,0,0
259,1,29,qso,0.0015428801,0.004242672,0,0,0,0
260,1,39,galaxy,0.00024609498,0.0011334982,0,0,0,0
261,1,8,galaxy,0.0030794994,0.008247501,0,1,0,1
262,1,14,galaxy,0.0038714544,0.0051534623,0,0,0,0
263,1,46,galaxy,0.002488451,0.0045614154,0,0,0,0
264,1,49,galaxy,0.003646704,0.006445595,0,0,0,0
265,1,29,galaxy,0.0004265953,0.001251224,0,0,0,0
266,1,22,star,0.0055693113,0.005736575,0,0,0,0
267,1,17,galaxy,0.00041447722,0.0020857193,0,0,0,0
268,1,30,galaxy,0.0038978255,0.0050269156,0,0,0,0
269,1,29,galaxy,0.000365029,0.00073323573,0,0,0,0
270,1,14,galaxy,0.0006192358,0.002626023,0,0,0,0
271,1,1,galaxy,0.000754046,0.002543815,0,0,0,0
272,1,7,galaxy,0.002323437,0.0029135284,0,0,0,0
273,1,47,star,0.0018066418,0.0037377293,0,0,0,0
274,1,20,star,0.0017952718,0.003987226,0,0,0,0
275,1,24,galaxy,0.0023600366,0.0046951836,0,0,0,0
276,1,23,galaxy,0.0016608906,0.0020239344,0,0,0,0
277,1,39,galaxy,0.00014216796,0.00078696327,0,0,0,0
278,1,3,galaxy,0.00030815453,0.0010533844,0,0,0,0
279,1,4,star,0.0045722476,0.0048703873,0,0,0,0
280,1,13,galaxy,0.00058315793,0.0015175657,0,0,0,0
281,1,24,galaxy,0.0056341444,0.006541968,0,0,0,0
282,1,33,star,0.00385137,0.0039096274,0,0,0,0
283,1,24,galaxy,0.001958316,0.002420437,0,0,0,0
284,1,22,star,0.0025824104,0.004310492,0,0,0,0
285,1,46,galaxy,0.0004342187,0.0024448768,0,0,0,0
286,1,8,galaxy,0.0014930649,0.0019364015,0,0,0,0
287,1,28,galaxy,0.0003656568,0.0012421289,0,0,0,0
288,1,27,qso,0.0021187374,0.003582749,0,0,0,0
289,1,23,galaxy,0.0018691127,0.003341868,0,0,0,0
290,1,40,galaxy,0.0005502324,0.0025971658,0,0,0,0
291,1,13,galaxy,0.00084082584,0.00245528,0,0,0,0
292,1,47,galaxy,0.0034581888,0.005123012,0,0,0,0
293,1,16,qso,0.0022276798,0.008040456,0,1,0,1
294,1,27,qso,0.00042150787,0.0030156712,0,0,0,0
295,1,26,galaxy,0.0052857827,0.006288471,0,0,0,0
296,1,42,galaxy,0.00027567986,0.0014434011,0,0,0,0
297,1,21,qso,0.0017570811,0.0057678637,0,0,0,0
298,1,14,qso,0.00096862187,0.0020559465,0,0,0,0
299,1,1,galaxy,0.0053365966,0.0060076467,0,0,0,0
300,1,18,star,0.0025378128,0.0034787047,0,0,0,0
301,1,41,galaxy,0.001564886,0.00522598,0,0,0,0
302,1,0,galaxy,0.00538468,0.008640278,0,1,0,1
303,1,44,galaxy,0.00028889126,0.0007051641,0,0,0,0
304,1,27,galaxy,0.0034614732,0.009787703,0,1,0,1
305,1,7,galaxy,0.00060401147,0.0017431496,0,0,0,0
306,1,15,galaxy,0.0037834807,0.0053849663,0,0,0,0
307,1,27,star,0.005757073,0.0058786026,0,0,0,0
308,1,15,qso,0.002523081,0.0026638345,0,0,0,0
309,1,5,star,0.0036522052,0.004393163,0,0,0,0
310,1,33,star,0.0038193825,0.0039928663,0,0,0,0
311,1,33,star,0.00027364382,0.00051986094,0,0,0,0
312,1,5,galaxy,0.002951706,0.0054907906,0,0,0,0
313,1,14,star,0.00052865176,0.0016688268,0,0,0,0
314,1,12,galaxy,0.0033836355,0.0037139428,0,0,0,0
315,1,32,qso,0.0012731233,0.0033595343,0,0,0,0
316,1,36,star,0.0029964868,0.005179262,0,0,0,0
317,1,36,galaxy,0.0041822777,0.00714931,0,1,0,1
318,1,46,galaxy,0.0004858199,0.0012104631,0,0,0,0
319,1,38,qso,0.00025689596,0.00036911937,0,0,0,0
320,1,16,qso,0.0018013958,0.0024035226,0,0,0,0
321,1,5,star,0.00047136308,0.0016269546,0,0,0,0
322,1,30,galaxy,0.004034823,0.004412094,0,0,0,0
323,1,45,galaxy,0.00046555328,0.0017913762,0,0,0,0
324,1,48,galaxy,0.0028768121,0.006187975,0,0,0,0
325,1,11,galaxy,0.00058850675,0.0010180386,0,0,0,0
326,1,11,qso,0.0005549475,0.0029672624,0,0,0,0
327,1,1,galaxy,0.004381655,0.0050043375,0,0,0,0
328,1,7,galaxy,0.0018673366,0.003472961,0,0,0,0
329,1,27,galaxy,0.0036325317,0.0042418987,0,0,0,0
330,1,27,galaxy,0.004819545,0.0119253015,0,1,0,1
331,1,18,galaxy,0.0006246661,0.0022057993,0,0,0,0
332,1,15,galaxy,0.0014858709,0.0020200058,0,0,0,0
333,1,41,galaxy,0.003778218,0.004183553,0,0,0,0
334,1,23,galaxy,0.0004971381,0.002108536,0,0,0,0
335,1,40,galaxy,0.000876154,0.0018221095,0,0,0,0
336,1,48,qso,0.0019616492,0.0023371903,0,0,0,0
337,1,15,galaxy,0.00021892367,0.00066569605,0,0,0,0
338,1,10,galaxy,0.00025278615,0.0011475789,0,0,0,0
339,1,47,galaxy,0.003580904,0.0043880236,0,0,0,0
340,1,31,galaxy,0.00021875193,0.00089173595,0,0,0,0
341,1,14,galaxy,0.00027274468,0.0007953095,0,0,0,0
342,1,31,galaxy,0.002022812,0.008636551,0,1,0,1
343,1,25,galaxy,0.0016744147,0.0043818913,0,0,0,0
344,1,45,galaxy,0.0038386295,0.005394974,0,0,0,0
345,1,12,star,0.007620318,0.00781635,1,1,0,0
346,1,49,star,0.0043897154,0.0045625074,0,0,0,0
347,1,46,qso,0.0006544081,0.001268796,0,0,0,0
348,1,9,galaxy,0.0028102493,0.0034941593,0,0,0,0
349,1,8,star,0.0023812314,0.0034580925,0,0,0,0
350,1,26,star,0.008343088,0.008612689,1,1,0,0
351,1,2,galaxy,0.000554909,0.0010536434,0,0,0,0
352,1,14,galaxy,0.00016125017,0.0012321736,0,0,0,0
353,1,21,galaxy,0.00031388868,0.0017216736,0,0,0,0
354,1,48,galaxy,0.0033408944,0.004233593,0,0,0,0
355,1,49,qso,0.0006146213,0.001876251,0,0,0,0
356,1,7,galaxy,0.000353062,0.00071882654,0,0,0,0
357,1,44,galaxy,0.0016659976,0.003687794,0,0,0,0
358,1,4,star,0.0030717289,0.004478654,0,0,0,0
359,1,37,galaxy,0.0023291036,0.0077753165,0,1,0,1
360,1,42,star,0.005155512,0.006653894,0,0,0,0
361,1,44,galaxy,0.00016063696,0.001342167,0,0,0,0
362,1,11,galaxy,0.0005994705,0.0013767451,0,0,0,0
363,1,44,galaxy,0.0005188826,0.0012030171,0,0,0,0
364,1,5,star,0.00033192176,0.0013658917,0,0,0,0
365,1,25,galaxy,0.004561722,0.007079584,0,1,0,1
366,1,23,qso,0.0018027655,0.0052923704,0,0,0,0
367,1,15,galaxy,0.0010761666,0.0018570474,0,0,0,0
368,1,1,star,0.0069004567,0.0070312084,1,1,0,0
369,1,38,galaxy,0.0002814774,0.0010917311,0,0,0,0
370,1,16,galaxy,0.00017952017,0.0017508288,0,0,0,0
371,1,33,galaxy,0.0002960716,0.0015739556,0,0,0,0
372,1,20,star,0.007342872,0.0076512843,1,1,0,0
373,1,18,galaxy,0.00029818327,0.0011613624,0,0,0,0
374,1,44,galaxy,0.001456668,0.0021370614,0,0,0,0
375,1,4,galaxy,0.0007790883,0.0013892293,0,0,0,0
376,1,36,qso,0.002737395,0.0047148466,0,0,0,0
377,1,37,galaxy,0.0049521592,0.005411884,0,0,0,0
378,1,18,galaxy,0.001996385,0.0052565257,0,0,0,0
379,1,13,galaxy,0.00077101146,0.0020275058,0,0,0,0
380,1,0,galaxy,0.0032772745,0.0056718,0,0,0,0
381,1,46,qso,0.0015414263,0.0049525644,0,0,0,0
382,1,47,galaxy,0.0010243986,0.0022984482,0,0,0,0
383,1,12,galaxy,0.0042052623,0.0054183523,0,0,0,0
384,1,1,galaxy,0.0024078842,0.0046326886,0,0,0,0
385,1,6,galaxy,0.00076666917,0.0016726489,0,0,0,0
386,1,3,qso,0.001074367,0.0021015378,0,0,0,0
387,1,41,star,0.0018339771,0.003600332,0,0,0,0
388,1,44,galaxy,0.0019846838,0.0058808997,0,0,0,0
389,1,7,galaxy,0.0072113154,0.007701999,1,1,0,0
390,1,37,galaxy,0.00020012,0.001298271,0,0,0,0
391,1,8,galaxy,0.0025015054,0.005750149,0,0,0,0
392,1,18,galaxy,0.00402699,0.009534473,0,1,0,1
393,1,29,galaxy,0.00047161707,0.0020722945,0,0,0,0
394,1,35,qso,0.0013480869,0.0032094917,0,0,0,0
395,1,43,galaxy,0.00076213037,0.0015312419,0,0,0,0
396,1,2,qso,0.008246685,0.010266336,1,1,0,0
397,1,9,galaxy,0.0013953788,0.0020013677,0,0,0,0
398,1,14,galaxy,0.0061582257,0.01071637,0,1,0,1
399,1,15,galaxy,0.00019542134,0.0014513958,0,0,0,0
400,1,49,galaxy,0.0010089016,0.0021070396,0,0,0,0
401,1,38,galaxy,0.0007758165,0.0015893651,0,0,0,0
402,1,16,galaxy,0.0016321684,0.0021993252,0,0,0,0
403,1,48,galaxy,0.008016879,0.010527938,1,1,0,0
404,1,24,galaxy,0.0022495207,0.004222377,0,0,0,0
405,1,25,qso,0.000901286,0.0014940439,0,0,0,0
406,1,21,galaxy,0.0016165153,0.0029623075,0,0,0,0
407,1,7,qso,0.0021510182,0.00271362,0,0,0,0
408,1,46,star,0.00020683058,0.0018094594,0,0,0,0
409,1,0,galaxy,0.0017483206,0.002905335,0,0,0,0
410,1,8,star,0.0056806956,0.0062498176,0,0,0,0
411,1,11,galaxy,0.00039998777,0.0017760702,0,0,0,0
412,1,13,galaxy,0.0014487942,0.0024815951,0,0,0,0
413,1,6,galaxy,0.0016151603,0.0048674615,0,0,0,0
414,1,0,galaxy,0.005337134,0.011353557,0,1,0,1
415,1,33,qso,0.0007712309,0.00096088357,0,0,0,0
416,1,48,galaxy,0.003031928,0.0033995982,0,0,0,0
417,1,6,galaxy,0.0015909589,0.0036889722,0,0,0,0
418,1,14,star,0.0026710546,0.005237017,0,0,0,0
419,1,25,galaxy,0.00030004937,0.0012063761,0,0,0,0
420,1,46,galaxy,0.002179305,0.009323542,0,1,0,1
421,1,34,galaxy,0.00063917844,0.0009477112,0,0,0,0
422,1,38,galaxy,0.00046646365,0.0020733166,0,0,0,0
423,1,29,galaxy,0.0007814133,0.002085782,0,0,0,0
424,1,20,qso,0.0006458615,0.0014380647,0,0,0,0
425,1,9,star,0.00053765054,0.0011030795,0,0,0,0
426,1,43,galaxy,0.00048472793,0.0010506974,0,0,0,0
427,1,40,galaxy,0.002371808,0.0032142575,0,0,0,0
428,1,1,galaxy,0.00078311504,0.0014316238,0,0,0,0
429,1,35,galaxy,0.004748505,0.006886968,0,1,0,1
430,1,4,qso,0.0004202039,0.0005720451,0,0,0,0
431,1,36,galaxy,0.0004657307,0.0009734369,0,0,0,0
432,1,41,qso,0.0013102279,0.0044932184,0,0,0,0
433,1,6,galaxy,0.0022280207,0.0039890436,0,0,0,0
434,1,21,galaxy,0.0005691993,0.0008815662,0,0,0,0
435,1,6,galaxy,0.0006808322,0.0025886437,0,0,0,0
436,1,28,galaxy,0.0020681755,0.0032916958,0,0,0,0
437,1,46,star,0.0012027804,0.001575684,0,0,0,0
438,1,4,galaxy,0.002908787,0.005356189,0,0,0,0
