index,label,plate_id,spec_type,err_sdss_native,err_desi_transfer,anom_sdss,anom_desi,sdss_only,desi_only
2476,0,26,star,0.0065224036,0.0066420427,1,0,1,0
48429,0,27,star,0.006521312,0.0067182835,1,0,1,0
32733,0,20,star,0.006520531,0.0066162692,1,0,1,0
13377,0,27,star,0.0065204496,0.0066470127,1,0,1,0
41030,0,22,star,0.0065185167,0.0067098136,1,0,1,0
37667,0,26,star,0.0065147546,0.006570774,1,0,1,0
47577,0,7,star,0.006514314,0.006706071,1,0,1,0
24260,0,1,star,0.006513662,0.006600208,1,0,1,0
44234,0,30,star,0.006512961,0.006600741,1,0,1,0
12652,0,42,qso,0.0065129227,0.006720884,1,0,1,0
23159,0,27,star,0.006512056,0.0066099316,1,0,1,0
4130,0,0,star,0.0065109655,0.0067218426,1,0,1,0
15943,0,7,star,0.0065091443,0.0065701115,1,0,1,0
30596,0,30,star,0.00650861,0.006563229,1,0,1,0
11632,0,12,star,0.006505308,0.0066499733,1,0,1,0
23781,0,24,star,0.0065049087,0.0066405926,1,0,1,0
25697,0,2,star,0.006504658,0.006651415,1,0,1,0
36149,0,22,star,0.0065046167,0.0065798485,1,0,1,0
13278,0,2,star,0.0065041375,0.006682381,1,0,1,0
21262,0,48,star,0.006502633,0.0065819276,1,0,1,0
30195,0,30,star,0.006502477,0.0066473517,1,0,1,0
24406,0,24,star,0.006502475,0.006648845,1,0,1,0
49898,0,37,star,0.0065011787,0.0066451086,1,0,1,0
15018,0,1,star,0.0065009273,0.0066379835,1,0,1,0
48697,0,7,star,0.0065007536,0.0067125163,1,0,1,0
11194,0,1,star,0.0065005743,0.006595424,1,0,1,0
14869,0,0,star,0.006499959,0.0066198288,1,0,1,0
46256,0,37,star,0.0064990325,0.006634849,1,0,1,0
11907,0,2,star,0.006497442,0.006635896,1,0,1,0
12778,0,19,star,0.0064966297,0.006593752,1,0,1,0
30680,0,2,star,0.006496055,0.006691232,1,0,1,0
7817,0,27,star,0.0064960006,0.0065798084,1,0,1,0
11281,0,19,star,0.0064954567,0.0065969895,1,0,1,0
47979,0,37,star,0.0064928136,0.006625723,1,0,1,0
40857,0,30,star,0.0064926664,0.0065708105,1,0,1,0
12654,0,37,star,0.0064921794,0.006618413,1,0,1,0
17921,0,12,star,0.0064912774,0.0066098454,1,0,1,0
21089,0,12,star,0.006489526,0.0067011295,1,0,1,0
14848,0,7,star,0.0064894296,0.006662852,1,0,1,0
15525,0,12,star,0.0064893314,0.0065584327,1,0,1,0
1699,0,48,star,0.006488644,0.006596858,1,0,1,0
36123,0,0,star,0.006488443,0.0066929287,1,0,1,0
2606,0,26,star,0.0064883274,0.0066907676,1,0,1,0
49107,0,7,star,0.0064865565,0.006677423,1,0,1,0
43435,0,20,star,0.0064860634,0.0065970374,1,0,1,0
19599,0,20,star,0.006485565,0.0065625235,1,0,1,0
25445,0,1,star,0.0064855097,0.006554804,1,0,1,0
45936,0,26,star,0.006485501,0.006649246,1,0,1,0
8317,0,22,star,0.006485305,0.006655023,1,0,1,0
29657,0,22,star,0.0064848154,0.0065553184,1,0,1,0
11976,0,26,star,0.0064834408,0.0065953387,1,0,1,0
47584,0,26,star,0.0064826226,0.006669715,1,0,1,0
30678,0,27,star,0.0064819814,0.0065952158,1,0,1,0
42373,0,37,star,0.0064817714,0.0066159978,1,0,1,0
42329,0,7,star,0.0064813294,0.006569398,1,0,1,0
19519,0,12,star,0.006481029,0.006595301,1,0,1,0
6690,0,22,star,0.0064788735,0.006568253,1,0,1,0
16097,0,27,star,0.006478081,0.006612511,1,0,1,0
6789,0,37,star,0.006477392,0.006546902,1,0,1,0
37505,0,45,star,0.006476929,0.006571291,1,0,1,0
39263,0,48,star,0.006474542,0.006666516,1,0,1,0
