epoch,train_loss,val_loss,train_acc,val_acc,lr
2.500000000000000000e+01,3.525645416060081971e-01,3.060556581568014689e-01,7.722068141939913977e-01,8.499943617491917403e-01,2.560660171779820704e-04
2.600000000000000000e+01,3.587737002292618604e-01,2.778220125667379414e-01,7.836994867002513576e-01,8.542684489620672172e-01,2.526820658893032950e-04
2.700000000000000000e+01,3.182426758806619627e-01,2.507743034774836399e-01,7.868763989157195882e-01,8.579292594168356212e-01,2.491967797985477598e-04
2.800000000000000000e+01,3.297946237950130643e-01,2.575171269431593135e-01,7.856957802191143481e-01,8.421527984533965228e-01,2.456135984623034172e-04
2.900000000000000000e+01,3.220661303321046276e-01,2.564086221059328485e-01,8.067427915727970467e-01,8.381690958987990658e-01,2.419360580479464637e-04
3.000000000000000000e+01,2.912218167565296389e-01,2.691921276033597543e-01,8.044870696073344041e-01,8.666619212015148621e-01,2.381677878438709915e-04
3.100000000000000000e+01,2.996077215015076067e-01,2.119244733803631320e-01,8.144577042709142400e-01,8.584091728969029944e-01,2.343125066778196030e-04
3.200000000000000000e+01,2.926865282123877754e-01,2.279729244876659011e-01,8.135248456447790044e-01,8.936504298460956619e-01,2.303740192468494623e-04
3.300000000000000000e+01,2.980896947611924030e-01,2.311860946186728716e-01,8.344846733785735715e-01,9.031966023368852570e-01,2.263562123625556673e-04
3.400000000000000000e+01,2.731996514768882944e-01,2.736519603327720596e-01,8.293266676915719282e-01,8.719957616415738855e-01,2.222630511152572596e-04
3.500000000000000000e+01,2.900346833130725832e-01,2.386230348190898354e-01,8.412404607521354327e-01,8.978579823715212571e-01,2.180985749609319852e-04
3.600000000000000000e+01,2.560894870312447336e-01,2.432641577651507847e-01,8.297868539330828241e-01,8.967569006240854179e-01,2.138668937347608693e-04
3.700000000000000000e+01,2.518824087053274097e-01,2.294095989757840848e-01,8.634366120410732481e-01,8.891569994539779698e-01,2.095721835952170646e-04
3.800000000000000000e+01,2.657997956686679597e-01,2.079965256646972016e-01,8.455332174229992503e-01,9.067138064051052382e-01,2.052186829027017126e-04
3.900000000000000000e+01,2.531950252962026360e-01,1.990616200944641812e-01,8.450305833680514800e-01,9.095967271793589104e-01,2.008106880367937141e-04
4.000000000000000000e+01,2.434224411005609101e-01,2.488202524992361719e-01,8.532680687571363443e-01,8.969959212212121891e-01,1.963525491562421066e-04
4.100000000000000000e+01,2.296050825949877139e-01,1.823258697513221449e-01,8.638943063620097007e-01,8.997271065868351902e-01,1.918486659058843858e-04
4.200000000000000000e+01,2.440085669555794035e-01,2.095009402389278186e-01,8.576823673092645040e-01,9.254804295147812665e-01,1.873034830747281876e-04
4.300000000000000000e+01,2.475080273218434324e-01,2.212659585871123713e-01,8.337123905190262363e-01,9.111748945651333420e-01,1.827214862094813958e-04
4.400000000000000000e+01,2.409999485890990389e-01,2.318827296768033730e-01,8.645737060164857546e-01,9.243020440204291477e-01,1.781071971878587005e-04
4.500000000000000000e+01,2.258431849604324027e-01,2.312311325454597666e-01,8.826153408164959524e-01,8.875519554832523861e-01,1.734651697560346214e-04
4.600000000000000000e+01,2.285567832844179748e-01,2.059520556064899921e-01,8.625380518343459535e-01,9.123381473935204822e-01,1.687999850346456692e-04
4.700000000000000000e+01,2.287103634591525769e-01,1.692858881104085111e-01,8.885540603329118436e-01,9.089959413249678599e-01,1.641162469977771427e-04
4.800000000000000000e+01,2.067910460390405825e-01,2.940977058954246659e-01,8.657979967832033497e-01,9.207742336489832535e-01,1.594185779293970037e-04
4.900000000000000000e+01,2.214269064219607230e-01,1.565312817192290595e-01,8.656542005826165509e-01,9.280157348271730333e-01,1.547116138617192179e-04
5.000000000000000000e+01,2.312604734835351783e-01,1.845508300300689464e-01,8.842383071362558411e-01,9.033479820713250508e-01,1.499999999999999869e-04
5.100000000000000000e+01,2.131720253896560724e-01,1.867680746687585547e-01,8.780167495638332431e-01,9.285307673026143016e-01,1.452883861382807558e-04
5.200000000000000000e+01,2.084104608276909076e-01,2.113256222393474770e-01,8.951833559213251412e-01,9.305069065245229476e-01,1.405814220706029971e-04
5.300000000000000000e+01,2.118487411283667132e-01,1.431324366597789000e-01,8.778955177460450177e-01,9.282842518480214355e-01,1.358837530022228310e-04
5.400000000000000000e+01,2.211635347603488344e-01,2.613124872035774704e-01,8.951530292140480460e-01,9.231584424640897346e-01,1.312000149653543587e-04
5.500000000000000000e+01,2.085264754185588154e-01,2.279678322673762136e-01,8.951148108885611521e-01,9.196522193027480974e-01,1.265348302439653523e-04
5.600000000000000000e+01,2.096697989665537165e-01,1.769874862992257269e-01,9.122101436048131173e-01,9.002595234751208375e-01,1.218928028121413004e-04
5.700000000000000000e+01,2.055772101024668785e-01,2.118805551033101364e-01,8.772725478952675404e-01,9.277187486239067971e-01,1.172785137905186457e-04
5.800000000000000000e+01,2.160064576196689679e-01,2.247400221281728450e-01,9.011502102440942519e-01,9.595659057118199886e-01,1.126965169252717590e-04
5.900000000000000000e+01,2.146985232268888155e-01,1.905769624282812880e-01,9.038611969719132500e-01,9.369161578830946802e-01,1.081513340941156151e-04
6.000000000000000000e+01,1.942561596879533448e-01,2.344135002934522316e-01,9.097467843734673432e-01,9.503706171283949899e-01,1.036474508437579213e-04
6.100000000000000000e+01,2.069793911661827468e-01,2.151857982033669181e-01,9.033841362976516853e-01,9.654346173248830043e-01,9.918931196320628671e-05
6.200000000000000000e+01,1.984740130759239107e-01,1.511394147127488874e-01,9.025339788691985055e-01,9.407778168102498562e-01,9.478131709729834247e-05
6.300000000000000000e+01,2.001583051112272860e-01,2.565032734602939457e-01,9.023812926565895065e-01,9.297199459530166576e-01,9.042781640478288196e-05
6.400000000000000000e+01,1.910237507933925660e-01,1.699412305564751424e-01,8.980782458014904268e-01,9.264235557444899793e-01,8.613310626523909086e-05
6.500000000000000000e+01,2.018613355612568494e-01,2.466982025744799412e-01,8.882596209741073778e-01,9.439900056282298779e-01,8.190142503906797501e-05
6.600000000000000000e+01,1.937494767912238403e-01,1.581282307798685394e-01,8.854290097478806354e-01,9.223664235558350910e-01,7.773694888474267349e-05
6.700000000000000000e+01,1.962885436988476007e-01,2.034203197007607433e-01,9.333086919957511718e-01,9.298382059333163419e-01,7.364378763744429282e-05
6.800000000000000000e+01,1.935504194733739802e-01,1.961913831608061154e-01,9.011501255835342450e-01,9.447540080753448200e-01,6.962598075315045722e-05
6.900000000000000000e+01,1.905801138047722165e-01,1.854554366002156285e-01,9.140144775607997873e-01,9.411855986086018477e-01,6.568749332218038427e-05
7.000000000000000000e+01,1.942598298459838613e-01,1.270290903256053316e-01,9.132508983427237714e-01,9.249279307259523630e-01,6.183221215612903646e-05
7.100000000000000000e+01,1.904798178208220172e-01,2.098652061597049423e-01,9.139753012468370130e-01,9.469368764458446774e-01,5.806394195205350324e-05
7.200000000000000000e+01,1.852150870223215895e-01,2.356034000037844911e-01,9.080141571221728158e-01,9.475180483826736166e-01,5.438640153769653624e-05
7.300000000000000000e+01,1.883774483876373140e-01,2.036741072173285649e-01,8.957133828519155960e-01,9.382224618178020004e-01,5.080322020145224102e-05
7.400000000000000000e+01,1.891586140205827882e-01,1.866629044959864925e-01,8.972365658556865631e-01,9.235819565980188939e-01,4.731793411069668546e-05
7.500000000000000000e+01,1.814910534465276060e-01,1.824451702227449512e-01,9.259409411790108235e-01,9.402177975336457605e-01,4.393398282201787619e-05
7.600000000000000000e+01,1.867189212183054947e-01,2.258106474829744970e-01,9.096104404816719446e-01,9.651119420105876978e-01,4.065470588678829895e-05
7.700000000000000000e+01,1.928782423259619849e-01,2.047264544530236763e-01,9.155022293622677720e-01,9.349256639839726990e-01,3.748333955543105457e-05
7.800000000000000000e+01,1.808503737223148278e-01,2.299502457303340131e-01,9.166433535872047234e-01,9.438726837918877122e-01,3.442301358363162781e-05
7.900000000000000000e+01,1.805315896907226936e-01,2.126052434931859081e-01,9.268327495251678094e-01,9.370000000000000551e-01,3.147674814364643473e-05
8.000000000000000000e+01,1.828178986756643642e-01,1.901311207943711945e-01,9.081895813005919083e-01,9.699999999999999734e-01,2.864745084375789738e-05
8.100000000000000000e+01,1.848196717598276639e-01,2.164154076450944819e-01,9.026931288752364502e-01,9.234909738078022068e-01,2.593791385881574139e-05
8.200000000000000000e+01,1.775876127226160284e-01,2.188440984099644104e-01,9.306748849412369573e-01,9.244464844265922743e-01,2.335081117469777070e-05
8.300000000000000000e+01,1.849334154854001544e-01,2.364714423746188121e-01,9.119376714357118052e-01,9.331119954091026125e-01,2.088869594940843423e-05
8.400000000000000000e+01,1.781926054439064711e-01,1.951769033051965474e-01,9.236245566225829151e-01,9.520768705609404803e-01,1.855399799342046161e-05
8.500000000000000000e+01,1.830938851433309977e-01,1.868459136686058120e-01,9.267556456885590599e-01,9.387943974327418450e-01,1.634902137174483016e-05
8.600000000000000000e+01,1.811150787117721539e-01,2.213678909369274639e-01,8.910707895791162292e-01,9.248250522553940201e-01,1.427594213009709636e-05
8.700000000000000000e+01,1.786157986724220548e-01,2.556529566088613925e-01,9.197377967964122103e-01,9.369647174648689791e-01,1.233680614740286046e-05
8.800000000000000000e+01,1.756986753326575668e-01,1.755507420146361908e-01,9.175667682398142011e-01,9.278216422548165587e-01,1.053352711676229633e-05
8.900000000000000000e+01,1.726140227423026419e-01,1.859497992980884140e-01,9.153736257553423128e-01,9.257809383975736939e-01,8.867884656866181474e-06
9.000000000000000000e+01,1.750510015017861243e-01,1.868227510619128728e-01,9.165089903969141361e-01,9.502169585874143953e-01,7.341522555726969953e-06
9.100000000000000000e+01,1.772013916550969626e-01,2.320707377536796734e-01,9.095302638375680759e-01,9.488965326041881587e-01,5.955947148458556053e-06
9.200000000000000000e+01,1.766861896666913900e-01,2.129573833188508902e-01,9.156300145972855464e-01,9.358663749842441870e-01,4.712525830705354915e-06
9.300000000000000000e+01,1.714785730868991775e-01,2.644269459939357914e-01,9.222314638433635192e-01,9.297339563787831995e-01,3.612485709187900994e-06
9.400000000000000000e+01,1.723541407150621929e-01,2.473351458892472654e-01,9.195489349412220292e-01,9.655890423207098561e-01,2.656912390696691561e-06
9.500000000000000000e+01,1.705772192269912058e-01,2.415340021160098383e-01,9.374237938415648230e-01,9.651288500887884592e-01,1.846748910729350854e-06
9.600000000000000000e+01,1.744076208515322191e-01,1.812000046266351028e-01,9.367540335575690325e-01,9.443892875486559202e-01,1.182794802828335245e-06
9.700000000000000000e+01,1.672170142860098518e-01,2.643982309978629153e-01,9.223979235271950738e-01,9.617754623108069056e-01,6.657053095380005206e-07
9.800000000000000000e+01,1.752382257938890631e-01,2.268022212159134521e-01,9.250710719715239394e-01,9.608353263929606536e-01,2.959907357592661046e-07
9.900000000000000000e+01,1.728133858756677743e-01,1.928217597803205952e-01,9.289522031700966354e-01,9.258275965856394008e-01,7.401594514025999202e-08
1.000000000000000000e+02,1.684282873692745375e-01,2.633203243371171620e-01,9.402707450706001557e-01,9.402992358420956265e-01,0.000000000000000000e+00
