objid,ra,dec,label,gz_cw_frac,gz_ccw_frac,split
syn_cw_000062,346.903191752131,42.36113465608321,cw,0.8441673338104378,0.038509772860192526,train
syn_cw_000063,306.4092017460685,-21.969359381246683,cw,0.8254239120029139,0.055680126245835015,train
syn_cw_000064,337.01571869788114,23.523575600996764,cw,0.8855091755134048,0.009717649377076854,test
syn_cw_000065,221.4026016117011,58.80646201251159,cw,0.8210126022854787,0.05183296523637368,train
syn_cw_000066,315.85430589406394,28.892234130504534,cw,0.9045523611492903,0.07024840839871092,train
syn_cw_000067,129.41681443911187,-24.768978688260795,cw,0.921404173321777,0.08101133946791808,train
syn_cw_000068,312.14603468883735,49.58886630677655,cw,0.8767013598291407,0.05015162946871996,test
syn_cw_000069,287.38626442803906,17.995671693331815,cw,0.9052950315886555,0.07957926694361012,train
syn_cw_000070,320.40192305432385,-19.4405811778157,cw,0.8563374428959917,0.009398193984086901,train
syn_cw_000071,208.18085075862263,-55.68692714439095,cw,0.8698397027198691,0.05426446347075767,train
syn_cw_000072,103.15485076618239,10.899991268281298,cw,0.8045750374908575,0.0037348188749214417,train
syn_cw_000073,296.13620183747696,-16.777123030648454,cw,0.8190590768977828,0.05222432600548044,train
syn_cw_000074,277.1976791154999,-34.10147670037882,cw,0.8934335713728501,0.0085347464993768,train
syn_cw_000075,18.605419620698772,3.7625557881777567,cw,0.8810952682415161,0.06374299014982066,test
syn_cw_000076,261.3928801401582,57.10224953550416,cw,0.8774450522451793,0.032295647294124596,val
syn_cw_000077,286.26703011673334,-27.500129848551097,cw,0.8658457131058455,0.007845638134226595,train
syn_cw_000078,9.126267629564705,55.517809761351,cw,0.925397018076831,0.0695974206093698,train
syn_cw_000079,147.22305998913717,-39.204681591498506,cw,0.823465556400663,0.025024289816459534,train
syn_cw_000080,197.72159929420337,25.751510724007474,cw,0.8990296065076597,0.027993389694594285,train
syn_cw_000081,343.7515010387499,28.547630003492216,cw,0.8831531078767101,0.06117207462343523,train
syn_cw_000082,151.05602247400438,-30.272281259861103,cw,0.8533959017976893,0.07578461104643691,train
syn_cw_000083,5.181655906712113,-46.07128313917005,cw,0.8069003963032629,0.004072880231897014,val
syn_cw_000084,307.9658102439626,24.438943125602847,cw,0.8711260743630989,0.009783416065100149,val
syn_cw_000085,176.98171504205965,-3.1833875063321173,cw,0.8259802804865023,0.043385164923797306,test
syn_cw_000086,143.46170438305444,13.902011766265971,cw,0.8952640476301466,0.004530400977204452,train
syn_cw_000087,134.86054126552963,15.10318988570836,cw,0.8754704387870131,0.08564898411883223,train
syn_cw_000088,237.12970738282021,-40.44786875022844,cw,0.8105853121100646,0.06424192782063157,test
syn_cw_000089,9.544071794983854,10.293069752815597,cw,0.9410345362137437,0.0575474177875879,val
syn_cw_000090,139.7411734343479,17.194586213082374,cw,0.8687379335737275,0.0545616789315935,train
syn_cw_000091,338.92733115954906,-13.667683463907089,cw,0.9441785845735872,0.09053506419560638,train
syn_cw_000092,70.48480852414671,-51.676643894980145,cw,0.8151167002066141,0.0018221825651549728,train
syn_cw_000093,33.99946587213422,21.960812809962817,cw,0.8106782972690344,0.03189756302937613,train
syn_cw_000094,304.15511194900364,-57.2073677117009,cw,0.9221702723883404,0.028185477477339994,train
syn_cw_000095,42.539337943796255,23.60845984369807,cw,0.8943414270169826,0.0877472013527053,train
syn_cw_000096,264.6255757693989,36.41771164618183,cw,0.842305185885696,0.01774395437797228,train
syn_cw_000097,270.221310590709,36.82016871207168,cw,0.9485757713001011,0.04126176769114265,train
syn_cw_000098,133.92651088540194,33.16955528903962,cw,0.8511205310379527,0.09307573256035648,train
syn_cw_000099,309.02859066348424,-8.520716714997796,cw,0.9126306601687246,0.07545428740846824,train
syn_cw_000100,37.12459278093574,48.306348801548,cw,0.8757878558671786,0.08264574661077417,train
syn_cw_000101,115.21785637102023,47.46278741954406,cw,0.8583802518101245,0.001083765148029836,test
syn_cw_000102,325.93751151093494,-49.04559878566397,cw,0.8478970456385623,0.0950061967050805,train
syn_cw_000103,342.2185728975202,8.81254657479434,cw,0.8947755818254699,0.04484455219783198,train
syn_cw_000104,105.55587781130323,-20.560254555610086,cw,0.9008777684115558,0.075237452943768,train
syn_cw_000105,284.9684557413055,34.75417713534647,cw,0.8136809154573036,0.04944203047025815,val
syn_cw_000106,20.721153605991944,5.943465878848258,cw,0.8662295752060066,0.08877041827582999,test
syn_cw_000107,126.32940451874833,-45.9519580286873,cw,0.8214487523079255,0.07615106317174723,val
syn_cw_000108,222.558502793854,-47.86527886526517,cw,0.8126160209172497,0.070096913145912,train
syn_cw_000109,26.19468229110967,38.62320711484274,cw,0.9059363340734745,0.008134878064189976,train
syn_cw_000110,30.541577070669092,58.39674942014105,cw,0.8561406193634181,0.037064214706689094,train
syn_cw_000111,292.6078442127009,53.66982928606305,cw,0.9479001595734307,0.07533781852589416,train
syn_cw_000112,135.45345079112968,-49.97991399615975,cw,0.9165720373891155,0.05584042497358051,train
syn_cw_000113,152.71992332891145,48.76252621136831,cw,0.8166796223459227,0.049262510429085915,test
syn_cw_000114,4.087312116270865,-3.7607229607048467,cw,0.8084454913522756,0.011881791626807192,train
syn_cw_000115,42.309448839757756,17.905236253927626,cw,0.9119067318898135,0.05833687650971597,train
syn_cw_000116,346.3821174508351,-15.015530457155513,cw,0.8428568129422791,0.08685991281894603,val
syn_cw_000117,80.49450186700295,55.58670473287336,cw,0.8018231712034725,0.09698788267076391,val
syn_cw_000118,15.5375683022074,46.93717364376853,cw,0.879155166362945,0.09929647961193004,test
syn_cw_000119,26.56676330474359,6.462514128158489,cw,0.9453953803428649,0.052309784417014886,train
syn_cw_000120,226.5835097286945,23.489842678154062,cw,0.8681811597151661,0.06275580800840634,test
syn_cw_000121,210.35315229231608,48.138961258918684,cw,0.8068169570512187,0.028096318959223033,train
syn_cw_000122,342.14813426756115,46.83165406690996,cw,0.868348512917857,0.06201325978015368,train
syn_cw_000123,99.85722587320777,-37.42546083314864,cw,0.8695547607409974,0.03533522280260528,val
syn_cw_000124,210.11620026631394,-50.67184356420182,cw,0.946159221149925,0.0986210744479603,train
syn_cw_000125,251.33821704710826,4.331563961294449,cw,0.8464291424429492,0.08137950197069488,test
syn_cw_000126,246.50322211939653,-40.485967278613046,cw,0.9366390776740764,0.08225372429231691,train
syn_cw_000127,341.9279687850927,27.08634100660319,cw,0.8920122793903685,0.04182430362906189,train
syn_cw_000128,335.78225400744475,43.927666740049006,cw,0.8067828005159284,0.0026366974497252006,test
syn_cw_000129,135.52681207609785,37.26639969381995,cw,0.9480914193972417,0.01504168911035282,train
syn_cw_000130,213.88705752676864,-14.293097204277416,cw,0.9454871596721905,0.08421189231357087,train
syn_cw_000131,301.79833369600965,-3.7568208246035653,cw,0.8622229253506498,0.027340707193070624,train
syn_cw_000132,20.29517879433376,43.76668515060639,cw,0.9219351513695117,0.09997176732861307,val
syn_cw_000133,358.78926134660594,6.6518046723152935,cw,0.9153481122770766,0.0944765729882428,train
syn_cw_000134,305.87306064386814,-30.31822779081628,cw,0.8675816202965141,0.0129159415151495,train
syn_cw_000135,343.45836981314005,12.740956134105602,cw,0.8342964208255195,0.06717006844058568,train
syn_cw_000136,222.5261665648425,-17.02047383605914,cw,0.8170336388299444,0.06715731955927996,train
syn_cw_000137,187.31077232536558,32.678207008276715,cw,0.8780245251667991,0.08521815003185401,train
syn_cw_000138,198.6864619588148,7.312556584246352,cw,0.9314980403987518,0.04034828662123971,train
syn_cw_000139,48.245482242230665,-56.546078842399325,cw,0.9132705883510429,0.06203095513534647,train
syn_cw_000140,253.46871651572047,-34.44430061893071,cw,0.8204557213380155,0.001454466566788193,val
syn_cw_000141,126.21152117037491,10.790122422555967,cw,0.8588366067649599,0.04374749220237291,train
syn_cw_000142,325.49713001774944,-18.209343957203956,cw,0.8770984233739717,0.07836530127411431,val
syn_cw_000143,142.75540163565725,14.65040402734482,cw,0.9293545563120118,0.09495206236576421,val
syn_cw_000144,52.946453134453655,51.19051501937933,cw,0.8738174439619307,0.025824438829895838,test
syn_cw_000145,165.28887224577406,57.60390903425724,cw,0.8738927140989304,0.03287516102875082,val
syn_cw_000146,228.02430755402128,-31.182525746616832,cw,0.8113794992162996,0.012887972191064924,test
syn_cw_000147,46.09650202479808,-41.77167677852468,cw,0.8208240758974116,0.06408747448032147,train
syn_cw_000148,65.47683038369213,-18.51992600113641,cw,0.9345182614859018,0.04739616402628724,train
syn_cw_000149,240.32078586756978,-39.32161545580442,cw,0.8288433528213006,0.004086861626647886,train
syn_cw_000150,60.816622705979235,-26.569159316164964,cw,0.826551572641512,0.008870253375705562,test
syn_cw_000151,43.42891359621629,-4.706547836072907,cw,0.8309500577608689,0.036426986104807546,val
syn_cw_000152,181.23021750774848,22.847379435523834,cw,0.8058968209761649,0.07994103989090427,train
syn_cw_000153,226.0441402167268,-50.18891616613537,cw,0.9310367936160167,0.09208724005318132,val
syn_cw_000154,21.98806554775095,-26.774682222335557,cw,0.9209301919689592,0.07482596903836584,train
syn_cw_000155,66.42756696829584,-34.87808119959476,cw,0.8555708154187074,0.048452298519102134,test
syn_cw_000156,222.57171775090654,-15.73036325162731,cw,0.8693802074199722,0.07474709381337566,train
syn_cw_000157,13.205953040615244,-29.70756667871751,cw,0.9070024378826829,0.08952068376871994,train
syn_cw_000158,184.2038791616398,3.8536182318378778,cw,0.8160758017009665,0.04474123668234547,test
syn_cw_000159,191.74221592380835,-30.90353956383244,cw,0.8403864846424072,0.03772841631046227,val
syn_cw_000160,7.225631199981493,-21.350500130018602,cw,0.8317172010494818,0.03274973521779147,test
syn_cw_000161,43.11436745493044,46.86327368878739,cw,0.8890388680331074,0.06791023191444896,train
syn_cw_000162,284.1016458986418,-0.1869361285131248,cw,0.8130380432131136,0.05371065418185478,train
syn_cw_000163,211.2628024875165,29.452736902119597,cw,0.8647489319344519,0.012758030279556376,train
syn_cw_000164,102.1593260875408,-16.430124432163787,cw,0.8968875861997402,0.05707783046689119,test
syn_cw_000165,128.19482132322466,58.38182985515756,cw,0.8908662229035331,0.02372267917359945,train
syn_cw_000166,36.64169014334534,-41.656903297880156,cw,0.8368936592576762,0.016068137325955568,val
syn_cw_000167,67.16412865847008,-25.78857975673835,cw,0.8260060392942132,0.08967654246264252,train
syn_cw_000168,28.884148438191197,2.9413667484305606,cw,0.8615595240484493,0.09823786169086064,train
syn_cw_000169,40.334004780498844,-12.257328114511004,cw,0.9454205649913053,0.08655071258939803,train
syn_cw_000170,294.1459455417408,-29.05166075460722,cw,0.8256331381085099,0.0668643219924431,train
syn_cw_000171,334.5753560859309,6.8115471616715695,cw,0.885741903420485,0.027997909366028417,val
syn_cw_000172,277.01745594909727,-37.5547501730972,cw,0.8485518854606366,0.04254364386164168,train
syn_cw_000173,182.7397363264038,-30.91083211019037,cw,0.8172255237108805,0.06106200424416326,train
syn_cw_000174,103.90699916649208,9.74858657071347,cw,0.8231544072911304,0.048114010185481754,test
syn_cw_000175,191.73219571857092,-53.78117558130877,cw,0.8504906417290882,0.013441467693897424,train
syn_cw_000176,22.814989370196386,58.79522788679343,cw,0.8483530767462085,0.08098744458546349,train
syn_cw_000177,91.67063571495498,21.780326666871517,cw,0.914034178983453,0.05956387406078443,test
syn_cw_000178,169.76742787805702,-10.579090302327778,cw,0.8523302399814493,0.0929529144247826,train
syn_cw_000179,299.0229868035825,55.80322927998151,cw,0.8186445835228318,0.07308674752036443,train
syn_cw_000180,337.80256445557364,-38.25203206012078,cw,0.8099744401050166,0.0741120649290059,train
syn_cw_000181,206.8103207447683,41.01945321099265,cw,0.8209658564939435,0.07952673118598902,train
syn_cw_000182,72.58583521718803,-40.361286856115456,cw,0.824639869689649,0.08145747202313822,train
syn_cw_000183,239.47099945063204,2.767850972294319,cw,0.8538245726185254,0.08772005408131084,test
syn_cw_000184,141.28023867214873,37.99193273658925,cw,0.8658702362855328,0.03769444294249076,test
syn_cw_000185,166.5647228410583,-23.834655100302953,cw,0.9121414070264378,0.05027203900924792,train
syn_cw_000186,83.59657025285424,47.948948792948215,cw,0.8575836832059818,0.054355286111398865,train
syn_cw_000187,326.3299599472369,14.908559509679051,cw,0.8175347061062547,0.09398321236134752,train
syn_cw_000188,225.97489910571042,-19.811326241149665,cw,0.8208908108995081,0.0794025189270296,train
syn_cw_000189,223.22619213426486,4.015331037158589,cw,0.9340838874576437,0.07885972112245308,train
syn_cw_000190,54.602956703790426,-22.593351864534213,cw,0.8372733709721699,0.0743946292572677,train
syn_cw_000191,12.071676504880578,8.38676218455798,cw,0.9143688028611037,0.08767656367617495,train
syn_cw_000192,123.14942953772669,38.55087656064154,cw,0.8165947605432812,0.08464522917345182,test
syn_cw_000193,45.89591843951367,-12.325525132755928,cw,0.919594304866933,0.014991742734877378,train
syn_cw_000194,82.53050228375093,26.67030820716795,cw,0.9080054804819112,0.06411476328852973,train
syn_cw_000195,249.821440008156,5.126933201711537,cw,0.8377698588360429,0.034569599350391944,train
syn_cw_000196,65.37517804851323,49.0140673600354,cw,0.8875087692149182,0.04008514167636399,train
syn_cw_000197,166.32208931188777,53.67400075341784,cw,0.823002710467412,0.058622983201679725,test
syn_cw_000198,182.11992439840776,13.374508252157739,cw,0.8027165275731262,0.08721239089441515,train
syn_cw_000199,335.56258169410046,7.815982030705072,cw,0.9044976235815338,0.09224993811772958,train
syn_cw_000200,254.6059083528235,-41.69531485028864,cw,0.886443254025022,0.06067150463828559,train
syn_cw_000201,152.68704166885897,28.373308274966746,cw,0.9401550522153522,0.09255685129067764,val
syn_cw_000202,162.30217370548755,-46.41143449910937,cw,0.9477261798443503,0.08388980864459342,train
syn_cw_000203,44.87856523317606,50.50102591408468,cw,0.9304844543093193,0.051883805712607214,test
syn_cw_000204,212.85915686817452,-12.11967553558437,cw,0.8082142458233047,0.03351972416459009,train
syn_cw_000205,289.0272414952841,-59.444157239447655,cw,0.8500248757536717,0.039816869359094335,test
syn_cw_000206,193.46241705765223,50.382673969531254,cw,0.8519518991548942,0.03469532018962277,train
syn_cw_000207,265.5004493195094,-5.73384709322314,cw,0.8336907234409974,0.04524395161326934,train
syn_cw_000208,50.70852733672795,-38.8335616192532,cw,0.8747551659109221,0.041892544950454795,train
syn_cw_000209,329.34452438451603,-16.512732106004023,cw,0.8870882525417065,0.06322642879195305,train
syn_cw_000210,4.714004371800109,19.62448464200527,cw,0.8267053950304628,0.09610703174694551,train
syn_cw_000211,53.51858199112066,-10.245105152757155,cw,0.8128024502117966,0.09968742518459474,train
syn_cw_000212,180.79020371924733,11.44620207840525,cw,0.8100614716082641,0.07499604703991779,train
syn_cw_000213,75.56601351441087,47.76651473288565,cw,0.8307709460723012,0.01906877206636666,train
syn_cw_000214,13.157880425314158,-3.3519665868000885,cw,0.8847261699893925,0.006570863942835237,train
syn_cw_000215,279.1899420102038,-5.605339830236687,cw,0.878658540399137,0.04407627469382282,test
syn_cw_000216,144.27470191511736,7.156839756986145,cw,0.8232860368896069,0.018192813049527114,test
syn_cw_000217,310.2428235648662,53.53385545603592,cw,0.855996397441963,0.02707446731435538,test
syn_cw_000218,231.83983556604568,-10.951899468228433,cw,0.8038079533490518,0.015615259736619036,train
syn_cw_000219,257.7500023850631,19.070873029218163,cw,0.8040643988755226,0.022197216193294945,test
syn_cw_000220,83.1869267717057,20.627129231847405,cw,0.8029565806631547,0.010410858198457384,val
syn_cw_000221,287.9697907343482,-38.574640553479966,cw,0.8979119161777812,0.023818278104672654,train
syn_cw_000222,35.79890139336426,-30.81933708006551,cw,0.9083400397783489,0.08556964681062858,test
syn_cw_000223,298.879151244117,-12.337976445785422,cw,0.900212770485597,0.020498429541582097,train
syn_cw_000224,105.53318289396478,47.56029822253437,cw,0.8019502885266104,0.008550853085446808,train
syn_cw_000225,74.83905185256984,-56.81613553514163,cw,0.8272153152634696,0.05830415609696922,val
syn_cw_000226,151.71283821329925,47.12060532923698,cw,0.9226165342607662,0.0341817351697876,train
syn_cw_000227,93.39243603526529,-14.436911019927969,cw,0.8885442413772212,0.026806364082287627,train
syn_cw_000228,224.69360682568825,-10.870601737051146,cw,0.882807077127797,0.04361265291353167,train
syn_cw_000229,106.00767343509037,53.81439683545881,cw,0.9145408691239642,0.014011317576645255,train
syn_cw_000230,312.6484713232486,-1.508256210058363,cw,0.9341828340341137,0.07998552559473153,train
syn_cw_000231,153.07686160892405,-57.30368300158591,cw,0.840301603907742,0.05416342146608669,train
syn_cw_000232,228.052159137413,-29.053477748015727,cw,0.8209034111109237,0.08349302367992992,train
syn_cw_000233,354.3847850532788,3.082821876322299,cw,0.8257518928772456,0.027230732651936897,train
syn_cw_000234,6.620643557088024,49.71585678725988,cw,0.8176626624335213,0.05765164755142536,train
syn_cw_000235,98.65987944739416,6.501360301895204,cw,0.8977130582527797,0.08297418037072017,train
syn_cw_000236,74.31165783381715,-58.680500560982345,cw,0.8205328445103212,0.09000186418481051,train
syn_cw_000237,314.6004279225055,11.68957226043699,cw,0.890077529065048,0.06650366745462555,train
syn_cw_000238,63.133660304441854,49.72943351099518,cw,0.862815578733811,0.03831385282494975,train
syn_cw_000239,186.81037390182152,-54.36408398699339,cw,0.824942505313412,0.07380336164263705,train
syn_cw_000240,29.807520453045527,12.378253135966588,cw,0.8368023664521982,0.038929561404197656,val
syn_cw_000241,103.92974523745195,-17.319274024206102,cw,0.9078568857776369,0.029712171562317504,test
syn_cw_000242,203.90567050688298,-2.8739517361080402,cw,0.8995506748043973,0.09368297393247581,train
syn_cw_000243,263.72595499569013,-34.20715456910919,cw,0.8046774702591928,0.02622640442998251,train
syn_cw_000244,214.22805505209175,-53.82890238188996,cw,0.8744549370801855,0.05968428489168892,train
syn_cw_000245,120.32780069410589,32.50946444949864,cw,0.8159897379700658,0.007513778173580877,train
syn_cw_000246,262.1479522332972,-0.5410420552561845,cw,0.9032603594641604,0.04348273386037463,train
syn_cw_000247,88.70473196607846,38.29227812090397,cw,0.919912381845347,0.06946964708544268,train
syn_cw_000248,97.97224940278657,10.827680024290459,cw,0.854146084541004,0.009158207332663416,train
syn_cw_000249,330.2328871664074,-43.58176428972463,cw,0.9425356030731205,0.04460057729579558,train
syn_cw_000250,66.64785438190307,5.028113685402971,cw,0.9309418753814613,0.07322248864095612,test
syn_cw_000251,290.3620132301219,19.05400400528609,cw,0.9038414846776779,0.08491956515653193,train
syn_cw_000252,89.88048318930694,-1.2690043628231393,cw,0.8331814162729404,0.09876680079966471,train
syn_cw_000253,339.8613622871808,-55.26878263577929,cw,0.9058362758773533,0.09252483174156659,val
syn_cw_000254,65.00712424584007,8.153427666315537,cw,0.9373232446382063,0.0033945978585798843,train
syn_cw_000255,251.07129620886238,-24.31811911529391,cw,0.9386594293064796,0.09710582451653678,train
syn_cw_000256,339.9359360808362,-3.0942940011043447,cw,0.9293063976483971,0.08445493985350705,train
syn_cw_000257,114.87617036757203,39.469856898081275,cw,0.805551145207324,0.059626987848205304,train
syn_cw_000258,82.8031814235731,-45.531973706726546,cw,0.8115429802443814,0.06962887758781398,train
syn_cw_000259,122.35498695650381,26.972012583451374,cw,0.8098034511198414,0.03152903378306104,train
syn_cw_000260,194.2168652551214,34.886779780675624,cw,0.8478128754398105,0.06258913764370092,train
syn_cw_000261,318.9519893650274,13.903582581876549,cw,0.8349439212130451,0.0024400781556538024,train
syn_cw_000262,313.2355946043348,-57.44767069795354,cw,0.93120525090263,0.0528937134027212,val
syn_cw_000263,338.06437146464265,35.853988292839844,cw,0.9496901165800007,0.03507118154517102,train
syn_cw_000264,276.1877840152057,-11.768290366890938,cw,0.8719813430455864,0.062750546321837,train
syn_cw_000265,314.52376110708195,58.09001630391542,cw,0.9152410120796778,0.04177667821673338,train
syn_cw_000266,151.68852081974526,28.509876190666972,cw,0.8358165718652454,0.011047411313139466,val
syn_cw_000267,127.66397675067955,-25.531321001510193,cw,0.8444462180683986,0.023360775104990995,train
syn_cw_000268,15.153548269090278,-57.855127831990345,cw,0.9481583584604047,0.042777313373586236,train
syn_cw_000269,138.3575929774854,21.55767392316838,cw,0.8327380831797597,0.09499611839502253,train
syn_cw_000270,283.0842051895987,-49.270679722528854,cw,0.8626371163677393,0.08791183075621647,train
syn_cw_000271,340.1035280249077,-3.9118186500156327,cw,0.8920117083816061,0.016703394609207525,train
syn_cw_000272,356.82070540931153,-32.19939583398679,cw,0.9414097661202689,0.06496466489923684,train
syn_cw_000273,218.7852461563893,1.5226213219810276,cw,0.8346004717576638,0.017652803200550828,train
syn_cw_000274,79.37503526526312,-37.62740854268946,cw,0.916937671035013,0.03501252591667301,train
syn_cw_000275,20.823363562822692,56.292315616897355,cw,0.9325678827445139,0.0927752283195213,test
syn_cw_000276,358.1668161527167,-39.13257009366153,cw,0.8594363028353988,0.07582384757040914,val
syn_cw_000277,250.5674224993652,-41.53249123921739,cw,0.9223749687485927,0.02244405718366607,train
syn_cw_000278,80.57434133614431,4.4369307472096295,cw,0.8889409902262555,0.05800862078378112,test
syn_cw_000279,32.93526146319175,45.29530351564564,cw,0.8398400063883059,0.012951492128280418,train
syn_cw_000280,319.94930875283177,54.6781797875704,cw,0.9293191425898176,0.08095160747248781,train
syn_cw_000281,235.88711303004783,6.102884473096722,cw,0.8130480139867116,0.04084532130706987,test
syn_cw_000282,134.16786612443303,-28.829545948760856,cw,0.9085130170532878,0.049587573507877084,train
syn_cw_000283,29.176637726753256,-33.57801576602264,cw,0.9024888145489395,0.007613085949030019,test
syn_cw_000284,306.43448905755673,-0.5824167583230775,cw,0.8720879865989972,0.059240778465951764,train
syn_cw_000285,296.8851477330537,-18.262895051736834,cw,0.9017024228838596,0.05657319639957911,train
syn_cw_000286,96.13017726099167,45.43559836261896,cw,0.9196139032410393,0.06584518346584255,test
