ra,dec,total_flux_144,peak_flux_144,compactness,angular_size,spectral_index_nvss,spectral_index_first,type,log_total_flux,log_angular_size,recon_error,error_sigma,radio_class,is_uss,panstarrs_match,wise_match,optical_id,no_optical_counterpart
232.49698,42.55042,746.6383,709.9197,0.9106,3.963,1.558,-0.365,anomaly,2.873110263988396,0.5980240723341896,1.3494506,9.853568,gps_candidate,False,False,True,True,False
156.89423,26.11438,783.6807,625.4148,0.8893,1.087,1.289,0.452,anomaly,2.8941391513657124,0.03622954408629453,1.3489678,9.8499,gps_candidate,False,True,True,True,False
180.67013,56.61828,1076.1831,402.6643,0.403,95.392,-0.774,-0.879,resolved_agn,3.0318861677565883,1.9795119543525368,1.3471715,9.836255,unclassified_anomaly,False,True,True,True,False
121.8306,33.29026,734.3968,697.605,0.9968,3.548,1.23,0.278,anomaly,2.8659307758383794,0.5499836111596887,1.3448185,9.81838,gps_candidate,False,False,False,False,True
198.47352,22.81897,909.1515,448.1958,0.4548,19.889,-0.697,-0.528,resolved_agn,2.9586362596044204,1.298612947759947,1.3447671,9.817989,unclassified_anomaly,False,False,False,False,True
162.53167,38.30627,989.1128,456.6951,0.4541,116.051,-0.891,-0.859,resolved_agn,2.995245822056324,2.064648887080698,1.343713,9.809982,unclassified_anomaly,False,False,True,True,False
208.33702,47.16272,790.6779,539.6645,0.8334,3.185,1.47,0.224,anomaly,2.897999600132796,0.5031094366713692,1.340625,9.786524,gps_candidate,False,False,False,False,True
209.9107,34.65076,707.1277,634.4264,0.9823,1.512,1.502,-0.213,anomaly,2.8494978500024697,0.17955179116518774,1.3404801,9.785423,gps_candidate,False,False,False,False,True
196.53625,32.46936,1042.0926,415.7734,0.4002,107.663,-0.905,-0.598,resolved_agn,3.017906311940661,2.032066477145035,1.3404543,9.785228,unclassified_anomaly,False,False,True,True,False
142.583,32.65223,713.2078,682.5576,0.8243,1.623,1.955,0.399,anomaly,2.853216084192654,0.21031851982623187,1.3370426,9.75931,gps_candidate,False,False,True,True,False
157.76872,47.18293,743.6857,582.8766,0.8409,3.001,0.866,-0.443,anomaly,2.8713894307132475,0.4772659954248526,1.3359284,9.750846,gps_candidate,False,False,True,True,False
129.55266,40.77488,699.4779,632.3626,0.8822,1.264,0.773,-0.089,anomaly,2.8447739975130912,0.10174707394636621,1.331122,9.714334,gps_candidate,False,False,True,True,False
244.21849,20.01924,1001.5932,470.7839,0.4887,91.951,-0.672,-0.56,resolved_agn,3.0006913673714446,1.963556456707542,1.3281828,9.692005,unclassified_anomaly,False,False,False,False,True
213.02621,32.90312,757.995,735.3231,0.9915,2.268,1.544,-0.144,anomaly,2.8796663408832788,0.35564305022086895,1.3203981,9.632868,gps_candidate,False,True,False,True,False
244.55675,21.74013,1046.7087,414.7118,0.41,100.553,-0.867,-0.761,resolved_agn,3.019825833937803,2.002395032307298,1.3200237,9.630024,unclassified_anomaly,False,False,True,True,False
138.74232,54.31669,739.623,779.2471,0.9645,3.071,1.818,0.16,anomaly,2.8690104079194936,0.48727981644306895,1.3194591,9.625734,gps_candidate,False,True,False,True,False
157.84607,58.95591,983.6763,408.9535,0.3623,20.834,-0.942,-0.996,resolved_agn,2.9928522079314557,1.3187726598254796,1.3145407,9.588372,unclassified_anomaly,False,True,False,True,False
215.1532,44.62933,964.7453,466.0734,0.4957,61.111,-0.618,-0.712,resolved_agn,2.9844126714735073,1.7861193904278703,1.313267,9.578696,unclassified_anomaly,False,False,False,False,True
179.66651,45.20252,743.0503,609.1669,0.952,1.733,1.708,0.242,anomaly,2.8710182138588736,0.23879856271391703,1.3124673,9.572621,gps_candidate,False,True,False,True,False
157.80652,27.04022,683.0017,576.287,0.8916,1.076,1.275,-0.244,anomaly,2.834421784647419,0.0318122713303704,1.312431,9.572345,gps_candidate,False,True,True,True,False
241.98085,58.11494,945.2725,457.7047,0.4583,37.494,-0.821,-0.889,resolved_agn,2.9755570235215307,1.573961775051052,1.3103372,9.556439,unclassified_anomaly,False,True,False,True,False
123.3101,55.61475,750.5848,595.0428,0.9318,2.686,0.812,-0.429,anomaly,2.875399765322247,0.4291060083326965,1.3066872,9.528712,gps_candidate,False,False,True,True,False
141.52334,58.84985,1008.8478,391.5875,0.3833,23.105,-0.802,-0.748,resolved_agn,3.003825651265691,1.3637059728547238,1.3044416,9.511653,unclassified_anomaly,False,False,False,False,True
158.37469,31.60122,974.6822,425.5501,0.4124,90.041,-0.985,-1.059,resolved_agn,2.9888630348936536,1.95444030965223,1.2927046,9.422491,unclassified_anomaly,False,False,True,True,False
134.15243,23.58509,978.2401,463.1496,0.4815,118.224,-0.822,-0.763,resolved_agn,2.9904454614414866,2.0727056492146905,1.2836052,9.353367,unclassified_anomaly,False,False,False,False,True
121.02984,39.39648,715.0031,658.6354,0.9534,2.72,1.92,0.435,anomaly,2.8543079247520953,0.43456890403419873,1.278158,9.311987,gps_candidate,False,True,True,True,False
151.13873,60.72416,706.5622,666.2381,0.9755,1.534,1.643,0.02,anomaly,2.8491503996279346,0.18582535961296218,1.2747066,9.2857685,gps_candidate,False,True,True,True,False
154.94034,29.31057,674.4017,628.2565,0.9456,1.873,1.682,-0.359,anomaly,2.828918656367114,0.2725377773752374,1.274052,9.280795,gps_candidate,False,True,False,True,False
148.87145,41.05211,729.9412,731.7711,0.9533,1.299,1.393,0.015,anomaly,2.863287877183404,0.11360915107302785,1.2721438,9.2663,gps_candidate,False,True,True,True,False
235.56626,64.558,687.2063,674.0608,0.8587,1.721,0.968,0.166,anomaly,2.8370871322590046,0.2357808703275603,1.2714617,9.261118,gps_candidate,False,False,False,False,True
220.7261,43.68683,979.0409,440.3192,0.4683,72.723,-0.505,-0.491,resolved_agn,2.9908008350853463,1.86167178628338,1.2667822,9.22557,unclassified_anomaly,False,True,True,True,False
170.69732,42.59117,753.8015,754.8276,0.8906,3.006,1.465,-0.07,anomaly,2.8772569973230246,0.4779889762508893,1.266334,9.222165,gps_candidate,False,False,True,True,False
197.88611,24.85473,707.9808,581.8059,0.8385,3.789,1.596,-0.241,anomaly,2.8500214800525963,0.5785246052749932,1.2646673,9.209503,gps_candidate,False,False,True,True,False
211.72007,64.51599,904.5811,452.9711,0.4735,40.176,-0.519,-0.53,resolved_agn,2.9564475095082234,1.6039666953688472,1.2576759,9.156392,unclassified_anomaly,False,True,True,True,False
194.4334,64.76984,947.4603,442.4996,0.4825,43.496,-0.872,-1.101,resolved_agn,2.976561021434676,1.6384493199936543,1.2542892,9.130665,unclassified_anomaly,False,False,True,True,False
142.11802,44.26662,909.9839,408.9188,0.4262,18.581,-0.737,-0.538,resolved_agn,2.959033708581519,1.2690690833279767,1.253943,9.128035,unclassified_anomaly,False,True,False,True,False
225.06931,49.92845,950.4769,443.332,0.4674,44.923,-0.748,-0.816,resolved_agn,2.9779415664150966,1.6524687511499914,1.2538785,9.127545,unclassified_anomaly,False,True,True,True,False
135.56896,56.29523,962.6507,407.5889,0.4628,28.585,-0.694,-0.648,resolved_agn,2.983468730965266,1.4561381965502913,1.2502794,9.100204,unclassified_anomaly,False,False,False,False,True
231.76889,55.68687,1000.4187,439.8709,0.4585,97.772,-0.717,-0.544,resolved_agn,3.00018180104218,1.9902144990968444,1.2499256,9.097517,unclassified_anomaly,False,False,True,True,False
182.41136,40.45341,1089.7155,353.9307,0.3527,83.764,-0.968,-0.731,resolved_agn,3.037313128300592,1.9230574081221832,1.2488756,9.0895405,unclassified_anomaly,False,True,False,True,False
186.51247,63.25168,586.5931,721.0952,0.9764,3.035,1.726,-0.239,anomaly,2.7683369501386528,0.48215869541127643,1.2475448,9.079431,gps_candidate,False,True,True,True,False
143.27775,61.33651,972.8556,431.3538,0.4804,96.893,-0.822,-1.015,resolved_agn,2.988048383149024,1.9862924027351332,1.2463835,9.070609,unclassified_anomaly,False,False,True,True,False
138.43791,45.06321,863.5186,456.7548,0.4829,16.015,-0.789,-0.756,resolved_agn,2.9362716966114855,1.2045269429998406,1.2445034,9.056326,unclassified_anomaly,False,False,True,True,False
124.70193,48.09653,714.5622,722.1527,0.9595,1.88,1.334,0.138,anomaly,2.854040038502838,0.2741578492636798,1.2391387,9.0155735,gps_candidate,False,True,True,True,False
189.87688,30.46622,991.2882,433.5334,0.4313,108.389,-0.655,-0.747,resolved_agn,2.9961999364967067,2.034985209492913,1.2387657,9.012739,unclassified_anomaly,False,True,True,True,False
157.93104,34.01056,960.4928,410.8339,0.4023,33.915,-0.672,-0.671,resolved_agn,2.982494113672476,1.530391821401041,1.2374786,9.002962,unclassified_anomaly,False,False,False,False,True
130.10801,26.95354,725.2666,622.6039,0.8296,3.926,1.838,-0.073,anomaly,2.86049767777928,0.5939502952639875,1.2365263,8.995728,gps_candidate,False,False,True,True,False
237.4379,52.28209,951.8047,436.2354,0.459,39.695,-0.651,-0.773,resolved_agn,2.9785478450088885,1.598735806280405,1.2352048,8.985689,unclassified_anomaly,False,False,True,True,False
193.3124,33.91448,951.9687,406.8813,0.4645,44.021,-0.799,-0.551,resolved_agn,2.9786226693500715,1.6436599039499293,1.227518,8.927295,unclassified_anomaly,False,True,True,True,False
212.72347,45.21672,1031.2103,394.0851,0.3836,82.3,-0.87,-0.992,resolved_agn,3.013347242214648,1.9153998352122699,1.2216898,8.88302,unclassified_anomaly,False,False,True,True,False
127.94898,35.84089,947.2397,364.6023,0.3625,49.637,-0.675,-0.403,resolved_agn,2.976459891584947,1.695805525388794,1.2186431,8.859876,unclassified_anomaly,False,False,True,True,False
121.29347,35.71599,1028.2022,384.8086,0.4245,93.743,-0.929,-0.929,resolved_agn,3.012078528773223,1.9719388478677606,1.2177862,8.853367,unclassified_anomaly,False,False,False,False,True
224.86003,28.66879,995.5372,411.316,0.4437,53.307,-0.823,-0.899,resolved_agn,2.998057492844472,1.7267842420802684,1.2165772,8.844182,unclassified_anomaly,False,False,False,False,True
159.68649,50.35757,960.3971,412.7899,0.4398,44.534,-0.524,-0.543,resolved_agn,2.982450839998173,1.6486917047856013,1.2119924,8.809353,unclassified_anomaly,False,False,True,True,False
245.17591,27.90109,939.8536,398.3747,0.39,26.989,-0.741,-0.661,resolved_agn,2.973060209276461,1.4311867933179998,1.2098248,8.792887,unclassified_anomaly,False,False,True,True,False
133.18099,54.26453,738.2413,605.962,0.8356,2.542,1.803,0.461,anomaly,2.868198337609001,0.40517554621798935,1.2092795,8.788745,gps_candidate,False,False,False,False,True
148.5662,49.15714,639.1402,567.6692,0.9528,1.238,0.749,-0.455,anomaly,2.8055961342268736,0.09272064468409917,1.2083647,8.7817955,gps_candidate,False,True,True,True,False
247.3336,29.45916,955.5492,419.4526,0.4468,44.063,-0.762,-0.803,resolved_agn,2.9802530532313383,1.6440740624718466,1.2074394,8.774766,unclassified_anomaly,False,False,True,True,False
136.5621,22.12866,723.9135,755.0462,0.9766,1.201,1.177,-0.127,anomaly,2.8596866757040624,0.07954300740290607,1.2063345,8.766373,gps_candidate,False,True,True,True,False
162.69329,47.76285,691.9812,540.8043,0.8028,2.184,0.856,-0.35,anomaly,2.840094295544662,0.3392526340326997,1.2034957,8.744807,gps_candidate,False,False,True,True,False
159.88893,45.94002,1017.8656,396.9266,0.396,91.8,-0.784,-0.738,resolved_agn,3.0076904371051008,1.9628426812012425,1.2030843,8.741682,unclassified_anomaly,False,True,True,True,False
225.9005,53.78169,688.7057,523.3996,0.8267,2.128,1.801,0.117,anomaly,2.8380336773926134,0.3279716236230106,1.2018796,8.732531,gps_candidate,False,False,False,False,True
244.58724,28.35875,889.3686,428.0741,0.4587,54.741,-0.518,-0.392,resolved_agn,2.949081792205945,1.7383127267700322,1.1999831,8.718123,unclassified_anomaly,False,True,True,True,False
129.76656,35.75715,946.298,453.7842,0.4403,93.0,-0.637,-0.699,resolved_agn,2.976027922211086,1.968482948553935,1.1984451,8.70644,unclassified_anomaly,False,True,False,True,False
141.2951,22.80908,689.856,575.5913,0.8156,1.078,0.585,-0.001,anomaly,2.838758445908199,0.03261876085071993,1.1957746,8.686152,gps_candidate,False,False,False,False,True
143.59594,34.18841,921.5532,459.285,0.4529,58.764,-0.656,-0.776,resolved_agn,2.9645204115024932,1.7691113500658429,1.1938322,8.671397,unclassified_anomaly,False,True,True,True,False
146.21837,34.10139,928.2692,402.5758,0.4669,62.492,-0.508,-0.362,resolved_agn,2.9676739407883845,1.7958244240923475,1.192251,8.659386,unclassified_anomaly,False,False,True,True,False
195.88854,54.28087,981.8895,408.9626,0.3977,71.859,-0.838,-1.016,resolved_agn,2.992062615851639,1.8564811692072927,1.1914929,8.653627,unclassified_anomaly,False,True,False,True,False
183.95071,54.47551,861.0478,396.378,0.3921,40.739,-0.508,-0.371,resolved_agn,2.935027261442054,1.6100103643840258,1.189647,8.639604,unclassified_anomaly,False,True,False,True,False
154.29318,31.31593,996.6564,373.4244,0.4246,57.965,-0.533,-0.46,resolved_agn,2.998545459912815,1.7631658402006616,1.1870638,8.619981,unclassified_anomaly,False,True,True,True,False
164.72817,42.37557,893.694,378.3664,0.4062,25.723,-0.636,-0.445,resolved_agn,2.951188842218427,1.4103216177306825,1.1864967,8.615673,unclassified_anomaly,False,True,False,True,False
127.87855,51.82328,993.0479,406.9501,0.4677,86.743,-0.579,-0.419,resolved_agn,2.996970197341265,1.9382344381138197,1.1859381,8.611429,unclassified_anomaly,False,True,True,True,False
206.99379,53.56629,953.6955,402.5933,0.4173,54.946,-0.712,-0.576,resolved_agn,2.9794097334263205,1.7399360818157739,1.1858515,8.610771,unclassified_anomaly,False,True,False,True,False
242.48595,57.40449,719.9402,622.4617,0.9274,3.491,0.949,0.0,anomaly,2.8572964243637857,0.5429498488141788,1.1850291,8.604525,gps_candidate,False,True,False,True,False
248.88066,46.21675,676.2093,629.4043,0.9895,1.305,1.133,-0.278,anomaly,2.8300811393828815,0.11561051167429974,1.1826679,8.586587,gps_candidate,False,False,False,False,True
134.42653,60.73884,878.7088,405.3187,0.4735,23.543,-0.537,-0.477,resolved_agn,2.943844975749507,1.371861802620895,1.1820599,8.581968,unclassified_anomaly,False,False,True,True,False
126.28129,32.85531,908.6936,360.2783,0.3935,24.832,-0.597,-0.427,resolved_agn,2.958417469293332,1.3950116995780943,1.1816373,8.578757,unclassified_anomaly,False,True,True,True,False
144.8477,56.20112,646.7212,550.0539,0.8905,1.806,1.545,-0.342,anomaly,2.8107170976752873,0.256717745977487,1.1812074,8.575492,gps_candidate,False,False,False,False,True
164.13701,30.46074,687.6637,646.6763,0.9804,2.687,1.398,0.276,anomaly,2.83737609965716,0.42926766643316844,1.1811471,8.575034,gps_candidate,False,True,True,True,False
236.58523,20.86866,1026.8288,361.876,0.3761,89.117,-0.988,-0.889,resolved_agn,3.011498041052846,1.9499605581553343,1.1798376,8.565086,unclassified_anomaly,False,True,True,True,False
184.01024,45.03461,1005.8831,394.321,0.4742,28.267,-0.929,-1.068,resolved_agn,3.0025475115599543,1.451279718904047,1.1780453,8.551471,unclassified_anomaly,False,True,True,True,False
193.12298,36.38573,685.2306,628.3276,0.902,3.987,0.682,-0.143,anomaly,2.8358367487978695,0.6006462356623945,1.1773552,8.546228,gps_candidate,False,False,False,False,True
135.1298,49.26087,1029.6997,370.9086,0.3692,42.713,-0.984,-1.024,resolved_agn,3.0127105862113766,1.6305600757042726,1.1743513,8.523409,unclassified_anomaly,False,True,False,True,False
160.00662,33.25461,887.0608,461.7264,0.4765,34.202,-0.786,-0.911,resolved_agn,2.947953387813196,1.5340515026516748,1.1713932,8.500937,unclassified_anomaly,False,True,False,True,False
166.35672,62.61576,950.2678,450.2364,0.4398,112.321,-0.731,-0.654,resolved_agn,2.9778460133652502,2.0504609613504434,1.1706337,8.495168,unclassified_anomaly,False,False,True,True,False
131.39124,45.13889,680.1371,631.358,0.8715,3.799,1.67,-0.264,anomaly,2.8325964653120295,0.5796692935547203,1.163065,8.437671,gps_candidate,False,False,False,False,True
223.2467,28.34375,685.229,645.4705,0.949,3.688,1.965,0.391,anomaly,2.8358357347275955,0.5667909123815917,1.1619598,8.4292755,gps_candidate,False,True,True,True,False
123.56574,25.52049,895.2139,442.026,0.4645,44.747,-0.986,-1.132,resolved_agn,2.951926816869749,1.6507639239621044,1.158655,8.404171,unclassified_anomaly,False,True,True,True,False
141.82385,29.3994,895.4805,481.9189,0.4963,94.354,-0.79,-0.877,resolved_agn,2.952056133083315,1.9747603161713745,1.1583272,8.401681,unclassified_anomaly,False,False,True,True,False
136.60827,59.09256,785.8681,601.934,0.82,2.524,0.675,0.097,anomaly,2.895349660226282,0.4020893505720967,1.1581192,8.400101,gps_candidate,False,False,False,False,True
133.05924,31.43018,678.9698,654.0353,0.9917,3.415,0.573,-0.108,anomaly,2.831850457660418,0.5333907080175514,1.1570957,8.392324,gps_candidate,False,True,True,True,False
231.57921,42.48267,906.1232,395.1822,0.4498,30.42,-0.631,-0.497,resolved_agn,2.957187250041744,1.4831592097169797,1.154387,8.371748,unclassified_anomaly,False,False,False,False,True
122.92565,22.48632,968.5876,386.4076,0.4372,54.38,-0.732,-0.59,resolved_agn,2.9861389048446867,1.7354392032514814,1.1527611,8.359397,unclassified_anomaly,False,True,True,True,False
163.58804,51.06283,933.4812,418.5975,0.4225,56.925,-0.797,-0.708,resolved_agn,2.970105575827168,1.7553030392871805,1.1527457,8.35928,unclassified_anomaly,False,False,True,True,False
136.62692,60.62581,931.5539,400.0957,0.4372,79.984,-0.58,-0.356,resolved_agn,2.969207988373808,1.903003119408515,1.1501853,8.33983,unclassified_anomaly,False,False,False,False,True
202.06822,22.02926,554.7213,624.3908,0.9542,3.255,1.573,0.47,anomaly,2.7440748420909573,0.5125509929042107,1.1485326,8.327275,gps_candidate,False,False,False,False,True
169.7557,64.10518,878.8816,441.4758,0.4786,61.047,-0.619,-0.375,resolved_agn,2.9439303723091546,1.785664326504347,1.1468976,8.314854,unclassified_anomaly,False,True,True,True,False
198.81718,55.22135,987.4683,375.7984,0.3924,16.472,-0.705,-0.93,resolved_agn,2.994523162672116,1.216746333609975,1.1444814,8.296499,unclassified_anomaly,False,False,True,True,False
188.49021,56.31511,709.5693,593.2606,0.9338,2.673,1.319,0.103,anomaly,2.8509948171830026,0.42699895875653726,1.1443677,8.295635,gps_candidate,False,False,False,False,True
212.19632,50.57081,1099.9419,286.5457,0.3273,96.016,-0.59,-0.503,resolved_agn,3.0413697459075073,1.9823436094220213,1.1440064,8.292891,unclassified_anomaly,False,False,False,False,True
138.16342,26.01777,712.4791,690.133,0.9792,3.729,0.931,-0.209,anomaly,2.8527721291888986,0.5715923833613072,1.1395184,8.258798,gps_candidate,False,False,False,False,True
139.0538,64.84344,758.967,625.2371,0.8373,3.529,1.179,0.328,anomaly,2.880222893116204,0.5476516583599692,1.1391541,8.25603,gps_candidate,False,True,False,True,False
177.16503,22.39462,874.1509,446.8245,0.432,51.39,-0.51,-0.684,resolved_agn,2.9415864090423116,1.710878617685173,1.1378106,8.245824,unclassified_anomaly,False,False,True,True,False
178.19761,56.5501,688.5224,525.1834,0.8459,1.672,1.362,0.04,anomaly,2.83791807391487,0.22323627310299757,1.1360774,8.232657,gps_candidate,False,True,True,True,False
189.75211,53.83443,669.7921,609.0497,0.8808,1.623,1.473,0.371,anomaly,2.825940020858909,0.21031851982623187,1.134074,8.217439,gps_candidate,False,False,True,True,False
155.9771,58.97202,716.1883,745.6979,0.9438,3.831,1.711,-0.271,anomaly,2.855027221888195,0.5833121519830777,1.1315491,8.198258,gps_candidate,False,False,True,True,False
229.44733,45.19833,975.7409,396.2756,0.4152,80.428,-0.841,-0.93,resolved_agn,2.98933450963485,1.9054072692525446,1.1292769,8.180997,unclassified_anomaly,False,False,False,False,True
194.44852,57.98473,920.7085,441.2512,0.431,87.227,-0.661,-0.698,resolved_agn,2.9641221525856722,1.9406509360336588,1.1289965,8.178866,unclassified_anomaly,False,True,True,True,False
129.38137,20.30315,961.1471,366.2191,0.4171,37.023,-0.576,-0.517,resolved_agn,2.982789859915558,1.5684716070332414,1.1275284,8.167714,unclassified_anomaly,False,True,False,True,False
207.803,24.59523,738.7821,572.6386,0.8649,1.504,1.455,0.436,anomaly,2.8685163643461653,0.17724783625562343,1.127434,8.166997,gps_candidate,False,True,False,True,False
189.77709,42.76716,638.587,577.4789,0.8655,2.372,0.5,0.468,anomaly,2.8052200731672037,0.375114684692225,1.127408,8.1668,gps_candidate,False,True,True,True,False
121.96819,33.37835,608.089,535.0568,0.8412,1.818,1.884,-0.459,anomaly,2.783967147332241,0.25959387888594865,1.1260765,8.156684,gps_candidate,False,False,True,True,False
217.61897,43.58228,1030.5486,167.1017,0.1668,84.872,-0.781,-0.614,resolved_agn,3.0130684776427654,1.928764436402288,1.125901,8.155352,remnant_candidate,False,False,False,False,True
244.94145,42.63767,886.4594,447.3295,0.4683,53.113,-0.931,-1.001,resolved_agn,2.9476588496270195,1.7252008325177892,1.1244687,8.144471,unclassified_anomaly,False,False,False,False,True
140.29889,40.20535,1031.6082,211.184,0.2255,111.68,-0.94,-0.958,resolved_agn,3.0135147855797015,2.047975405279086,1.124018,8.141047,unclassified_anomaly,False,True,True,True,False
201.14968,51.24316,924.5863,431.3141,0.4493,87.985,-0.636,-0.5,resolved_agn,2.965947454018262,1.944408638371786,1.1239009,8.140158,unclassified_anomaly,False,False,False,False,True
194.92742,30.8876,599.8444,718.0692,0.9669,1.645,1.202,0.09,anomaly,2.7780386087415057,0.2161659022859931,1.1236029,8.137894,gps_candidate,False,True,False,True,False
150.08868,30.10674,938.7821,421.1488,0.4839,63.059,-0.584,-0.645,resolved_agn,2.9725648002008,1.7997470793531252,1.1232927,8.135537,unclassified_anomaly,False,True,False,True,False
244.13171,30.48799,967.3741,397.0711,0.4356,73.829,-0.528,-0.603,resolved_agn,2.985594455620498,1.8682269860247525,1.1232214,8.134995,unclassified_anomaly,False,True,True,True,False
137.94391,23.10461,1018.1566,368.2977,0.3833,72.419,-0.753,-0.635,resolved_agn,3.0078145808350603,1.8598525235536196,1.12238,8.128604,unclassified_anomaly,False,True,True,True,False
213.71807,28.14845,620.5276,599.7137,0.949,2.962,0.904,0.434,anomaly,2.792761102935678,0.4715850541851897,1.1162747,8.082225,gps_candidate,False,False,True,True,False
122.38342,58.18372,938.1863,388.59,0.4085,25.92,-0.75,-0.777,resolved_agn,2.9722890868099845,1.4136349971985558,1.1153846,8.075462,unclassified_anomaly,False,False,True,True,False
234.56842,41.76076,892.0181,445.342,0.464,93.945,-0.914,-0.934,resolved_agn,2.950373666764431,1.972873670756989,1.1141174,8.065836,unclassified_anomaly,False,False,False,False,True
154.05968,57.95345,994.9311,383.6074,0.4061,88.497,-0.846,-0.914,resolved_agn,2.997793006448364,1.9469285486014527,1.1136168,8.062034,unclassified_anomaly,False,False,False,False,True
154.11494,25.42661,939.7872,358.3442,0.3939,22.731,-0.684,-0.565,resolved_agn,2.9730295255909285,1.356618541969091,1.1133834,8.060261,unclassified_anomaly,False,False,True,True,False
205.90807,20.58216,614.6237,525.3842,0.8163,2.399,1.663,-0.439,anomaly,2.78860930271628,0.38003024796783064,1.1125131,8.053649,gps_candidate,False,False,True,True,False
178.88046,62.1113,1003.4999,364.0057,0.3666,29.07,-0.878,-0.852,resolved_agn,3.001517333545527,1.4634450317704277,1.1113518,8.044827,unclassified_anomaly,False,True,True,True,False
160.34855,31.46069,918.786,486.6547,0.4911,118.14,-0.508,-0.463,resolved_agn,2.963214369012029,2.0723969665217616,1.1103907,8.037525,unclassified_anomaly,False,False,False,False,True
206.41959,20.91407,622.8373,583.1285,0.9436,2.207,0.566,0.076,anomaly,2.7943746133679888,0.34380233316165504,1.1067631,8.009969,gps_candidate,False,False,False,False,True
176.91743,59.50838,921.3908,433.7435,0.4514,70.645,-0.744,-0.532,resolved_agn,2.9644438715489803,1.8490814294648008,1.106267,8.0062,unclassified_anomaly,False,True,True,True,False
192.11268,39.10562,666.7287,579.3104,0.9357,3.379,1.686,-0.182,anomaly,2.82394915016585,0.5287881917748963,1.102885,7.9805083,gps_candidate,False,False,True,True,False
217.70012,30.99253,841.4981,412.624,0.4991,22.973,-0.633,-0.534,resolved_agn,2.925053139729018,1.3612177125816818,1.1006876,7.9638157,unclassified_anomaly,False,False,True,True,False
186.32869,45.39132,903.7628,418.7232,0.4435,118.455,-0.533,-0.489,resolved_agn,2.9560544612624793,2.0735533970687445,1.1000428,7.958917,unclassified_anomaly,False,True,True,True,False
177.65079,41.61986,879.1634,426.3032,0.4276,32.621,-0.923,-0.937,resolved_agn,2.9440695999012223,1.5134972702488667,1.097993,7.9433455,unclassified_anomaly,False,False,False,False,True
158.83354,26.38542,865.869,473.9521,0.49,30.611,-0.555,-0.673,resolved_agn,2.937452191231389,1.4858775173591139,1.095041,7.920921,unclassified_anomaly,False,True,False,True,False
142.65425,45.16857,875.5807,404.9306,0.4729,18.502,-0.838,-0.72,resolved_agn,2.9422961800591203,1.2672186766201183,1.0942771,7.9151177,unclassified_anomaly,False,False,True,True,False
138.64574,29.8254,954.0577,360.963,0.3895,81.087,-0.616,-0.435,resolved_agn,2.979574640986937,1.908951232992725,1.0939473,7.912612,unclassified_anomaly,False,True,True,True,False
214.27081,49.58127,903.0133,421.5008,0.4552,75.605,-0.954,-0.989,resolved_agn,2.955694146851792,1.878550517731428,1.0939059,7.9122977,unclassified_anomaly,False,True,True,True,False
240.62583,31.60578,738.5889,562.2051,0.8818,2.358,1.075,0.159,anomaly,2.868402776500753,0.37254380075907034,1.092518,7.901754,gps_candidate,False,False,False,False,True
183.80137,47.20897,901.417,408.7726,0.4028,48.837,-0.803,-0.62,resolved_agn,2.9549257442570056,1.688748977888279,1.0916059,7.8948255,unclassified_anomaly,False,False,True,True,False
220.71648,37.93217,637.755,585.5363,0.8778,1.52,1.727,-0.286,anomaly,2.8046538721644576,0.18184358794477254,1.0913606,7.8929615,gps_candidate,False,False,True,True,False
196.42568,58.10673,1059.6492,342.9756,0.3234,113.594,-0.716,-0.626,resolved_agn,3.0251621145859855,2.0553553926803865,1.0911237,7.8911624,unclassified_anomaly,False,False,False,False,True
208.02191,31.11448,963.958,174.0112,0.1807,102.806,-0.989,-0.935,resolved_agn,2.98405811194681,2.0120184618465196,1.087864,7.8664,remnant_candidate,False,True,False,True,False
174.87432,47.95865,970.3752,386.3877,0.3956,28.439,-0.65,-1.107,resolved_agn,2.9869396886821136,1.4539143212378498,1.0875137,7.8637385,unclassified_anomaly,False,True,False,True,False
178.9681,48.10215,863.9193,425.3716,0.4337,70.42,-0.518,-0.606,resolved_agn,2.9364731762733824,1.8476960207341655,1.0871297,7.8608217,unclassified_anomaly,False,False,True,True,False
143.85661,31.68895,944.3247,381.34,0.4214,71.989,-0.64,-0.59,resolved_agn,2.975121349353017,1.8572661408164615,1.0867634,7.8580384,unclassified_anomaly,False,False,True,True,False
218.43443,48.19503,940.0144,386.4006,0.4287,29.104,-0.964,-0.983,resolved_agn,2.9731345065705903,1.4639526817194084,1.0856963,7.8499327,unclassified_anomaly,False,False,True,True,False
229.99915,64.30639,898.9595,446.0048,0.4856,100.267,-0.68,-0.825,resolved_agn,2.9537401263019496,2.0011580209956867,1.0827465,7.827524,unclassified_anomaly,False,True,False,True,False
203.07704,59.48612,892.5596,438.2731,0.4919,82.468,-0.996,-0.908,resolved_agn,2.9506372254418345,1.9162854622544592,1.0810837,7.814892,unclassified_anomaly,False,True,False,True,False
235.0323,38.61291,622.5876,502.2991,0.8445,2.774,1.995,-0.05,anomaly,2.79420046664331,0.44310645673726606,1.0805123,7.8105516,gps_candidate,False,True,False,True,False
186.56736,33.02071,926.844,384.3618,0.4512,43.763,-0.667,-0.572,resolved_agn,2.9670066428387165,1.6411070856925514,1.0797737,7.8049407,unclassified_anomaly,False,False,True,True,False
